hour,Load (kW),Air Temp,SolRad_Hor,SolRad_Dif,WS_10m
1589,117.92,7.79,0.0,0.0,5.31
1590,117.92,7.59,19.0,19.0,5.59
1591,93.17,7.66,188.0,103.0,5.66
1592,93.17,9.09,198.0,184.0,6.21
1593,110.322428764846,9.75,356.0,287.0,6.62
1594,111.548327010335,10.35,416.0,342.0,6.48
1595,112.722286827888,11.14,692.0,253.0,6.55
1596,112.394572058188,11.66,753.0,158.0,6.41
1597,111.454976177857,11.93,412.0,336.0,6.34
1598,110.379846943899,12.08,503.0,208.0,6.48
1599,109.545164110931,11.69,377.0,126.0,6.34
1600,109.188583091439,11.0,131.0,102.0,6.21
1601,109.398596020071,10.33,8.0,8.0,6.0
1602,110.702976291179,9.72,0.0,0.0,5.79
1603,110.67,9.36,0.0,0.0,5.86
1604,110.67,9.14,0.0,0.0,5.93
1605,110.67,9.11,0.0,0.0,5.79
1606,117.92,9.07,0.0,0.0,6.0
1607,117.92,9.06,0.0,0.0,6.21
1608,117.92,8.95,0.0,0.0,6.14
1609,117.92,8.89,0.0,0.0,6.07
1610,117.92,8.74,0.0,0.0,5.93
1611,117.92,8.53,0.0,0.0,5.93
1612,117.92,8.39,0.0,0.0,5.86
1613,117.92,8.29,0.0,0.0,5.79
1614,117.92,8.28,20.0,20.0,5.79
1615,93.17,8.45,217.0,85.0,5.52
1616,93.17,9.21,314.0,205.0,7.03
1617,109.531969560175,9.99,457.0,271.0,7.17
1618,109.599464722416,10.82,382.0,334.0,6.97
1619,110.260126767062,11.32,266.0,264.0,6.55
1620,109.392751038029,11.43,277.0,273.0,6.41
1621,108.219007710935,11.21,156.0,156.0,6.34
1622,107.174426998989,11.09,151.0,151.0,6.34
1623,107.105628978514,10.85,58.0,58.0,6.14
1624,107.102464649994,10.4,61.0,61.0,5.86
1625,107.394979081404,9.84,12.0,10.0,5.03
1626,107.965017580057,9.22,0.0,0.0,4.14
1627,110.67,8.85,0.0,0.0,3.79
1628,110.67,8.41,0.0,0.0,4.14
1629,110.67,8.11,0.0,0.0,3.79
1630,117.92,7.86,0.0,0.0,3.79
1631,117.92,7.76,0.0,0.0,3.72
1632,117.92,7.7,0.0,0.0,3.72
1633,117.92,7.53,0.0,0.0,3.66
1634,117.92,7.34,0.0,0.0,3.52
1635,117.92,7.15,0.0,0.0,3.45
1636,117.92,7.06,0.0,0.0,3.24
1637,117.92,7.0,0.0,0.0,3.1
1638,117.92,6.95,23.0,23.0,3.03
1639,93.17,7.45,166.0,120.0,3.03
1640,93.17,8.85,353.0,191.0,3.52
1641,93.17,9.86,494.0,253.0,3.72
1642,93.17,10.92,503.0,345.0,3.17
1643,93.17,11.8,281.0,277.0,2.55
1644,93.17,12.38,189.0,189.0,2.07
1645,93.17,12.52,62.0,62.0,1.59
1646,93.17,12.5,125.0,125.0,1.38
1647,93.17,12.24,61.0,61.0,1.1
1648,93.17,12.04,122.0,103.0,0.76
1649,93.17,11.64,15.0,11.0,0.48
1650,93.17,10.73,0.0,0.0,1.1
1651,108.17,9.68,0.0,0.0,1.45
1652,108.17,9.32,0.0,0.0,2.14
1653,108.17,8.77,0.0,0.0,2.34
1654,117.92,8.32,0.0,0.0,2.41
1655,117.92,7.84,0.0,0.0,2.28
1656,117.92,7.45,0.0,0.0,2.0
1657,117.92,7.1,0.0,0.0,1.72
1658,117.92,6.58,0.0,0.0,1.72
1659,117.92,6.32,0.0,0.0,1.72
1660,117.92,6.43,0.0,0.0,1.79
1661,117.92,6.19,0.0,0.0,1.72
1662,117.92,6.24,25.0,25.0,1.66
1663,93.17,7.09,162.0,121.0,1.52
1664,93.17,9.39,280.0,215.0,1.45
1665,93.17,10.27,401.0,295.0,1.17
1666,93.17,10.92,304.0,292.0,0.97
1667,93.17,11.27,142.0,142.0,1.79
1668,93.17,11.67,190.0,190.0,2.41
1669,93.17,12.06,71.0,71.0,2.76
1670,93.17,12.12,150.0,150.0,3.24
1671,93.17,11.85,288.0,201.0,3.45
1672,93.17,11.46,99.0,92.0,3.52
1673,93.17,11.06,17.0,13.0,3.1
1674,93.17,10.5,0.0,0.0,2.41
1675,108.17,10.14,0.0,0.0,2.21
1676,108.17,9.89,0.0,0.0,1.66
1677,108.17,9.15,0.0,0.0,1.17
1678,117.92,10.08,0.0,0.0,0.69
1679,117.92,9.94,0.0,0.0,0.41
1680,117.92,8.95,0.0,0.0,0.97
1681,117.92,7.25,0.0,0.0,1.38
1682,117.92,6.63,0.0,0.0,1.72
1683,117.92,6.31,0.0,0.0,2.28
1684,117.92,6.51,0.0,0.0,2.76
1685,117.92,6.85,0.0,0.0,3.1
1686,117.92,7.3,27.0,27.0,3.24
1687,93.17,8.18,232.0,92.0,3.17
1688,93.17,9.37,352.0,203.0,4.0
1689,108.740574432718,10.19,251.0,243.0,3.93
1690,109.210896978788,10.96,320.0,304.0,3.93
1691,111.372005990265,11.59,699.0,278.0,3.86
1692,111.152537578822,12.16,674.0,299.0,3.59
1693,111.026887680934,12.52,533.0,334.0,3.31
1694,110.648687187143,12.8,321.0,279.0,2.97
1695,109.465314289721,12.86,366.0,164.0,2.55
1696,109.129739866677,12.66,186.0,97.0,2.14
1697,109.580702228797,12.26,19.0,15.0,1.17
1698,110.117011084771,11.8,0.0,0.0,0.62
1699,110.67,11.13,0.0,0.0,0.83
1700,110.67,8.68,0.0,0.0,1.38
1701,110.67,8.43,0.0,0.0,1.24
1702,117.92,7.76,0.0,0.0,1.31
1703,117.92,6.95,0.0,0.0,1.52
1704,117.92,6.33,0.0,0.0,1.86
1705,117.92,6.09,0.0,0.0,2.07
1706,117.92,6.31,0.0,0.0,2.21
1707,117.92,6.72,0.0,0.0,2.48
1708,117.92,6.9,0.0,0.0,2.69
1709,117.92,6.9,0.0,0.0,2.9
1710,117.92,7.27,6.0,6.0,3.24
1711,93.17,7.93,42.0,42.0,3.38
1712,93.17,8.53,46.0,46.0,4.34
1713,109.296625370854,8.89,149.0,149.0,4.9
1714,109.717300259973,9.33,78.0,78.0,5.66
1715,111.182550593025,9.83,211.0,211.0,5.52
1716,111.561203267554,10.52,156.0,156.0,5.45
1717,110.995409057574,10.97,80.0,80.0,4.97
1718,111.110324955052,11.14,59.0,59.0,4.69
1719,110.391363207515,10.53,65.0,65.0,4.69
1720,109.937665302087,10.13,18.0,18.0,4.55
1721,109.984211744253,9.73,2.0,2.0,4.41
1722,110.512472683034,9.27,0.0,0.0,4.48
1723,110.67,8.91,0.0,0.0,4.97
1724,110.67,8.34,0.0,0.0,7.31
1725,110.67,8.06,0.0,0.0,7.17
1726,117.92,8.04,0.0,0.0,7.31
1727,117.92,8.1,0.0,0.0,7.59
1728,117.92,8.18,0.0,0.0,7.38
1729,117.92,8.35,0.0,0.0,6.76
1730,117.92,8.45,0.0,0.0,6.21
1731,117.92,8.5,0.0,0.0,6.07
1732,117.92,8.37,0.0,0.0,5.93
1733,117.92,8.15,0.0,0.0,5.59
1734,117.92,7.99,33.0,33.0,5.31
1735,93.17,8.54,247.0,91.0,4.9
1736,93.17,9.69,407.0,171.0,5.31
1737,109.149215316368,10.86,544.0,234.0,5.93
1738,109.706203525834,11.8,651.0,269.0,5.72
1739,110.638592687655,12.43,593.0,372.0,5.24
1740,110.110175300095,12.88,466.0,384.0,4.69
1741,109.694927299222,13.14,269.0,265.0,4.14
1742,109.111605404347,13.43,442.0,282.0,3.59
1743,108.746416818145,13.38,408.0,124.0,3.1
1744,109.110260387845,12.97,214.0,80.0,2.69
1745,109.959207549849,12.34,19.0,16.0,2.28
1746,110.066837472363,11.11,0.0,0.0,2.21
1747,110.67,10.1,0.0,0.0,2.28
1748,110.67,9.26,0.0,0.0,2.07
1749,110.67,8.46,0.0,0.0,1.86
1750,117.92,7.63,0.0,0.0,1.72
1751,117.92,7.09,0.0,0.0,1.72
1752,117.92,6.54,0.0,0.0,1.72
1753,117.92,6.25,0.0,0.0,1.79
1754,117.92,6.12,0.0,0.0,1.93
1755,117.92,6.35,0.0,0.0,2.14
1756,117.92,6.44,0.0,0.0,2.21
1757,117.92,6.22,0.0,0.0,2.21
1758,117.92,5.81,34.0,34.0,2.14
1759,93.17,7.4,256.0,90.0,1.86
1760,93.17,9.75,452.0,127.0,1.79
1761,109.167280338419,11.37,627.0,141.0,2.34
1762,109.249683477368,12.4,740.0,160.0,2.48
1763,110.199263164686,13.33,570.0,387.0,2.34
1764,108.821633686558,13.79,332.0,320.0,2.14
1765,107.756040560561,14.2,175.0,175.0,2.0
1766,106.86454622651,14.27,416.0,294.0,1.86
1767,107.269150318841,14.04,317.0,206.0,1.79
1768,107.094255737965,13.54,177.0,112.0,2.14
1769,107.489890471224,12.6,26.0,18.0,2.76
1770,108.244551211139,11.23,0.0,0.0,3.03
1771,110.67,10.24,0.0,0.0,3.24
1772,110.67,9.73,0.0,0.0,3.17
1773,110.67,9.23,0.0,0.0,3.1
1774,117.92,8.89,0.0,0.0,2.97
1775,117.92,8.69,0.0,0.0,3.03
1776,117.92,8.66,0.0,0.0,3.24
1777,117.92,8.73,0.0,0.0,3.38
1778,117.92,8.92,0.0,0.0,3.52
1779,117.92,9.03,0.0,0.0,3.72
1780,117.92,9.04,0.0,0.0,3.93
1781,117.92,9.07,0.0,0.0,4.14
1782,117.92,9.19,18.0,18.0,4.48
1783,93.17,9.65,93.0,92.0,4.76
1784,93.17,10.49,278.0,229.0,6.14
1785,107.873592571874,11.04,501.0,282.0,6.83
1786,107.452458166442,11.66,717.0,200.0,7.1
1787,107.584849001144,12.1,767.0,221.0,7.1
1788,106.990336442312,12.3,765.0,214.0,7.1
1789,106.73,12.25,504.0,355.0,7.24
1790,106.73,12.05,591.0,151.0,7.31
1791,106.73,11.63,333.0,203.0,7.31
1792,106.73,11.1,212.0,91.0,7.03
1793,106.73,10.75,31.0,19.0,6.34
1794,106.95906353118,10.41,0.0,0.0,6.14
1795,110.67,10.26,0.0,0.0,6.21
1796,110.67,10.03,0.0,0.0,6.28
1797,110.67,10.14,0.0,0.0,6.28
1798,117.92,10.1,0.0,0.0,6.21
1799,117.92,9.97,0.0,0.0,6.28
1800,117.92,9.64,0.0,0.0,6.14
1801,117.92,9.28,0.0,0.0,6.07
1802,117.92,8.98,0.0,0.0,6.28
1803,117.92,8.54,0.0,0.0,6.41
1804,117.92,8.16,0.0,0.0,6.28
1805,117.92,7.85,0.0,0.0,6.21
1806,117.92,7.62,40.0,40.0,6.28
1807,93.17,8.08,105.0,103.0,6.07
1808,93.17,9.14,239.0,217.0,7.52
1809,93.17,9.54,373.0,311.0,7.24
1810,93.17,10.14,497.0,373.0,7.03
1811,93.17,10.88,584.0,391.0,6.9
1812,93.17,11.39,505.0,397.0,6.69
1813,93.17,11.8,607.0,313.0,6.76
1814,93.17,11.94,535.0,234.0,6.83
1815,93.17,11.58,374.0,182.0,6.76
1816,93.17,10.97,194.0,111.0,6.76
1817,93.17,10.34,24.0,20.0,6.28
1818,93.17,9.82,0.0,0.0,5.79
1819,108.17,9.54,0.0,0.0,5.31
1820,108.17,9.46,0.0,0.0,4.9
1821,108.17,9.22,0.0,0.0,4.83
1822,117.92,9.15,0.0,0.0,4.97
1823,117.92,8.81,0.0,0.0,5.17
1824,117.92,8.32,0.0,0.0,5.24
1825,117.92,8.03,0.0,0.0,5.31
1826,117.92,7.65,0.0,0.0,5.52
1827,117.92,7.33,0.0,0.0,5.59
1828,117.92,6.96,0.0,0.0,5.52
1829,117.92,6.6,0.0,0.0,5.31
1830,117.92,6.39,39.0,39.0,5.31
1831,93.17,6.84,146.0,131.0,5.24
1832,93.17,7.84,461.0,140.0,5.31
1833,93.17,8.83,657.0,127.0,5.45
1834,93.17,9.63,760.0,156.0,5.59
1835,93.17,10.26,806.0,182.0,5.66
1836,93.17,10.85,813.0,160.0,5.72
1837,93.17,10.86,715.0,192.0,5.72
1838,93.17,10.78,493.0,270.0,5.72
1839,93.17,10.33,414.0,142.0,5.52
1840,93.17,9.72,222.0,90.0,5.45
1841,93.17,8.81,6.0,6.0,4.9
1842,93.17,7.8,0.0,0.0,4.69
1843,108.17,7.11,0.0,0.0,4.07
1844,108.17,6.59,0.0,0.0,3.93
1845,108.17,6.23,0.0,0.0,3.59
1846,117.92,5.9,0.0,0.0,3.31
1847,117.92,5.6,0.0,0.0,3.17
1848,117.92,5.42,0.0,0.0,3.03
1849,117.92,5.21,0.0,0.0,3.03
1850,117.92,5.05,0.0,0.0,2.83
1851,117.92,4.84,0.0,0.0,2.76
1852,117.92,4.69,0.0,0.0,2.62
1853,117.92,4.54,0.0,0.0,2.41
1854,117.92,4.46,45.0,45.0,2.28
1855,93.17,5.79,278.0,94.0,2.0
1856,93.17,7.95,470.0,138.0,2.28
1857,106.73,9.05,621.0,183.0,1.93
1858,106.73,10.05,700.0,252.0,1.45
1859,106.731208022918,10.95,621.0,383.0,1.31
1860,106.73,11.69,685.0,331.0,1.79
1861,106.73,12.06,428.0,360.0,2.34
1862,106.73,12.11,421.0,303.0,2.41
1863,106.73,12.01,306.0,219.0,2.83
1864,106.73,11.54,159.0,122.0,3.38
1865,106.73,10.89,35.0,24.0,3.24
1866,106.73,10.08,0.0,0.0,2.9
1867,110.67,9.5,0.0,0.0,2.76
1868,110.67,9.17,0.0,0.0,2.69
1869,110.67,8.97,0.0,0.0,2.55
1870,117.92,8.8,0.0,0.0,2.14
1871,117.92,8.08,0.0,0.0,1.45
1872,117.92,8.15,0.0,0.0,1.17
1873,117.92,7.54,0.0,0.0,1.79
1874,117.92,8.02,0.0,0.0,2.48
1875,117.92,7.71,0.0,0.0,3.59
1876,117.92,7.42,0.0,0.0,4.21
1877,117.92,6.78,0.0,0.0,3.93
1878,117.92,6.34,58.0,46.0,3.38
1879,93.17,7.12,147.0,134.0,3.52
1880,93.17,8.36,403.0,218.0,4.62
1881,106.73,9.3,476.0,317.0,5.45
1882,106.73,10.03,492.0,381.0,5.79
1883,107.292167789847,10.53,660.0,368.0,5.93
1884,106.73,10.84,775.0,242.0,6.21
1885,106.73,10.64,730.0,194.0,6.34
1886,106.73,10.39,605.0,168.0,6.76
1887,106.73,9.66,306.0,222.0,6.55
1888,106.73,8.79,101.0,98.0,6.34
1889,106.73,7.81,27.0,23.0,5.79
1890,106.73,7.0,0.0,0.0,4.69
1891,110.67,6.48,0.0,0.0,3.86
1892,110.67,5.87,0.0,0.0,3.79
1893,110.67,5.69,0.0,0.0,3.45
1894,117.92,5.4,0.0,0.0,3.24
1895,117.92,5.17,0.0,0.0,3.1
1896,117.92,4.9,0.0,0.0,3.03
1897,117.92,4.69,0.0,0.0,2.97
1898,117.92,4.5,0.0,0.0,2.83
1899,117.92,4.38,0.0,0.0,2.76
1900,117.92,4.2,0.0,0.0,2.62
1901,117.92,4.03,0.0,0.0,2.48
1902,117.92,3.98,92.0,41.0,2.21
1903,93.17,5.68,305.0,88.0,2.07
1904,93.17,8.03,498.0,127.0,2.76
1905,106.73,9.29,676.0,138.0,3.17
1906,106.73,10.34,798.0,147.0,3.03
1907,107.369754197307,11.31,862.0,145.0,2.69
1908,106.73,12.19,854.0,145.0,2.48
1909,106.73,12.56,753.0,174.0,2.14
1910,106.73,12.85,638.0,135.0,1.86
1911,106.73,12.92,453.0,118.0,1.45
1912,106.73,12.73,250.0,82.0,1.03
1913,106.73,12.27,41.0,27.0,0.83
1914,106.73,10.59,0.0,0.0,1.24
1915,110.67,8.98,0.0,0.0,1.72
1916,110.67,8.85,0.0,0.0,2.62
1917,110.67,8.14,0.0,0.0,2.48
1918,117.92,7.48,0.0,0.0,2.41
1919,117.92,6.84,0.0,0.0,2.28
1920,117.92,6.2,0.0,0.0,2.21
1921,117.92,5.61,0.0,0.0,2.0
1922,117.92,5.55,0.0,0.0,1.86
1923,117.92,5.65,0.0,0.0,1.72
1924,117.92,5.49,0.0,0.0,1.72
1925,117.92,5.2,0.0,0.0,1.86
1926,117.92,5.12,64.0,52.0,2.0
1927,93.17,7.34,262.0,129.0,1.79
1928,93.17,10.83,454.0,180.0,1.79
1929,106.73,11.95,594.0,239.0,2.14
1930,106.73,12.85,777.0,163.0,2.62
1931,108.586341288213,13.42,790.0,240.0,3.1
1932,109.556993826131,13.81,302.0,298.0,3.38
1933,112.427760158904,13.57,279.0,275.0,3.45
1934,110.491771252215,13.17,227.0,224.0,3.31
1935,111.796303622044,12.61,69.0,69.0,3.66
1936,109.035589794085,12.18,139.0,121.0,3.31
1937,107.811278984624,11.69,28.0,25.0,3.17
1938,106.745381389784,10.87,0.0,0.0,2.55
1939,110.67,10.37,0.0,0.0,2.28
1940,110.67,10.09,0.0,0.0,2.34
1941,110.67,9.95,0.0,0.0,2.14
1942,117.92,9.79,0.0,0.0,2.0
1943,117.92,9.42,0.0,0.0,1.66
1944,117.92,9.5,0.0,0.0,2.21
1945,117.92,9.74,0.0,0.0,2.62
1946,117.92,9.53,0.0,0.0,2.07
1947,117.92,8.77,0.0,0.0,1.86
1948,117.92,8.15,0.0,0.0,1.72
1949,117.92,8.07,0.0,0.0,2.34
1950,117.92,8.5,57.0,50.0,2.28
1951,93.17,10.68,44.0,44.0,2.07
1952,93.17,12.2,190.0,186.0,1.45
1953,106.73,13.73,275.0,265.0,1.59
1954,106.73,14.45,341.0,324.0,1.45
1955,107.249260598232,15.01,138.0,138.0,1.59
1956,106.73,15.59,161.0,161.0,1.72
1957,106.732849513752,15.77,140.0,140.0,2.0
1958,106.73,15.76,100.0,100.0,1.93
1959,107.032773184151,15.64,89.0,89.0,1.93
1960,107.219784802878,15.24,116.0,108.0,1.86
1961,107.440810542425,14.56,28.0,26.0,1.66
1962,107.682567859248,13.94,0.0,0.0,1.38
1963,110.67,13.59,0.0,0.0,1.31
1964,110.67,12.39,0.0,0.0,3.17
1965,110.67,11.99,0.0,0.0,3.59
1966,117.92,11.63,0.0,0.0,3.31
1967,117.92,11.46,0.0,0.0,3.17
1968,117.92,11.23,0.0,0.0,3.1
1969,117.92,11.14,0.0,0.0,3.03
1970,117.92,11.0,0.0,0.0,2.9
1971,117.92,10.89,0.0,0.0,2.83
1972,117.92,10.82,0.0,0.0,2.76
1973,117.92,10.76,0.0,0.0,2.69
1974,117.92,10.83,39.0,38.0,2.55
1975,93.17,11.37,172.0,149.0,2.69
1976,93.17,12.64,204.0,198.0,3.31
1977,93.17,13.78,364.0,317.0,3.24
1978,93.17,14.74,532.0,381.0,2.41
1979,93.17,15.29,451.0,395.0,1.93
1980,93.17,15.68,293.0,290.0,1.86
1981,93.17,15.96,162.0,162.0,1.86
1982,93.17,16.12,279.0,265.0,1.79
1983,93.17,15.89,365.0,204.0,1.52
1984,93.17,15.43,236.0,96.0,1.59
1985,93.17,14.52,40.0,31.0,1.93
1986,93.17,13.31,0.0,0.0,2.07
1987,108.17,12.21,0.0,0.0,2.55
1988,108.17,11.49,0.0,0.0,2.62
1989,108.17,10.94,0.0,0.0,2.48
1990,117.92,10.44,0.0,0.0,2.07
1991,117.92,9.84,0.0,0.0,1.66
1992,117.92,9.55,0.0,0.0,2.34
1993,117.92,9.33,0.0,0.0,2.28
1994,117.92,9.17,0.0,0.0,2.0
1995,117.92,9.05,0.0,0.0,2.07
1996,117.92,8.84,0.0,0.0,2.28
1997,117.92,8.72,0.0,0.0,2.07
1998,117.92,8.87,9.0,9.0,1.93
1999,93.17,9.43,32.0,32.0,1.59
2000,93.17,11.03,144.0,144.0,2.14
2001,93.17,11.33,85.0,85.0,1.52
2002,93.17,11.72,117.0,117.0,1.52
2003,93.17,11.83,273.0,272.0,1.93
2004,93.17,12.16,230.0,230.0,2.9
2005,93.17,12.65,112.0,112.0,3.38
2006,93.17,13.4,110.0,110.0,3.17
2007,93.17,14.13,109.0,109.0,4.21
2008,93.17,14.17,87.0,86.0,4.21
2009,93.17,13.79,22.0,21.0,3.79
2010,93.17,13.5,0.0,0.0,3.17
2011,108.17,13.21,0.0,0.0,2.76
2012,108.17,12.0,0.0,0.0,2.55
2013,108.17,11.74,0.0,0.0,2.48
2014,117.92,11.64,0.0,0.0,2.62
2015,117.92,11.53,0.0,0.0,2.97
2016,117.92,12.0,0.0,0.0,2.9
2017,117.92,12.28,0.0,0.0,3.03
2018,117.92,12.68,0.0,0.0,3.1
2019,117.92,12.87,0.0,0.0,3.17
2020,117.92,12.99,0.0,0.0,3.17
2021,117.92,13.12,0.0,0.0,3.17
2022,117.92,13.31,16.0,16.0,3.52
2023,93.17,14.15,57.0,57.0,3.72
2024,93.17,14.57,249.0,228.0,3.45
2025,107.946635736731,15.15,209.0,209.0,4.14
2026,107.775415212182,15.5,91.0,91.0,4.97
2027,107.778261514833,15.98,74.0,74.0,5.66
2028,106.804016546604,15.82,147.0,147.0,5.17
2029,106.73,15.73,114.0,114.0,5.31
2030,106.73,16.15,86.0,86.0,6.69
2031,106.73,15.86,65.0,65.0,7.1
2032,106.73,14.96,47.0,47.0,5.45
2033,106.785514117795,14.14,14.0,14.0,5.31
2034,106.808302750642,13.98,0.0,0.0,5.24
2035,110.67,14.02,0.0,0.0,5.79
2036,110.67,13.66,0.0,0.0,6.62
2037,110.67,13.45,0.0,0.0,6.62
2038,117.92,13.32,0.0,0.0,6.28
2039,117.92,13.32,0.0,0.0,5.66
2040,117.92,13.57,0.0,0.0,5.24
2041,117.92,13.6,0.0,0.0,4.62
2042,117.92,13.5,0.0,0.0,3.31
2043,117.92,13.3,0.0,0.0,2.62
2044,117.92,13.01,0.0,0.0,2.0
2045,117.92,12.34,0.0,0.0,1.03
2046,117.92,13.11,39.0,39.0,0.62
2047,93.17,13.87,86.0,86.0,1.03
2048,93.17,15.42,101.0,101.0,1.31
2049,107.086683462443,16.32,133.0,133.0,2.14
2050,106.73,16.97,127.0,127.0,2.83
2051,107.007991963286,17.32,154.0,154.0,3.03
2052,107.284738211593,17.53,207.0,207.0,3.45
2053,107.395277086887,17.51,172.0,172.0,3.66
2054,107.124134068664,17.12,243.0,238.0,3.93
2055,107.359133938155,16.87,350.0,220.0,3.93
2056,108.775887898064,16.65,131.0,120.0,3.45
2057,108.744599103778,15.92,58.0,32.0,2.97
2058,108.109052998166,14.92,0.0,0.0,2.9
2059,110.67,14.11,0.0,0.0,2.76
2060,110.67,13.2,0.0,0.0,1.86
2061,110.67,12.85,0.0,0.0,2.48
2062,117.92,12.49,0.0,0.0,2.97
2063,117.92,12.3,0.0,0.0,3.52
2064,117.92,12.13,0.0,0.0,4.0
2065,117.92,11.87,0.0,0.0,4.21
2066,117.92,11.56,0.0,0.0,4.0
2067,117.92,11.44,0.0,0.0,3.59
2068,117.92,11.24,0.0,0.0,3.03
2069,117.92,11.22,0.0,0.0,2.55
2070,117.92,11.13,122.0,55.0,1.93
2071,93.17,11.88,172.0,154.0,1.86
2072,93.17,13.07,202.0,198.0,2.41
2073,106.837314313041,13.92,158.0,158.0,2.21
2074,106.73,14.6,421.0,373.0,1.93
2075,107.761570196431,15.11,383.0,363.0,1.45
2076,106.962089394836,15.66,217.0,217.0,1.24
2077,107.699646701919,15.96,486.0,378.0,1.38
2078,106.998468756083,16.07,436.0,314.0,2.21
2079,108.196295730141,15.67,275.0,228.0,2.9
2080,108.468622217993,14.75,159.0,132.0,2.9
2081,107.963493154646,14.03,16.0,16.0,1.45
2082,106.73,13.44,0.0,0.0,0.41
2083,110.67,13.01,0.0,0.0,0.07
2084,110.67,12.3,0.0,0.0,0.83
2085,110.67,10.85,0.0,0.0,1.52
2086,117.92,10.34,0.0,0.0,1.59
2087,117.92,9.97,0.0,0.0,1.45
2088,117.92,9.43,0.0,0.0,1.79
2089,117.92,9.69,0.0,0.0,2.14
2090,117.92,10.3,0.0,0.0,2.07
2091,117.92,10.62,0.0,0.0,2.0
2092,117.92,10.89,0.0,0.0,1.93
2093,117.92,10.55,0.0,0.0,2.21
2094,117.92,10.72,11.0,11.0,2.21
2095,93.17,11.37,183.0,160.0,2.34
2096,93.17,12.18,101.0,101.0,3.31
2097,106.73,12.76,267.0,261.0,3.45
2098,106.73,13.41,486.0,392.0,3.1
2099,107.153687791643,14.3,122.0,122.0,2.55
2100,106.73,15.02,88.0,88.0,1.79
2101,106.73,15.42,82.0,82.0,1.66
2102,106.837946044184,15.37,89.0,89.0,1.59
2103,107.090403248645,15.43,108.0,108.0,1.59
2104,107.100796808034,15.16,89.0,88.0,1.31
2105,107.111053758033,14.52,39.0,35.0,0.34
2106,106.801040723981,13.79,0.0,0.0,1.31
2107,110.67,12.52,0.0,0.0,1.45
2108,110.67,11.09,0.0,0.0,1.45
2109,110.67,10.37,0.0,0.0,1.59
2110,117.92,10.04,0.0,0.0,1.66
2111,117.92,9.96,0.0,0.0,1.86
2112,117.92,9.7,0.0,0.0,1.86
2113,117.92,9.49,0.0,0.0,1.79
2114,117.92,9.09,0.0,0.0,1.66
2115,117.92,8.8,0.0,0.0,1.52
2116,117.92,8.72,0.0,0.0,1.52
2117,117.92,8.62,0.0,0.0,1.45
2118,117.92,8.49,121.0,65.0,1.72
2119,93.17,11.63,325.0,117.0,1.93
2120,93.17,12.76,535.0,132.0,2.48
2121,106.73,13.85,686.0,169.0,2.97
2122,106.73,14.86,826.0,146.0,3.31
2123,106.73,15.54,882.0,149.0,3.31
2124,106.73,16.11,875.0,144.0,3.45
2125,106.73,16.48,817.0,118.0,3.38
2126,106.73,16.57,675.0,118.0,3.17
2127,106.73,16.37,490.0,106.0,3.52
2128,106.73,15.72,173.0,138.0,3.59
2129,106.73,15.02,36.0,33.0,2.48
2130,106.73,14.3,0.0,0.0,1.45
2131,110.67,13.27,0.0,0.0,1.1
2132,110.67,12.93,0.0,0.0,1.45
2133,110.67,13.03,0.0,0.0,1.93
2134,117.92,12.95,0.0,0.0,2.0
2135,117.92,12.52,0.0,0.0,1.86
2136,117.92,12.07,0.0,0.0,1.79
2137,117.92,12.11,0.0,0.0,2.0
2138,117.92,11.83,0.0,0.0,2.0
2139,117.92,11.57,0.0,0.0,2.14
2140,117.92,11.32,0.0,0.0,2.34
2141,117.92,11.24,0.0,0.0,2.48
2142,117.92,11.13,71.0,65.0,2.34
2143,93.17,11.81,232.0,174.0,2.0
2144,93.17,13.17,439.0,239.0,2.34
2145,93.17,14.47,657.0,214.0,3.59
2146,93.17,15.56,756.0,248.0,4.28
2147,93.17,16.51,872.0,161.0,4.41
2148,93.17,16.82,690.0,368.0,4.41
2149,93.17,16.95,725.0,241.0,4.21
2150,93.17,17.45,549.0,267.0,4.14
2151,93.17,17.58,473.0,123.0,3.1
2152,93.17,17.58,242.0,116.0,2.0
2153,93.17,14.99,64.0,39.0,1.42
2154,93.17,14.51,0.0,0.0,1.74
2155,108.17,14.03,0.0,0.0,2.07
2156,108.17,13.54,0.0,0.0,2.4
2157,108.17,13.06,0.0,0.0,2.73
2158,117.92,12.58,0.0,0.0,3.06
2159,117.92,12.1,0.0,0.0,3.39
2160,117.92,11.61,0.0,0.0,3.72
2161,117.92,11.13,0.0,0.0,4.05
2162,117.92,10.65,0.0,0.0,4.38
2163,117.92,10.17,0.0,0.0,4.71
2164,117.92,9.68,0.0,0.0,5.04
2165,117.92,9.2,0.0,0.0,5.36
2166,117.92,8.72,100.0,77.0,5.69
2167,93.17,8.24,83.0,83.0,6.02
2168,93.17,7.75,368.0,274.0,6.35
2169,93.17,11.73,132.0,132.0,5.59
2170,93.17,11.74,130.0,130.0,5.1
2171,93.17,11.75,116.0,116.0,4.69
2172,93.17,10.99,119.0,119.0,4.41
2173,93.17,10.42,191.0,191.0,3.86
2174,93.17,11.1,677.0,135.0,4.07
2175,93.17,11.92,322.0,242.0,4.9
2176,93.17,12.09,272.0,97.0,4.9
2177,93.17,11.59,74.0,38.0,4.34
2178,93.17,10.74,0.0,0.0,3.38
2179,108.17,9.94,0.0,0.0,2.69
2180,108.17,9.38,0.0,0.0,2.14
