hour,Load (kW),Air Temp,SolRad_Hor,SolRad_Dif,WS_10m
1,117.92,4.9,0.0,0.0,3.94
2,117.92,5.44,0.0,0.0,3.59
3,117.92,5.98,0.0,0.0,3.24
4,117.92,6.52,0.0,0.0,2.88
5,117.92,7.06,0.0,0.0,2.53
6,117.92,7.61,0.0,0.0,2.18
7,93.17,8.15,24.0,24.0,1.82
8,93.17,8.69,195.0,67.0,1.47
9,109.548174819698,9.62,339.0,85.0,1.52
10,109.365586636285,12.16,328.0,209.0,1.17
11,110.832579138528,14.16,412.0,195.0,0.97
12,110.149554343583,15.17,473.0,100.0,1.03
13,109.71438584842,15.61,389.0,117.0,0.9
14,109.401626475885,15.7,125.0,120.0,0.69
15,109.645565868995,15.45,132.0,53.0,0.76
16,109.931890882961,14.54,0.0,0.0,0.97
17,110.432197784164,14.01,0.0,0.0,0.76
18,111.113885304496,13.81,0.0,0.0,0.69
19,110.67,12.86,0.0,0.0,0.97
20,110.67,11.14,0.0,0.0,1.31
21,110.67,9.5,0.0,0.0,1.66
22,117.92,8.59,0.0,0.0,1.86
23,117.92,8.32,0.0,0.0,2.07
24,117.92,8.36,0.0,0.0,2.21
25,117.92,8.94,0.0,0.0,2.48
26,117.92,8.98,0.0,0.0,2.76
27,117.92,9.26,0.0,0.0,3.1
28,117.92,9.5,0.0,0.0,3.38
29,117.92,9.57,0.0,0.0,3.45
30,117.92,9.62,0.0,0.0,3.45
31,93.17,9.65,24.0,24.0,3.38
32,93.17,10.83,199.0,64.0,2.83
33,109.813338093001,13.03,340.0,86.0,2.76
34,111.268028368506,14.67,447.0,90.0,3.24
35,113.162968759478,15.48,495.0,94.0,3.52
36,112.651444961883,16.02,481.0,96.0,3.59
37,112.120718912259,16.32,409.0,91.0,3.72
38,112.313691589293,16.3,274.0,96.0,3.52
39,112.048060267443,15.92,127.0,61.0,2.9
40,112.148021510554,14.87,0.0,0.0,2.28
41,112.173525852768,13.55,0.0,0.0,2.07
42,112.53896968931,12.41,0.0,0.0,2.0
43,110.67,11.34,0.0,0.0,1.93
44,110.67,10.41,0.0,0.0,1.59
45,110.67,9.56,0.0,0.0,1.66
46,117.92,8.98,0.0,0.0,1.66
47,117.92,8.62,0.0,0.0,1.66
48,117.92,8.73,0.0,0.0,1.45
49,117.92,9.4,0.0,0.0,1.1
50,117.92,9.84,0.0,0.0,0.9
51,117.92,8.88,0.0,0.0,0.97
52,117.92,8.84,0.0,0.0,0.97
53,117.92,8.22,0.0,0.0,0.97
54,117.92,7.9,0.0,0.0,0.9
55,93.17,7.91,24.0,24.0,1.03
56,93.17,8.46,198.0,65.0,1.17
57,109.83979555426,11.32,341.0,87.0,1.52
58,110.909996382034,12.98,452.0,89.0,1.93
59,113.303656093382,14.36,487.0,110.0,2.41
60,113.249885663664,15.33,479.0,104.0,2.76
61,113.032524206127,15.77,410.0,96.0,2.97
62,112.942931282513,15.86,295.0,77.0,2.97
63,112.969590769251,15.57,139.0,52.0,2.48
64,112.687069230456,14.66,0.0,0.0,1.93
65,112.95866645256,13.43,0.0,0.0,1.72
66,113.369822019115,12.12,0.0,0.0,1.72
67,110.67,11.29,0.0,0.0,1.59
68,110.67,11.15,0.0,0.0,1.59
69,110.67,10.43,0.0,0.0,1.79
70,117.92,9.97,0.0,0.0,1.86
71,117.92,9.34,0.0,0.0,1.93
72,117.92,8.97,0.0,0.0,2.48
73,117.92,8.75,0.0,0.0,2.76
74,117.92,8.75,0.0,0.0,2.69
75,117.92,8.17,0.0,0.0,2.28
76,117.92,7.03,0.0,0.0,2.28
77,117.92,6.75,0.0,0.0,2.07
78,117.92,6.98,0.0,0.0,2.07
79,93.17,7.3,25.0,25.0,2.07
80,93.17,8.51,195.0,68.0,2.07
81,111.264990821532,10.16,340.0,88.0,1.52
82,113.302612558363,12.26,453.0,88.0,0.97
83,116.337654407057,14.09,494.0,99.0,0.9
84,117.05745934486,15.09,481.0,101.0,1.17
85,116.807269745242,15.54,423.0,82.0,1.45
86,116.022397003878,15.56,284.0,92.0,1.59
87,115.934000667119,15.16,149.0,47.0,1.66
88,116.478363546336,14.25,0.0,0.0,1.66
89,116.623534226219,13.03,0.0,0.0,1.79
90,116.761822464021,11.98,0.0,0.0,1.86
91,110.67,10.89,0.0,0.0,1.79
92,110.67,10.41,0.0,0.0,2.14
93,110.67,9.82,0.0,0.0,1.79
94,117.92,10.06,0.0,0.0,1.59
95,117.92,10.68,0.0,0.0,1.38
96,117.92,11.28,0.0,0.0,1.17
97,117.92,10.33,0.0,0.0,1.38
98,117.92,9.36,0.0,0.0,1.66
99,117.92,8.33,0.0,0.0,1.93
100,117.92,7.96,0.0,0.0,2.07
101,117.92,7.93,0.0,0.0,2.0
102,117.92,7.88,0.0,0.0,1.79
103,93.17,8.04,25.0,25.0,1.72
104,93.17,8.65,197.0,66.0,1.72
105,112.388955247689,12.3,341.0,85.0,1.86
106,114.810559270351,13.83,453.0,88.0,2.07
107,118.356266655247,14.86,491.0,102.0,2.41
108,118.871492563787,15.6,489.0,93.0,2.69
109,118.289819474358,16.02,416.0,93.0,2.76
110,118.000677553423,16.05,299.0,77.0,2.83
111,117.737221703851,15.66,142.0,53.0,2.69
112,117.570297589769,14.65,0.0,0.0,2.48
113,117.799441771112,13.63,0.0,0.0,2.48
114,117.588391889473,13.07,0.0,0.0,2.48
115,110.67,12.7,0.0,0.0,2.41
116,110.67,12.42,0.0,0.0,2.69
117,110.67,12.15,0.0,0.0,2.62
118,117.92,11.48,0.0,0.0,2.55
119,117.92,11.06,0.0,0.0,2.41
120,117.92,10.45,0.0,0.0,2.34
121,117.92,9.76,0.0,0.0,2.21
122,117.92,9.11,0.0,0.0,2.07
123,117.92,8.86,0.0,0.0,1.93
124,117.92,8.92,0.0,0.0,1.79
125,117.92,8.72,0.0,0.0,1.66
126,117.92,8.24,0.0,0.0,1.66
127,93.17,7.76,24.0,24.0,1.59
128,93.17,8.69,202.0,63.0,1.17
129,93.17,11.19,342.0,88.0,1.79
130,93.17,12.71,429.0,123.0,2.41
131,93.17,13.95,485.0,120.0,3.17
132,93.17,15.04,410.0,198.0,3.66
133,93.17,15.6,357.0,170.0,4.07
134,93.17,15.73,274.0,112.0,4.34
135,93.17,15.46,113.0,76.0,4.34
136,93.17,14.74,0.0,0.0,4.21
137,93.17,14.04,0.0,0.0,3.93
138,93.17,13.7,0.0,0.0,3.72
139,108.17,13.46,0.0,0.0,3.66
140,108.17,13.44,0.0,0.0,3.31
141,108.17,13.27,0.0,0.0,3.1
142,117.92,13.13,0.0,0.0,3.03
143,117.92,13.04,0.0,0.0,3.03
144,117.92,12.83,0.0,0.0,2.97
145,117.92,12.47,0.0,0.0,2.76
146,117.92,12.13,0.0,0.0,2.48
147,117.92,11.75,0.0,0.0,2.07
148,117.92,11.22,0.0,0.0,1.59
149,117.92,10.9,0.0,0.0,1.17
150,117.92,11.55,0.0,0.0,0.69
151,93.17,11.5,23.0,23.0,0.62
152,93.17,11.42,197.0,66.0,0.21
153,93.17,12.51,333.0,99.0,0.07
154,93.17,13.44,369.0,191.0,0.48
155,93.17,14.33,261.0,231.0,0.69
156,93.17,15.13,428.0,181.0,1.03
157,93.17,15.44,355.0,173.0,1.31
158,93.17,15.48,307.0,75.0,1.52
159,93.17,15.12,89.0,76.0,2.14
160,93.17,14.56,0.0,0.0,2.0
161,93.17,13.84,0.0,0.0,1.79
162,93.17,13.17,0.0,0.0,1.66
163,108.17,12.54,0.0,0.0,1.45
164,108.17,11.65,0.0,0.0,0.97
165,108.17,11.81,0.0,0.0,0.62
166,117.92,11.82,0.0,0.0,0.55
167,117.92,11.01,0.0,0.0,0.83
168,117.92,10.1,0.0,0.0,1.24
169,117.92,9.86,0.0,0.0,1.45
170,117.92,10.05,0.0,0.0,1.59
171,117.92,10.05,0.0,0.0,1.59
172,117.92,10.02,0.0,0.0,1.52
173,117.92,10.16,0.0,0.0,1.52
174,117.92,10.15,0.0,0.0,1.45
175,93.17,10.07,15.0,15.0,1.31
176,93.17,10.4,119.0,101.0,1.24
177,112.592187320399,11.31,228.0,172.0,1.03
178,115.638266506483,12.38,207.0,194.0,0.83
179,116.974636390017,13.34,65.0,65.0,0.97
180,116.119684831541,13.97,67.0,67.0,1.72
181,114.746914218006,14.01,253.0,207.0,2.07
182,113.852480609668,13.79,232.0,146.0,2.0
183,113.997014156546,13.59,143.0,61.0,2.07
184,114.097432934846,13.1,0.0,0.0,1.79
185,114.344904003638,12.3,0.0,0.0,1.72
186,114.633977917412,11.49,0.0,0.0,1.72
187,110.67,10.41,0.0,0.0,1.72
188,110.67,10.2,0.0,0.0,2.21
189,110.67,9.73,0.0,0.0,2.0
190,117.92,9.37,0.0,0.0,2.0
191,117.92,9.31,0.0,0.0,2.14
192,117.92,9.67,0.0,0.0,2.41
193,117.92,9.91,0.0,0.0,2.62
194,117.92,9.89,0.0,0.0,2.62
195,117.92,9.85,0.0,0.0,2.62
196,117.92,10.13,0.0,0.0,2.41
197,117.92,10.08,0.0,0.0,2.41
198,117.92,9.99,0.0,0.0,2.34
199,93.17,9.97,23.0,23.0,2.07
200,93.17,10.77,72.0,71.0,2.14
201,111.495530641364,11.88,180.0,162.0,2.21
202,113.740036824784,12.56,238.0,210.0,1.93
203,116.167377149044,13.07,410.0,209.0,1.66
204,116.199917143172,13.25,155.0,155.0,1.66
205,115.000558071049,13.07,373.0,159.0,2.07
206,114.047898996523,12.99,273.0,120.0,1.93
207,113.553850710002,12.81,142.0,65.0,1.52
208,113.464620915953,12.41,0.0,0.0,1.24
209,113.214069033976,11.61,0.0,0.0,1.03
210,113.56182501493,10.99,0.0,0.0,0.76
211,110.67,10.47,0.0,0.0,0.9
212,110.67,8.35,0.0,0.0,1.59
213,110.67,8.02,0.0,0.0,1.66
214,117.92,8.49,0.0,0.0,1.45
215,117.92,8.22,0.0,0.0,1.45
216,117.92,8.18,0.0,0.0,1.52
217,117.92,7.44,0.0,0.0,1.52
218,117.92,7.28,0.0,0.0,1.45
219,117.92,7.14,0.0,0.0,1.52
220,117.92,7.11,0.0,0.0,1.45
221,117.92,7.28,0.0,0.0,1.24
222,117.92,7.39,0.0,0.0,0.97
223,93.17,7.19,6.0,6.0,0.83
224,93.17,8.51,99.0,92.0,0.28
225,111.019381110864,10.22,203.0,171.0,0.55
226,112.651232975607,11.39,197.0,188.0,1.52
227,115.081660349563,12.32,108.0,108.0,2.34
228,114.820315699922,13.13,354.0,237.0,3.38
229,113.897528890734,13.16,198.0,186.0,3.52
230,112.997358595071,12.98,199.0,155.0,2.48
231,113.040554631852,12.44,85.0,77.0,2.07
232,113.225798761069,11.68,0.0,0.0,2.34
233,113.199056442165,10.44,0.0,0.0,2.9
234,113.386803788211,10.21,0.0,0.0,3.38
235,110.67,10.19,0.0,0.0,3.59
236,110.67,10.69,0.0,0.0,3.38
237,110.67,10.73,0.0,0.0,3.31
238,117.92,10.56,0.0,0.0,3.24
239,117.92,10.39,0.0,0.0,2.9
240,117.92,10.08,0.0,0.0,2.41
241,117.92,9.91,0.0,0.0,2.0
242,117.92,9.76,0.0,0.0,2.14
243,117.92,9.69,0.0,0.0,2.14
244,117.92,9.5,0.0,0.0,1.31
245,117.92,9.02,0.0,0.0,1.03
246,117.92,8.41,0.0,0.0,1.59
247,93.17,8.04,24.0,24.0,1.86
248,93.17,9.07,180.0,89.0,2.14
249,110.974834281833,11.02,364.0,71.0,2.41
250,112.285295742492,12.18,179.0,175.0,2.62
251,113.652154017262,12.43,290.0,244.0,1.93
252,112.249605170183,12.48,244.0,224.0,1.1
253,111.012077792035,12.43,92.0,92.0,0.83
254,110.430921019653,11.74,104.0,104.0,0.34
255,109.916863312487,11.38,90.0,79.0,0.9
256,110.533050933269,10.83,1.0,1.0,1.03
257,111.101240109388,10.25,0.0,0.0,1.59
258,111.72553624316,9.72,0.0,0.0,2.21
259,110.67,9.58,0.0,0.0,2.9
260,110.67,9.7,0.0,0.0,3.17
261,110.67,9.31,0.0,0.0,3.79
262,117.92,8.82,0.0,0.0,4.55
263,117.92,8.4,0.0,0.0,4.69
264,117.92,8.25,0.0,0.0,5.03
265,117.92,8.25,0.0,0.0,6.07
266,117.92,8.06,0.0,0.0,7.1
267,117.92,7.57,0.0,0.0,8.0
268,117.92,6.88,0.0,0.0,8.14
269,117.92,6.24,0.0,0.0,8.14
270,117.92,5.6,0.0,0.0,8.41
271,93.17,5.27,25.0,25.0,8.62
272,93.17,5.63,51.0,51.0,9.52
273,109.319747829893,5.51,255.0,173.0,9.72
274,110.181110446098,5.73,271.0,224.0,9.31
275,111.642194908617,5.95,104.0,104.0,9.1
276,111.784768479726,6.23,222.0,211.0,8.97
277,111.421800013673,6.32,302.0,214.0,8.69
278,111.237789100083,6.03,175.0,153.0,8.55
279,111.176752013733,5.79,63.0,62.0,8.41
280,111.026888086063,5.41,1.0,1.0,8.0
281,110.756517110959,5.2,0.0,0.0,8.0
282,110.910131302469,5.16,0.0,0.0,7.93
283,110.67,5.1,0.0,0.0,7.79
284,110.67,5.17,0.0,0.0,7.72
285,110.67,5.09,0.0,0.0,7.66
286,117.92,4.95,0.0,0.0,7.93
287,117.92,4.83,0.0,0.0,7.93
288,117.92,4.68,0.0,0.0,8.07
289,117.92,4.47,0.0,0.0,7.66
290,117.92,4.25,0.0,0.0,7.59
291,117.92,4.07,0.0,0.0,7.66
292,117.92,3.83,0.0,0.0,8.34
293,117.92,3.64,0.0,0.0,8.41
294,117.92,3.53,0.0,0.0,8.48
295,93.17,3.57,27.0,27.0,8.34
296,93.17,3.71,209.0,71.0,9.1
297,93.17,4.07,374.0,79.0,9.38
298,93.17,4.28,396.0,196.0,9.24
299,93.17,4.46,481.0,172.0,9.24
300,93.17,4.39,264.0,238.0,9.38
301,93.17,4.38,217.0,201.0,9.45
302,93.17,4.3,172.0,155.0,9.31
303,93.17,4.22,75.0,72.0,9.03
304,93.17,4.17,2.0,2.0,8.97
305,93.17,4.09,0.0,0.0,8.07
306,93.17,4.22,0.0,0.0,8.0
307,108.17,4.31,0.0,0.0,7.79
308,108.17,3.99,0.0,0.0,7.59
309,108.17,4.16,0.0,0.0,7.59
310,117.92,4.31,0.0,0.0,7.38
311,117.92,4.27,0.0,0.0,7.31
312,117.92,4.21,0.0,0.0,6.97
313,117.92,4.2,0.0,0.0,6.9
314,117.92,4.37,0.0,0.0,6.76
315,117.92,4.39,0.0,0.0,6.34
316,117.92,4.41,0.0,0.0,6.14
317,117.92,4.33,0.0,0.0,6.14
318,117.92,4.22,0.0,0.0,5.86
319,93.17,4.18,22.0,22.0,5.31
320,93.17,4.65,215.0,64.0,5.24
321,93.17,5.38,368.0,85.0,5.31
322,93.17,6.23,484.0,88.0,5.17
323,93.17,6.99,531.0,102.0,4.97
324,93.17,7.86,537.0,85.0,4.83
325,93.17,8.47,466.0,84.0,4.62
326,93.17,8.77,344.0,75.0,4.41
327,93.17,8.68,178.0,57.0,4.07
328,93.17,8.1,4.0,4.0,3.31
329,93.17,7.13,0.0,0.0,3.17
330,93.17,6.45,0.0,0.0,3.03
331,108.17,5.95,0.0,0.0,2.76
332,108.17,5.39,0.0,0.0,1.93
333,108.17,4.41,0.0,0.0,1.72
334,117.92,3.94,0.0,0.0,1.66
335,117.92,4.02,0.0,0.0,1.52
336,117.92,4.39,0.0,0.0,1.38
337,117.92,4.3,0.0,0.0,1.38
338,117.92,3.77,0.0,0.0,1.59
339,117.92,3.5,0.0,0.0,1.72
340,117.92,3.43,0.0,0.0,1.79
341,117.92,3.27,0.0,0.0,1.86
342,117.92,2.92,0.0,0.0,2.0
343,93.17,2.76,22.0,22.0,2.14
344,93.17,4.65,215.0,63.0,2.14
345,110.409669734539,8.57,364.0,87.0,2.21
346,112.732683695954,11.06,479.0,90.0,2.69
347,114.851622195732,12.14,534.0,94.0,5.1
348,114.29734940271,12.69,502.0,130.0,5.79
349,113.323588005007,12.62,311.0,221.0,5.79
350,111.797309714351,12.08,183.0,160.0,6.0
351,110.80077326455,11.37,133.0,91.0,5.79
352,111.31435275974,10.47,2.0,2.0,5.45
353,111.006380784071,9.54,0.0,0.0,4.9
354,112.351855321616,8.97,0.0,0.0,4.28
355,110.67,8.58,0.0,0.0,3.66
356,110.67,8.55,0.0,0.0,3.45
357,110.67,8.22,0.0,0.0,3.31
358,117.92,8.08,0.0,0.0,3.31
359,117.92,7.9,0.0,0.0,3.24
360,117.92,7.72,0.0,0.0,3.03
361,117.92,7.62,0.0,0.0,2.97
362,117.92,7.28,0.0,0.0,2.83
363,117.92,7.22,0.0,0.0,2.62
364,117.92,7.11,0.0,0.0,2.48
365,117.92,6.98,0.0,0.0,2.48
366,117.92,7.08,0.0,0.0,2.69
367,93.17,7.09,23.0,23.0,2.69
368,93.17,7.78,119.0,104.0,2.69
369,110.096837404538,8.64,195.0,173.0,3.38
370,111.236293486524,9.17,250.0,222.0,4.14
371,113.881881882367,9.26,415.0,236.0,4.0
372,113.627770670912,9.58,483.0,162.0,3.79
373,113.355920143915,9.63,178.0,174.0,3.59
374,113.110117319688,9.76,173.0,157.0,3.45
375,112.518640740583,9.55,102.0,89.0,3.17
376,111.683570107695,9.17,4.0,4.0,2.69
377,111.530905037273,8.34,0.0,0.0,2.55
378,111.598075743477,7.75,0.0,0.0,2.34
379,110.67,7.02,0.0,0.0,2.14
380,110.67,5.66,0.0,0.0,1.59
381,110.67,5.21,0.0,0.0,1.38
382,117.92,5.71,0.0,0.0,1.1
383,117.92,5.97,0.0,0.0,0.97
384,117.92,6.02,0.0,0.0,0.97
385,117.92,6.3,0.0,0.0,0.76
386,117.92,6.43,0.0,0.0,0.55
387,117.92,5.71,0.0,0.0,0.55
388,117.92,5.69,0.0,0.0,0.62
389,117.92,5.44,0.0,0.0,1.1
390,117.92,4.32,0.0,0.0,1.66
391,93.17,4.74,24.0,24.0,2.21
392,93.17,5.79,217.0,63.0,1.86
393,110.213992908132,8.81,329.0,134.0,2.34
394,111.135023398824,10.41,335.0,229.0,3.1
395,113.384012166522,11.33,374.0,254.0,3.45
396,113.146288068389,11.96,501.0,136.0,3.45
397,113.307396193689,12.59,446.0,113.0,3.24
398,112.632243138539,12.79,331.0,95.0,2.9
399,112.365441008884,12.82,184.0,58.0,2.34
400,112.701173015821,12.41,9.0,9.0,1.59
401,112.722647130285,11.47,0.0,0.0,1.17
402,113.164117044825,11.02,0.0,0.0,0.9
403,110.67,10.76,0.0,0.0,1.03
404,110.67,10.04,0.0,0.0,1.24
405,110.67,8.33,0.0,0.0,1.86
406,117.92,7.81,0.0,0.0,2.34
407,117.92,7.83,0.0,0.0,2.62
408,117.92,8.01,0.0,0.0,2.76
409,117.92,8.21,0.0,0.0,2.9
410,117.92,7.62,0.0,0.0,2.76
411,117.92,7.09,0.0,0.0,2.55
412,117.92,6.64,0.0,0.0,2.69
413,117.92,6.31,0.0,0.0,2.76
414,117.92,6.06,0.0,0.0,2.9
415,93.17,6.0,23.0,23.0,2.97
416,93.17,9.04,203.0,86.0,3.1
417,111.646772487775,10.86,365.0,99.0,4.97
418,113.221748786737,10.73,473.0,115.0,7.72
419,116.454668834224,10.58,527.0,122.0,7.93
420,116.680627634374,10.41,389.0,251.0,7.66
421,116.904464295449,10.04,437.0,142.0,6.97
422,116.419783323249,9.47,339.0,98.0,6.28
423,115.733932364848,8.79,164.0,86.0,5.52
424,115.881950966705,8.25,11.0,11.0,4.55
425,116.2365331131,7.49,0.0,0.0,3.93
426,116.785612746812,6.92,0.0,0.0,3.59
427,110.67,6.5,0.0,0.0,3.24
428,110.67,6.67,0.0,0.0,3.24
429,110.67,6.34,0.0,0.0,3.31
430,117.92,6.19,0.0,0.0,3.52
431,117.92,6.15,0.0,0.0,3.86
432,117.92,6.24,0.0,0.0,4.69
433,117.92,6.16,0.0,0.0,5.59
434,117.92,5.95,0.0,0.0,6.0
435,117.92,5.69,0.0,0.0,5.93
436,117.92,5.25,0.0,0.0,5.52
437,117.92,5.03,0.0,0.0,4.97
438,117.92,4.75,0.0,0.0,4.07
439,93.17,4.63,29.0,29.0,3.52
440,93.17,5.01,157.0,114.0,3.38
441,112.118365205773,6.06,315.0,161.0,3.93
442,114.217452575317,6.85,310.0,240.0,4.34
443,118.22622542692,7.47,525.0,137.0,4.21
444,118.004505281364,7.86,535.0,112.0,3.66
445,117.035295036543,8.15,439.0,150.0,2.83
446,116.630770541202,8.21,309.0,141.0,2.41
447,116.372654846106,8.06,173.0,85.0,2.14
448,115.859270976954,7.69,13.0,13.0,1.79
449,116.012807699695,6.87,0.0,0.0,1.59
450,116.760924676516,5.58,0.0,0.0,1.38
451,110.67,4.95,0.0,0.0,1.24
452,110.67,5.48,0.0,0.0,0.83
453,110.67,5.6,0.0,0.0,0.55
454,117.92,5.39,0.0,0.0,0.34
455,117.92,5.26,0.0,0.0,0.28
456,117.92,3.85,0.0,0.0,1.03
457,117.92,3.05,0.0,0.0,1.79
458,117.92,2.86,0.0,0.0,2.34
459,117.92,3.45,0.0,0.0,2.62
460,117.92,4.31,0.0,0.0,2.83
461,117.92,5.27,0.0,0.0,2.97
462,117.92,6.1,0.0,0.0,3.03
463,93.17,6.46,24.0,24.0,3.17
464,93.17,7.47,226.0,63.0,3.17
465,93.17,9.22,379.0,86.0,3.45
466,93.17,10.65,490.0,96.0,3.93
467,93.17,11.5,544.0,104.0,4.34
468,93.17,11.79,533.0,113.0,4.76
469,93.17,12.02,455.0,126.0,4.83
470,93.17,12.13,351.0,91.0,4.48
471,93.17,12.02,193.0,66.0,3.79
472,93.17,11.59,14.0,14.0,3.24
473,93.17,10.88,0.0,0.0,3.24
474,93.17,10.62,0.0,0.0,3.1
475,108.17,10.3,0.0,0.0,3.17
476,108.17,10.12,0.0,0.0,2.9
477,108.17,9.75,0.0,0.0,2.9
478,117.92,9.36,0.0,0.0,2.97
479,117.92,8.98,0.0,0.0,3.1
480,117.92,8.59,0.0,0.0,3.03
481,117.92,8.2,0.0,0.0,2.9
482,117.92,7.8,0.0,0.0,2.69
483,117.92,7.52,0.0,0.0,2.62
484,117.92,7.43,0.0,0.0,2.69
485,117.92,7.46,0.0,0.0,2.76
486,117.92,7.45,0.0,0.0,2.69
487,93.17,7.64,30.0,30.0,2.62
488,93.17,9.45,140.0,112.0,2.76
489,93.17,11.48,334.0,139.0,3.79
490,93.17,12.72,412.0,192.0,4.9
491,93.17,13.26,509.0,151.0,5.17
492,93.17,13.62,539.0,99.0,4.97
493,93.17,13.77,451.0,128.0,4.83
494,93.17,13.8,348.0,92.0,4.62
495,93.17,13.71,124.0,101.0,4.07
496,93.17,13.22,17.0,17.0,3.38
497,93.17,12.3,0.0,0.0,2.97
498,93.17,11.78,0.0,0.0,3.31
499,108.17,11.48,0.0,0.0,3.66
500,108.17,11.46,0.0,0.0,3.45
501,108.17,10.99,0.0,0.0,3.52
502,117.92,10.57,0.0,0.0,3.38
503,117.92,9.81,0.0,0.0,3.52
504,117.92,8.98,0.0,0.0,3.86
505,117.92,7.49,0.0,0.0,4.9
506,117.92,6.27,0.0,0.0,5.17
507,117.92,5.72,0.0,0.0,4.97
508,117.92,5.54,0.0,0.0,4.83
509,117.92,5.26,0.0,0.0,4.76
510,117.92,4.9,0.0,0.0,4.62
511,93.17,4.39,31.0,31.0,4.62
512,93.17,3.96,86.0,85.0,5.1
513,112.337877875358,3.94,207.0,181.0,5.38
514,114.716870604883,4.19,166.0,165.0,5.93
515,115.773464793453,4.15,121.0,121.0,6.28
516,114.939725695904,4.43,81.0,81.0,6.48
517,113.822075143177,4.73,43.0,43.0,6.34
518,112.777925837584,4.71,55.0,55.0,6.0
519,111.691039517596,4.61,100.0,93.0,5.72
520,111.379607551286,4.6,5.0,5.0,5.24
521,111.82280068246,4.4,0.0,0.0,5.17
522,112.759556527202,4.03,0.0,0.0,5.31
523,110.67,3.59,0.0,0.0,5.03
524,110.67,3.33,0.0,0.0,5.24
525,110.67,3.23,0.0,0.0,4.83
526,117.92,3.11,0.0,0.0,4.55
527,117.92,2.98,0.0,0.0,4.34
528,117.92,2.92,0.0,0.0,4.14
529,117.92,2.73,0.0,0.0,4.0
530,117.92,2.54,0.0,0.0,4.0
531,117.92,2.45,0.0,0.0,4.48
532,117.92,2.34,0.0,0.0,5.24
533,117.92,2.34,0.0,0.0,6.41
534,117.92,2.05,0.0,0.0,7.38
535,93.17,1.71,25.0,25.0,7.52
536,93.17,1.9,231.0,74.0,6.62
537,110.947389631013,2.6,374.0,118.0,7.1
538,112.203808007201,3.23,469.0,160.0,6.69
539,113.55456770689,4.09,479.0,222.0,6.41
540,113.594357086232,4.6,487.0,208.0,6.07
541,112.710467785523,4.57,441.0,176.0,5.52
542,112.298744607804,4.72,305.0,165.0,5.03
543,111.754746361026,4.63,212.0,66.0,4.55
544,111.42061688886,4.11,23.0,23.0,3.93
545,111.829937629213,3.47,0.0,0.0,3.1
546,111.972623901521,3.03,0.0,0.0,2.55
547,110.67,2.51,0.0,0.0,2.28
548,110.67,1.65,0.0,0.0,2.07
549,110.67,0.63,0.0,0.0,1.59
550,117.92,0.76,0.0,0.0,1.31
551,117.92,0.06,0.0,0.0,1.59
552,117.92,0.19,0.0,0.0,2.28
553,117.92,0.51,0.0,0.0,2.69
554,117.92,0.5,0.0,0.0,2.97
555,117.92,0.66,0.0,0.0,3.31
556,117.92,0.65,0.0,0.0,3.72
557,117.92,0.69,0.0,0.0,4.14
558,117.92,0.53,0.0,0.0,4.62
559,93.17,0.4,30.0,30.0,4.9
560,93.17,0.9,111.0,104.0,5.86
561,109.40204701498,1.48,180.0,169.0,6.83
562,110.194979203327,1.98,45.0,45.0,7.79
563,109.998601651659,2.34,75.0,75.0,7.79
564,110.435246256666,2.74,75.0,75.0,7.52
565,110.28278222843,2.89,44.0,44.0,7.59
566,108.944048346508,2.67,33.0,33.0,7.72
567,108.570950411425,2.29,31.0,31.0,7.86
568,108.70193163216,2.0,4.0,4.0,7.45
569,108.993943475921,1.72,0.0,0.0,7.45
570,109.64924552822,1.82,0.0,0.0,7.79
571,110.67,1.77,0.0,0.0,7.52
572,110.67,1.81,0.0,0.0,6.34
573,110.67,1.67,0.0,0.0,6.41
574,117.92,1.56,0.0,0.0,6.69
575,117.92,1.78,0.0,0.0,6.97
576,117.92,1.91,0.0,0.0,6.97
577,117.92,2.19,0.0,0.0,6.97
578,117.92,2.13,0.0,0.0,6.97
579,117.92,2.11,0.0,0.0,7.03
580,117.92,2.12,0.0,0.0,6.97
581,117.92,2.19,0.0,0.0,7.17
582,117.92,2.15,0.0,0.0,7.59
583,93.17,2.15,30.0,30.0,8.0
584,93.17,2.49,126.0,113.0,7.45
585,109.282233867955,3.2,184.0,173.0,8.21
586,109.813017680713,3.94,167.0,166.0,8.28
587,110.395767962611,4.76,285.0,258.0,8.0
588,110.012879488261,4.72,63.0,63.0,8.07
589,110.27212036475,4.97,44.0,44.0,7.86
590,110.10404403849,4.69,68.0,68.0,7.72
591,109.821967856816,4.28,123.0,107.0,7.38
592,109.942554219044,3.63,19.0,19.0,6.97
593,110.117593515236,2.81,0.0,0.0,6.21
594,110.640218492777,2.47,0.0,0.0,5.72
595,110.67,2.27,0.0,0.0,5.45
596,110.67,1.68,0.0,0.0,4.97
597,110.67,1.62,0.0,0.0,4.69
598,117.92,1.57,0.0,0.0,4.62
599,117.92,1.59,0.0,0.0,4.62
600,117.92,1.53,0.0,0.0,4.55
601,117.92,1.46,0.0,0.0,4.55
602,117.92,1.42,0.0,0.0,4.48
603,117.92,1.46,0.0,0.0,4.34
604,117.92,1.35,0.0,0.0,4.34
605,117.92,1.25,0.0,0.0,4.28
606,117.92,1.31,0.0,0.0,4.14
607,93.17,1.29,28.0,28.0,4.0
608,93.17,1.98,172.0,122.0,4.0
