hour,Load (kW),Air Temp,SolRad_Hor,SolRad_Dif,WS_10m,RH
7181,117.92,21.27,0,0,5.17,62.4
7182,117.92,21.21,24,22,5.17,62.05
7183,93.17,21.19,170,111,5.38,61.85
7184,93.17,21.22,336,172,5.72,61.95
7185,93.17,21.24,475,208,6.07,62.45
7186,93.17,21.25,571,220,6.28,62.45
7187,93.17,21.42,626,196,6.69,59.75
7188,93.17,21.43,613,166,6.69,59.6
7189,93.17,21.42,532,139,6.55,60.25
7190,93.17,21.43,365,150,6.55,60.95
7191,93.17,21.44,191,105,6.21,61.8
7192,93.17,21.33,26,26,5.38,63.25
7193,93.17,21.28,0,0,5.03,63.85
7194,93.17,21.27,0,0,4.97,64.15
7195,108.17,21.24,0,0,4.69,64.15
7196,108.17,21.22,0,0,4.14,63.85
7197,108.17,21.25,0,0,3.72,63.9
7198,117.92,21.29,0,0,3.66,64.9
7199,117.92,21.21,0,0,5.38,64.95
7200,117.92,21.23,0,0,6.14,65.55
7201,117.92,21.33,0,0,7.86,66.9
7202,117.92,21.42,0,0,8.55,69.65
7203,117.92,21.23,0,0,8.41,72.75
7204,117.92,21.65,0,0,8.34,71.4
7205,117.92,20.67,0,0,8.48,76.3
7206,117.92,19.67,8,8,10.21,83.8
7207,93.17,19.9,73,72,11.45,82.95
7208,93.17,19.6,34,34,12.14,86
7209,93.17,19.31,236,225,12.9,84.3
7210,93.17,19.91,556,226,11.31,79.35
7211,93.17,20.84,624,185,9.38,69.15
7212,93.17,21.1,411,309,9.72,68.25
7213,93.17,20.37,501,171,12.28,73.8
7214,93.17,20.18,209,187,12.69,77.45
7215,93.17,20,179,107,11.66,78.55
7216,93.17,19.5,3,3,12,80.35
7217,93.17,20.08,0,0,12.69,78.95
7218,93.17,19.77,0,0,13.17,79.65
7219,108.17,19.61,0,0,13.38,80.4
7220,108.17,20.02,0,0,14.07,78.15
7221,108.17,20.33,0,0,14.41,75.15
7222,117.92,20.58,0,0,14.34,72.35
7223,117.92,19.15,0,0,13.59,85.25
7224,117.92,19.36,0,0,13.17,85.7
7225,117.92,19.09,0,0,11.79,87.75
7226,117.92,19.37,0,0,10.55,85.3
7227,117.92,19.92,0,0,10.14,79.25
7228,117.92,20.11,0,0,9.38,72.7
7229,117.92,20.38,0,0,8.07,67.75
7230,117.92,20.59,21,21,6.69,64.65
7231,93.17,20.71,170,104,5.52,62.95
7232,93.17,20.78,383,103,4.83,62.05
7233,108.093812161024,20.85,527,116,4.41,61.45
7234,108.064198252293,20.92,614,133,4,60.75
7235,110.056789450205,20.83,646,135,3.59,59.2
7236,109.124450378671,20.91,533,242,3.03,58.4
7237,109.31646193609,21,533,112,2.97,58.05
7238,109.454287049549,21.14,386,103,3.03,58.1
7239,109.462819716596,21.26,207,81,3.31,58.25
7240,109.141726687983,21.38,22,22,3.79,58.75
7241,109.429085209575,21.49,0,0,4.14,59.3
7242,109.885245580599,21.61,0,0,4.21,59.7
7243,110.67,21.68,0,0,3.79,59.8
7244,110.67,21.71,0,0,2.97,60.1
7245,110.67,21.73,0,0,2.41,60.95
7246,117.92,21.71,0,0,2.76,62.4
7247,117.92,21.77,0,0,4.34,62.8
7248,117.92,21.68,0,0,3.93,63.95
7249,117.92,21.63,0,0,3.66,65.25
7250,117.92,21.54,0,0,4.28,67.05
7251,117.92,21.4,0,0,5.38,68.9
7252,117.92,21.32,0,0,6.07,69.65
7253,117.92,21.27,0,0,6.07,69.7
7254,117.92,21.22,19,19,6.41,69.7
7255,93.17,21.22,198,82,6.34,69.75
7256,93.17,21.23,379,108,6.62,69.75
7257,109.163380021763,21.25,520,129,6.76,69.9
7258,109.92415030137,21.26,612,137,6.9,70
7259,111.323859730594,21.11,637,151,7.59,69.2
7260,110.688578148791,21.16,577,192,7.38,68.6
7261,109.668170153525,21.26,528,120,7.45,67.5
7262,108.910232655301,21.35,378,114,7.31,66.55
7263,108.091674866691,21.46,202,83,6.9,65.65
7264,107.926127777217,21.55,21,21,6.14,65.15
7265,108.891695929208,21.55,0,0,5.24,65.5
7266,109.664449208002,21.5,0,0,4.55,66.15
7267,110.67,21.45,0,0,4.21,66.75
7268,110.67,21.38,0,0,3.66,67.1
7269,110.67,21.35,0,0,3.24,66.75
7270,117.92,21.31,0,0,3.72,66.5
7271,117.92,21.47,0,0,5.24,67.45
7272,117.92,21.07,0,0,6.83,70.05
7273,117.92,20.75,0,0,8,71.05
7274,117.92,20.84,0,0,8.34,66.45
7275,117.92,21.1,0,0,8.21,59.5
7276,117.92,21.15,0,0,8.55,56.1
7277,117.92,20.92,0,0,9.31,55.95
7278,117.92,20.59,18,18,9.86,56.95
7279,93.17,20.37,188,87,10,57.55
7280,93.17,20.28,259,191,9.79,57.4
7281,108.854630688445,20.19,489,167,9.38,57.4
7282,109.360724395889,20.14,600,153,9.17,57.85
7283,110.607723903384,20.18,638,145,8.41,56.45
7284,110.141257544792,20.14,594,163,7.79,56.7
7285,109.88180373408,20.11,522,123,7.17,56.85
7286,109.475200234498,20.1,380,108,6.55,56.7
7287,109.28399566527,20.11,198,83,6.21,56.75
7288,109.38111694801,20.1,19,19,5.72,56.75
7289,109.576256208687,19.64,0,0,2.8,52.64
7290,109.780123658498,19.89,0,0,2.96,53.73
7291,110.67,20.15,0,0,3.12,54.82
7292,110.67,20.41,0,0,3.29,55.91
7293,110.67,20.67,0,0,3.45,57
7294,117.92,20.92,0,0,3.61,58.1
7295,117.92,21.18,0,0,3.78,59.19
7296,117.92,21.44,0,0,3.94,60.28
7297,117.92,21.69,0,0,4.1,61.37
7298,117.92,21.95,0,0,4.27,62.46
7299,117.92,22.21,0,0,4.43,63.55
7300,117.92,22.47,0,0,4.59,64.65
7301,117.92,22.72,0,0,4.76,65.74
7302,117.92,22.98,16,16,4.92,66.83
7303,93.17,23.24,152,102,5.08,67.92
7304,93.17,23.49,141,139,5.25,69.01
7305,107.998937973893,23.64,416,228,5.66,71.65
7306,108.316339454263,23.87,120,120,6.34,73.15
7307,107.729094641349,23.75,67,67,4.55,75.1
7308,106.990345449627,24.02,122,122,4.83,75.9
7309,107.189922662965,24.33,272,243,5.17,75.5
7310,106.73,24.5,218,186,5.03,73.5
7311,106.73,24.54,110,98,6.55,73.15
7312,106.73,24.45,14,14,8.83,72.9
7313,106.840527262213,24.36,0,0,9.86,73.3
7314,107.417164905799,24.42,0,0,10.41,73.25
7315,110.67,24.47,0,0,9.93,73.05
7316,110.67,24.47,0,0,10,73.9
7317,110.67,24.5,0,0,10.07,74.95
7318,117.92,24.61,0,0,9.24,74.55
7319,117.92,24.01,0,0,7.66,82.55
7320,117.92,23.81,0,0,6.83,86.4
7321,117.92,23.65,0,0,6.07,89.4
7322,117.92,23.53,0,0,5.52,90.2
7323,117.92,23.37,0,0,4.9,90.3
7324,117.92,23.22,0,0,4.28,86.65
7325,117.92,23.15,0,0,4.14,80.3
7326,117.92,23.06,15,15,4.48,76.7
7327,93.17,23.02,187,78,5.24,75
7328,93.17,23.03,294,174,6.28,73.8
7329,107.787596669839,23.02,456,187,6.83,73.15
7330,107.719429221591,23.04,594,136,6.83,72.6
7331,108.150355235352,23.06,547,243,7.72,71.65
7332,107.586364788809,22.9,605,119,8.21,71.4
7333,107.507884456026,22.82,497,139,8.21,70.3
7334,107.267910365998,22.76,362,113,8.41,69
7335,107.23146749138,22.73,124,103,9.03,67.85
7336,107.617732417934,22.67,16,16,9.45,67.2
7337,107.699371344151,22.63,0,0,9.52,67
7338,108.412616630383,22.71,0,0,9.31,66.4
7339,110.67,22.77,0,0,9.1,65.7
7340,110.67,22.74,0,0,8.9,64.4
7341,110.67,22.69,0,0,8.55,62.45
7342,117.92,22.65,0,0,8.34,61.45
7343,117.92,22.56,0,0,7.31,61.4
7344,117.92,22.47,0,0,7.24,62.4
7345,117.92,22.35,0,0,7.38,63.6
7346,117.92,22.21,0,0,7.66,64.6
7347,117.92,22.1,0,0,7.45,64.9
7348,117.92,22.04,0,0,6.97,64.9
7349,117.92,21.97,0,0,6.62,65
7350,117.92,21.9,14,14,5.93,65
7351,93.17,21.9,198,58,4.97,64.3
7352,93.17,21.94,372,84,4.21,63.2
7353,93.17,21.96,512,102,3.59,62.5
7354,93.17,22.02,579,151,2.9,62
7355,93.17,22.04,641,101,2.34,60.8
7356,93.17,22.06,603,112,2.07,61.4
7357,93.17,22.08,526,82,2.28,62.6
7358,93.17,22.12,366,100,2.55,64.15
7359,93.17,22.08,202,59,2.76,66
7360,93.17,22.07,15,15,2.62,67.65
7361,93.17,22.07,0,0,2.14,69.3
7362,93.17,22.09,0,0,1.79,70.7
7363,108.17,22.1,0,0,1.59,71.9
7364,108.17,22.14,0,0,1.17,71.9
7365,108.17,22.12,0,0,0.9,72.35
7366,117.92,22.07,0,0,0.83,73.2
7367,117.92,21.32,0,0,1.59,72.8
7368,117.92,21.29,0,0,1.93,72.9
7369,117.92,21.27,0,0,2.34,73.15
7370,117.92,21.27,0,0,2.76,73.45
7371,117.92,21.26,0,0,2.34,73.2
7372,117.92,21.23,0,0,1.93,72.5
7373,117.92,21.13,0,0,1.59,72.45
7374,117.92,21.07,13,13,1.1,72.2
7375,93.17,21.05,182,72,0.69,71.75
7376,93.17,21.11,285,171,0.34,70.95
7377,93.17,21.16,368,243,0.28,70.3
7378,93.17,21.3,350,290,1.17,69.3
7379,93.17,21.62,309,283,1.66,65.9
7380,93.17,21.75,386,294,2.48,64.85
7381,93.17,21.86,402,228,3.03,62.65
7382,93.17,21.9,278,177,3.52,61.9
7383,93.17,21.88,136,101,3.79,61.4
7384,93.17,21.86,14,14,4.21,61
7385,93.17,21.84,0,0,4.55,61
7386,93.17,21.85,0,0,4.9,60.6
7387,108.17,21.82,0,0,5.38,60.85
7388,108.17,21.8,0,0,5.66,61.35
7389,108.17,21.8,0,0,5.66,61.65
7390,117.92,21.8,0,0,5.59,61.65
7391,117.92,21.55,0,0,5.59,62.25
7392,117.92,21.54,0,0,6,62.85
7393,117.92,21.51,0,0,7.1,64
7394,117.92,21.44,0,0,7.86,65.3
7395,117.92,21.3,0,0,7.17,66.15
7396,117.92,21.23,0,0,6.34,66.05
7397,117.92,21.22,0,0,6.69,66.25
7398,117.92,21.23,4,4,7.24,66.6
7399,93.17,21.32,133,97,7.31,65.95
7400,93.17,21.51,232,180,7.45,65
7401,109.223685288685,21.76,418,210,8.21,63.8
7402,110.117400715547,22,363,290,8.41,63
7403,110.950533602401,21.82,452,296,7.93,63.95
7404,110.620834341986,22,509,230,8.48,63.25
7405,110.3372360148,22.23,423,208,8.97,62.4
7406,110.310509767631,22.33,291,168,9.17,62.8
7407,110.550185818164,22.34,128,99,9.24,63.35
7408,110.285798566923,22.29,14,14,9.52,64.8
7409,110.707709247043,22.38,0,0,9.45,65
7410,110.902425158888,22.54,0,0,9.52,65.05
7411,110.67,22.71,0,0,9.52,65.25
7412,110.67,22.78,0,0,9.52,67.15
7413,110.67,22.84,0,0,9.59,68.5
7414,117.92,22.94,0,0,9.52,68.6
7415,117.92,22.93,0,0,9.79,70.1
7416,117.92,22.97,0,0,10,71.2
7417,117.92,23.03,0,0,10.28,71.3
7418,117.92,23.11,0,0,10.28,71.45
7419,117.92,23.15,0,0,10,71.55
7420,117.92,23.21,0,0,9.79,72.4
7421,117.92,23.21,0,0,9.79,74.05
7422,117.92,23.26,0,0,9.52,74.7
7423,93.17,23.35,94,86,9.72,75.9
7424,93.17,23.42,318,138,9.79,77.25
7425,108.746768038076,23.46,501,96,9.59,78.5
7426,109.488177483736,23.49,588,112,9.93,79.95
7427,110.212816069807,23.45,614,126,9.79,78.3
7428,109.621233654778,23.49,583,123,10,79.8
7429,109.152035255181,23.62,507,92,10.07,79.95
7430,109.592466978836,23.64,360,90,10.07,82.15
7431,108.790711280011,23.61,181,71,10.21,83.35
7432,108.082969086497,23.54,12,12,10.07,84.75
7433,107.803092994993,23.48,0,0,10,85.3
7434,108.886071431356,23.45,0,0,9.72,84.5
7435,110.67,23.39,0,0,9.66,81.7
7436,110.67,23.34,0,0,9.86,78.35
7437,110.67,23.22,0,0,10.21,76
7438,117.92,23.11,0,0,10.21,73.9
7439,117.92,23.08,0,0,10.48,73.2
7440,117.92,22.99,0,0,10.83,71.6
7441,117.92,22.91,0,0,10.62,71
7442,117.92,22.85,0,0,10.41,70.9
7443,117.92,22.8,0,0,10.28,71
7444,117.92,22.77,0,0,10.21,70.95
7445,117.92,22.75,0,0,9.93,70.5
7446,117.92,22.77,0,0,9.79,69.75
7447,93.17,22.8,175,65,9.45,69.25
7448,93.17,22.79,351,88,9.1,69.35
7449,108.637325187067,22.77,473,135,9.38,70.05
7450,108.422590256926,22.77,587,106,9.38,70.8
7451,108.325716249276,22.43,557,203,9.31,73.45
7452,107.326656898568,22.41,361,286,9.93,74.25
7453,106.866519910077,22.47,397,219,9.66,75.15
7454,106.73,22.6,109,109,9.24,75.6
7455,106.73,22.67,138,95,9.66,76.3
7456,106.73,22.69,0,0,9.72,76.9
7457,106.73,22.63,0,0,9.38,76.95
7458,107.119711259099,22.51,0,0,10,77.1
7459,110.67,22.29,0,0,9.72,77.7
7460,110.67,22.08,0,0,9.17,77.95
7461,110.67,21.8,0,0,9.38,79.15
7462,117.92,21.5,0,0,10.34,80.1
7463,117.92,21.4,0,0,10.55,81.6
7464,117.92,21.45,0,0,11.31,76.85
7465,117.92,21.07,0,0,11.45,74.85
7466,117.92,20.94,0,0,11.66,69.3
7467,117.92,20.86,0,0,11.66,65.45
7468,117.92,20.49,0,0,10.9,63.8
7469,117.92,18.85,0,0,11.1,71.55
7470,117.92,18.33,0,0,11.45,75.6
7471,93.17,18.15,161,76,12.48,73.1
7472,93.17,17.96,204,171,13.59,75.15
7473,107.562154118878,17.92,280,236,14,73.75
7474,107.120612609834,17.95,465,251,14.07,72.35
7475,106.927812267326,17.71,271,257,14,73.05
7476,106.73,17.82,423,275,13.93,71.55
7477,106.73,18.01,153,153,13.86,69.85
7478,106.73,18.25,90,90,13.72,67.3
7479,106.73,18.4,76,74,13.52,65.2
7480,106.73,18.38,0,0,13.24,64.15
7481,106.810464341314,18.26,0,0,12.9,62.95
7482,106.841034992122,18.17,0,0,12.55,62.3
7483,110.67,18.05,0,0,12.41,62.15
7484,110.67,17.95,0,0,12.41,61.65
7485,110.67,17.8,0,0,12.34,61.3
7486,117.92,17.65,0,0,12.07,61.35
7487,117.92,17.59,0,0,10.62,61.9
7488,117.92,17.54,0,0,10.76,62.05
7489,117.92,17.5,0,0,10.69,62.1
7490,117.92,17.5,0,0,10.21,61.95
7491,117.92,17.46,0,0,10,61.85
7492,117.92,17.45,0,0,9.66,61.55
7493,117.92,17.45,0,0,9.38,61.2
7494,117.92,17.46,0,0,8.9,60.4
7495,93.17,17.53,166,66,8.62,59.25
7496,93.17,17.65,347,83,8.28,58.05
7497,107.038328091356,17.79,490,91,7.72,56.55
7498,106.819501727257,17.92,593,76,6.97,55.15
7499,107.06916573301,17.99,610,107,6.28,54.8
7500,106.73,18.08,570,122,5.03,53.3
7501,106.73,18.24,479,118,3.52,51.45
7502,106.73,18.44,345,94,2.69,49.95
7503,106.73,18.78,182,57,3.66,50.05
7504,106.73,19.23,0,0,5.24,52.25
7505,106.73,19.68,0,0,6.62,53.5
7506,106.917042191989,20.11,0,0,7.59,52.95
7507,110.67,20.25,0,0,8.28,53.4
7508,110.67,20.3,0,0,8.69,53.9
7509,110.67,20.34,0,0,8.55,53.95
7510,117.92,20.24,0,0,7.59,54.25
7511,117.92,20.04,0,0,7.03,55.6
7512,117.92,19.8,0,0,6.14,56.8
7513,117.92,19.64,0,0,5.45,57.75
7514,117.92,19.46,0,0,5.1,58.25
7515,117.92,19.37,0,0,4.9,57.6
7516,117.92,19.27,0,0,4.76,57.35
7517,117.92,19.22,0,0,4.97,57.25
7518,117.92,19.17,0,0,5.31,56.65
7519,93.17,19.07,141,81,5.86,56.1
7520,93.17,18.96,337,90,6.55,56.15
7521,93.17,18.89,425,178,7.24,56.7
7522,93.17,18.95,509,199,7.52,57
7523,93.17,18.91,529,219,8.07,55.8
7524,93.17,19.03,420,271,7.93,55.4
7525,93.17,19.12,437,171,8,55
7526,93.17,19.15,318,125,7.93,55.3
7527,93.17,19.17,160,75,7.66,55.15
7528,93.17,19.24,0,0,7.24,54.5
7529,93.17,19.33,0,0,7.1,53.9
7530,93.17,19.45,0,0,7.45,53.55
7531,108.17,19.47,0,0,7.93,54.1
7532,108.17,19.29,0,0,8.21,57
7533,108.17,18.96,0,0,8.69,60.55
7534,117.92,18.7,0,0,9.1,63.4
7535,117.92,18.54,0,0,9.66,59.5
7536,117.92,18.33,0,0,9.24,59.15
7537,117.92,18.22,0,0,9.1,58.8
7538,117.92,18.2,0,0,9.1,58.35
7539,117.92,18.17,0,0,9.38,58.6
7540,117.92,18.23,0,0,9.79,57.9
7541,117.92,18.3,0,0,10.21,57.35
7542,117.92,18.32,0,0,10.41,57.4
7543,93.17,18.39,138,81,10.28,57.8
7544,93.17,18.61,280,149,10.28,58
7545,93.17,18.81,313,235,10.34,58.9
7546,93.17,19,385,276,10.34,60.1
7547,93.17,18.99,85,85,10.07,58.9
7548,93.17,19.05,195,194,9.86,60.1
7549,93.17,19.11,334,235,9.59,61
7550,93.17,19.27,309,130,9.31,60.05
7551,93.17,19.38,90,82,9.24,59.5
7552,93.17,19.47,0,0,9.38,59.85
7553,93.17,19.59,0,0,9.52,58.5
7554,93.17,19.64,0,0,9.59,57.55
7555,108.17,19.58,0,0,9.59,57.8
7556,108.17,19.44,0,0,9.86,58.95
7557,108.17,19.28,0,0,10.28,59.4
7558,117.92,19.1,0,0,10.34,60.55
7559,117.92,18.82,0,0,10.28,61.35
7560,117.92,18.8,0,0,9.86,61.35
7561,117.92,18.77,0,0,9.79,61.75
7562,117.92,18.79,0,0,9.72,62.15
7563,117.92,18.78,0,0,9.86,62.9
7564,117.92,18.78,0,0,10,63.2
7565,117.92,18.77,0,0,10.21,63.7
7566,117.92,18.76,0,0,10.28,63.95
7567,93.17,18.76,60,59,10.55,64.1
7568,93.17,18.78,142,136,10.55,64.85
7569,106.73,18.76,355,223,10.62,65.45
7570,106.73,18.83,320,271,10.34,64.95
7571,106.835556505627,18.69,304,273,10.07,65.05
7572,106.73,18.7,360,277,9.66,65.2
7573,106.73,18.76,314,236,9.45,65.05
7574,106.73,18.86,197,166,9.24,65
7575,106.73,18.98,94,83,9.1,65.5
7576,106.73,19.11,0,0,8.9,65.55
7577,106.762175838906,19.23,0,0,8.69,65.45
7578,106.959151844164,19.35,0,0,8.41,65.1
7579,110.67,19.43,0,0,8.21,64.85
7580,110.67,19.42,0,0,8.28,65
7581,110.67,19.32,0,0,8.62,65.75
7582,117.92,19.18,0,0,8.83,66.85
7583,117.92,18.9,0,0,8.97,68.45
7584,117.92,18.78,0,0,8.62,69.15
7585,117.92,18.71,0,0,8.41,69
7586,117.92,18.62,0,0,8.14,69.2
7587,117.92,18.52,0,0,7.72,69.65
7588,117.92,18.43,0,0,7.52,69.85
7589,117.92,18.41,0,0,7.31,69.25
7590,117.92,18.41,0,0,7.31,68.35
7591,93.17,18.5,140,72,7.38,67.35
7592,93.17,18.61,281,138,7.45,67.45
7593,106.820086807529,18.66,346,222,7.45,68.45
7594,106.73,18.69,203,200,7.24,69
7595,107.290256862693,18.57,502,232,6.97,69.65
7596,106.73,18.64,396,270,6.41,69.15
7597,106.73,18.67,336,230,5.93,68.95
7598,106.73,18.73,334,91,5.72,68.4
7599,106.73,18.78,136,83,5.66,67.45
7600,106.73,18.87,0,0,5.59,66.35
7601,106.856300627436,18.97,0,0,5.45,65.65
7602,107.199824087812,19.1,0,0,5.45,65.15
7603,110.67,19.25,0,0,5.59,64.8
7604,110.67,19.37,0,0,5.59,64.8
7605,110.67,19.47,0,0,5.17,64.8
7606,117.92,19.49,0,0,5.03,65.15
7607,117.92,19.21,0,0,5.03,65.6
7608,117.92,19.2,0,0,5.17,65.8
7609,117.92,19.15,0,0,5.45,66.05
7610,117.92,19.08,0,0,5.52,66.2
7611,117.92,18.96,0,0,5.79,66.55
7612,117.92,18.88,0,0,6.34,66
7613,117.92,18.78,0,0,7.38,65.45
7614,117.92,18.68,0,0,8.62,65.6
7615,93.17,18.63,119,80,9.38,66.75
7616,93.17,18.68,308,105,9.86,67.95
7617,106.888637909168,18.65,387,194,10.14,69.55
7618,106.73,18.65,170,170,10.21,69.75
7619,107.134629855278,18.62,272,254,9.66,68.25
7620,106.73,18.61,273,250,9.86,68.65
7621,106.73,18.69,386,202,10.28,68.35
7622,106.73,18.76,302,125,10.9,68.1
7623,106.73,18.78,145,76,11.45,67.8
7624,106.73,18.75,0,0,11.72,67.6
7625,106.892509648757,18.7,0,0,11.79,67.35
7626,107.139579593511,18.6,0,0,11.79,67.95
7627,110.67,18.5,0,0,11.93,68.25
7628,110.67,18.38,0,0,11.93,69.95
7629,110.67,18.43,0,0,11.72,69.4
7630,117.92,18.66,0,0,11.59,67.2
7631,117.92,18.6,0,0,10.9,65.8
7632,117.92,18.7,0,0,10.9,65.75
7633,117.92,18.77,0,0,10.9,64.8
7634,117.92,18.65,0,0,11.03,65.65
7635,117.92,18.52,0,0,11.1,67.2
7636,117.92,18.41,0,0,10.69,68.1
7637,117.92,18.36,0,0,10.48,68.8
7638,117.92,18.28,0,0,10.34,68.45
7639,93.17,18.25,79,72,10.21,68.8
7640,93.17,18.3,119,117,10.07,68.35
7641,106.73,18.34,112,112,9.93,67.95
7642,106.73,18.3,368,270,9.45,68.5
7643,106.73,18.24,467,252,9.86,68.55
7644,106.73,18.3,300,262,9.79,68.3
7645,106.73,18.41,319,230,9.66,67.6
7646,106.73,18.55,242,163,9.59,67.25
7647,106.73,18.64,101,84,9.45,66.5
7648,106.73,18.67,0,0,9.17,67.15
7649,106.73,18.72,0,0,8.62,67
7650,106.73,18.77,0,0,8.21,67
7651,110.67,18.82,0,0,8.07,67.6
7652,110.67,18.68,0,0,8,67.85
7653,110.67,18.37,0,0,7.79,70.4
7654,117.92,18.27,0,0,7.52,71.1
7655,117.92,18.7,0,0,7.72,64.65
7656,117.92,18.7,0,0,8.28,64.45
7657,117.92,18.68,0,0,8.34,64.3
7658,117.92,18.6,0,0,8.28,64.8
7659,117.92,18.64,0,0,8.48,64.85
7660,117.92,18.75,0,0,8.83,64.75
7661,117.92,18.87,0,0,8.9,64.7
7662,117.92,18.98,0,0,8.83,64.6
7663,93.17,19.12,97,77,8.83,64.55
7664,93.17,19.19,98,98,8.48,65
7665,106.73,19.27,151,150,8.34,64.9
7666,106.73,19.35,348,269,8.28,65.4
7667,106.73,19.26,501,219,8.34,67.1
7668,106.73,19.34,397,263,8.69,67.25
7669,106.73,19.37,375,203,9.03,67.95
7670,106.73,19.34,166,151,9.31,68.35
7671,106.73,19.3,101,83,9.59,69.9
7672,106.73,18.9,0,0,9.38,73.95
7673,106.73,18.56,0,0,8.62,76.55
7674,106.73,18.61,0,0,8.21,76.7
7675,110.67,18.25,0,0,8.28,80.05
7676,110.67,17.75,0,0,8.62,84.25
7677,110.67,17.75,0,0,9.03,84.9
7678,117.92,17.79,0,0,8.83,85.25
7679,117.92,17.42,0,0,9.03,89.9
7680,117.92,17.71,0,0,8.9,86.95
7681,117.92,17.63,0,0,9.24,87.4
7682,117.92,17.52,0,0,9.93,89.55
7683,117.92,17.27,0,0,9.72,91.05
7684,117.92,17.09,0,0,8.76,91.3
7685,117.92,17.38,0,0,8.62,88.95
7686,117.92,17.69,0,0,8.76,87.75
7687,93.17,17.75,12,12,8.76,88.9
7688,93.17,17.74,200,157,8.48,89.65
7689,93.17,17.71,374,191,8.14,89.85
7690,93.17,17.68,296,257,8.14,89.8
7691,93.17,18.01,488,226,7.72,86.9
7692,93.17,18.02,248,234,8.34,87.5
7693,93.17,18.48,309,227,8.83,84.8
7694,93.17,18.11,303,114,9.38,88
7695,93.17,18.11,117,83,9.24,87.5
7696,93.17,18.13,0,0,9.59,88.2
7697,93.17,18.01,0,0,9.72,88.05
7698,93.17,18.15,0,0,9.66,86.8
7699,108.17,18.04,0,0,9.52,88.75
7700,108.17,18.09,0,0,9.38,89
7701,108.17,18.23,0,0,9.31,88.3
7702,117.92,18.28,0,0,9.45,87.6
7703,117.92,17.95,0,0,9.38,89.9
7704,117.92,18.04,0,0,9.79,89.7
7705,117.92,18,0,0,9.93,90.05
7706,117.92,18.16,0,0,9.93,87.95
7707,117.92,18.32,0,0,10.55,86.15
7708,117.92,18.44,0,0,11.03,84.75
7709,117.92,18.55,0,0,10.9,83.45
7710,117.92,18.64,0,0,11.66,82.1
7711,93.17,18.56,67,63,12.14,82.6
7712,93.17,18.56,110,109,12.21,83.05
7713,93.17,18.55,249,215,12.07,82.95
7714,93.17,18.59,306,259,12.14,82.7
7715,93.17,18.93,337,278,11.31,78.75
7716,93.17,19.02,375,265,10.83,77.55
7717,93.17,19.15,161,159,10.76,75.5
7718,93.17,19.32,133,129,10.55,74.4
7719,93.17,19.43,82,74,10.34,73.7
7720,93.17,19.43,0,0,10.34,74.55
7721,93.17,19.39,0,0,10.21,75.1
7722,93.17,19.28,0,0,9.72,76.35
7723,108.17,19.05,0,0,9.45,78.4
7724,108.17,18.86,0,0,9.24,81.2
7725,108.17,18.71,0,0,9.24,83.75
7726,117.92,18.59,0,0,9.31,85.6
7727,117.92,18.88,0,0,9.59,76.75
7728,117.92,18.77,0,0,9.45,77.35
7729,117.92,18.84,0,0,9.45,77.2
7730,117.92,18.87,0,0,9.24,77
7731,117.92,18.81,0,0,8.62,77.95
7732,117.92,18.82,0,0,8.34,78.55
7733,117.92,18.84,0,0,8.14,79.1
7734,117.92,18.7,0,0,7.66,81.25
7735,93.17,18.58,46,46,6.97,83.75
7736,93.17,18.46,141,132,6.14,84.7
7737,106.73,18.63,223,203,5.24,83.8
7738,106.73,18.86,230,220,4.83,82.75
7739,107.175479733877,19.57,227,221,5.24,75.75
7740,106.73,19.54,275,248,4.34,75.8
7741,106.73,19.15,210,197,4,78.85
7742,106.73,18.95,63,63,4.28,81.35
7743,106.73,19.05,34,34,4.41,80.95
7744,106.73,19.38,0,0,4.34,79.55
7745,107.254403140296,19.6,0,0,4.62,80
7746,107.276960473723,19.89,0,0,4.69,78.95
7747,110.67,20.07,0,0,4.97,77.7
7748,110.67,20.12,0,0,5.1,78.25
7749,110.67,19.7,0,0,4.97,81.25
7750,117.92,19.07,0,0,5.1,84.55
7751,117.92,20.21,0,0,3.86,76.05
7752,117.92,20.11,0,0,3.72,76.35
7753,117.92,19.45,0,0,4.97,80.7
7754,117.92,18.69,0,0,5.79,83.4
7755,117.92,18.75,0,0,6,84.45
7756,117.92,19.06,0,0,5.93,83.3
7757,117.92,19.32,0,0,5.45,81.65
7758,117.92,19.49,0,0,5.24,80
7759,93.17,19.76,112,68,5.72,78.45
7760,93.17,20.01,284,102,5.17,77.25
7761,106.765971795789,19.73,430,113,4.28,75.35
7762,106.73,19.42,492,165,3.79,76.75
7763,107.75913435316,19.13,514,183,5.86,76.65
7764,107.381076563487,18.57,350,264,6.55,81.7
7765,107.252309215536,18.69,69,69,7.17,82.75
7766,107.423836572461,18.59,51,51,7.38,83.55
7767,107.833818467187,18.78,13,13,7.1,83.85
7768,108.96700687929,18.77,0,0,6.48,83.9
7769,108.986713924675,18.87,0,0,6,83.1
7770,109.256517944007,18.88,0,0,5.45,81.8
7771,110.67,18.9,0,0,4.48,80.85
7772,110.67,18.98,0,0,3.79,80.55
7773,110.67,18.98,0,0,3.72,79.65
7774,117.92,19.03,0,0,3.52,79.15
7775,117.92,18.88,0,0,2,80.1
7776,117.92,18.82,0,0,1.24,79.4
7777,117.92,18.77,0,0,0.28,79.25
7778,117.92,18.63,0,0,0.9,79.25
