time_UTC,T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20210606:0200,18.46,83.8,0.0,-0.0,0.0,330.95,0.41,315.0,100250.0
20210606:0300,18.26,86.7,0.0,-0.0,0.0,330.75,0.62,353.0,100240.0
20210606:0400,17.74,89.7,173.75,665.59,65.7,330.95,0.76,13.0,100240.0
20210606:0500,19.62,73.15,359.55,752.84,94.45,334.0,0.48,25.0,100240.0
20210606:0600,21.59,59.7,549.75,816.53,113.65,339.65,0.07,217.0,100250.0
20210606:0700,23.69,50.55,717.25,848.02,127.2,345.25,0.97,240.0,100270.0
20210606:0800,25.21,45.75,845.8,858.7,136.3,351.65,1.66,220.0,100260.0
20210606:0900,26.29,44.45,915.9,840.33,145.7,358.0,2.28,206.0,100250.0
20210606:1000,27.05,43.15,928.05,810.13,149.9,364.0,3.03,194.0,100210.0
20210606:1100,27.52,41.8,841.05,715.81,157.3,366.35,4.0,193.0,100140.0
20210606:1200,27.29,43.15,731.8,641.71,153.65,369.45,4.69,191.0,100100.0
20210606:1300,26.8,46.15,616.4,583.69,148.6,371.0,5.17,190.0,100080.0
20210606:1400,26.24,47.65,478.55,526.01,129.55,374.85,5.31,188.0,100030.0
20210606:1500,25.55,50.95,293.9,375.67,107.4,368.3,5.24,187.0,100030.0
20210606:1600,24.55,52.6,137.6,256.3,57.7,368.1,4.41,184.0,100020.0
20210606:1700,23.5,56.15,17.3,45.51,11.75,360.15,3.24,177.0,100020.0
20210606:1800,22.41,62.05,0.0,-0.0,0.0,352.4,2.07,167.0,100020.0
20210606:1900,21.22,70.9,0.0,-0.0,0.0,346.6,1.59,178.0,100050.0
20210606:2000,20.74,75.85,0.0,-0.0,0.0,343.9,0.9,182.0,100090.0
20210606:2100,20.17,81.15,0.0,-0.0,0.0,340.8,0.48,198.0,100100.0
20210606:2200,20.21,81.15,0.0,-0.0,0.0,339.05,0.14,226.0,100070.0
20210606:2300,20.03,78.45,0.0,-0.0,0.0,336.15,0.34,309.0,100010.0
20210607:0000,19.11,83.85,0.0,-0.0,0.0,334.0,0.97,308.0,99950.0
20210607:0100,18.22,86.7,0.0,-0.0,0.0,332.6,1.59,311.0,99940.0
20210607:0200,18.24,83.75,0.0,-0.0,0.0,332.3,2.0,310.0,99920.0
20210607:0300,18.5,81.0,0.0,-0.0,0.0,331.3,2.34,314.0,99940.0
20210607:0400,18.96,75.65,178.55,702.01,64.25,331.5,2.34,318.0,99970.0
20210607:0500,21.35,64.0,366.1,779.05,91.5,335.2,2.21,319.0,99990.0
20210607:0600,24.1,47.25,554.25,831.77,109.8,341.95,2.21,321.0,100010.0
20210607:0700,26.19,42.9,721.55,861.12,122.2,352.4,1.52,330.0,100070.0
20210607:0800,27.75,37.6,847.95,864.88,133.15,360.75,0.62,304.0,100090.0
20210607:0900,28.91,35.3,927.0,860.46,138.1,370.0,1.17,213.0,100080.0
20210607:1000,29.7,33.15,950.3,848.08,135.35,373.9,2.55,205.0,100070.0
20210607:1100,29.82,34.35,874.15,732.14,174.4,376.0,3.66,195.0,100010.0
20210607:1200,29.67,35.6,682.05,546.81,189.0,384.95,4.76,193.0,99960.0
20210607:1300,28.96,36.7,508.8,361.67,218.6,384.55,5.24,202.0,99970.0
20210607:1400,28.08,39.1,408.85,391.2,148.85,388.2,4.48,206.0,99940.0
20210607:1500,27.53,41.8,287.85,379.79,98.8,387.45,4.21,208.0,99890.0
20210607:1600,26.97,43.15,132.55,249.33,54.45,376.4,3.59,208.0,99860.0
20210607:1700,26.28,47.65,17.7,49.36,11.6,377.55,2.41,208.0,99850.0
20210607:1800,25.31,52.6,0.0,-0.0,0.0,372.55,1.72,216.0,99850.0
20210607:1900,23.14,64.3,0.0,-0.0,0.0,361.7,0.83,201.0,99970.0
20210607:2000,22.87,64.3,0.0,-0.0,0.0,357.45,0.28,261.0,100010.0
20210607:2100,22.69,66.45,0.0,-0.0,0.0,355.1,0.48,291.0,99980.0
20210607:2200,22.44,66.45,0.0,-0.0,0.0,347.4,0.62,330.0,99960.0
20210607:2300,21.94,66.35,0.0,-0.0,0.0,347.55,0.69,341.0,99910.0
20210608:0000,20.42,75.85,0.0,-0.0,0.0,348.15,1.1,5.0,99870.0
20210608:0100,19.49,81.1,0.0,-0.0,0.0,346.5,1.24,27.0,99860.0
20210608:0200,19.17,83.85,0.0,-0.0,0.0,346.0,1.72,41.0,99820.0
20210608:0300,19.08,86.8,0.0,-0.0,0.0,347.55,1.86,53.0,99800.0
20210608:0400,19.23,86.8,172.0,655.27,65.05,341.2,1.66,63.0,99820.0
20210608:0500,20.55,78.5,343.3,694.96,98.15,339.05,1.59,67.0,99840.0
20210608:0600,22.25,66.35,547.2,802.94,118.0,344.3,1.59,84.0,99880.0
20210608:0700,24.1,56.25,711.25,835.71,129.45,351.65,1.66,110.0,99920.0
20210608:0800,25.55,50.95,840.6,850.42,137.6,362.65,1.72,126.0,99900.0
20210608:0900,26.68,47.75,923.8,851.67,142.75,365.95,2.07,144.0,99880.0
20210608:1000,27.59,43.3,850.55,726.15,152.5,371.0,2.41,154.0,99850.0
20210608:1100,27.85,41.8,818.25,671.5,176.1,377.4,2.97,162.0,99780.0
20210608:1200,27.96,40.5,689.4,586.33,160.3,383.55,3.66,162.0,99740.0
20210608:1300,27.49,40.35,612.4,598.17,131.9,380.1,4.07,160.0,99680.0
20210608:1400,26.94,43.15,463.9,505.32,127.5,384.55,4.07,156.0,99650.0
20210608:1500,26.15,46.0,282.25,365.08,100.05,368.3,3.45,149.0,99640.0
20210608:1600,25.34,49.05,130.85,237.22,56.2,365.95,2.69,136.0,99630.0
20210608:1700,24.51,50.8,16.5,43.55,11.05,361.7,2.41,124.0,99630.0
20210608:1800,23.58,56.15,0.0,-0.0,0.0,365.0,2.0,109.0,99660.0
20210608:1900,22.49,64.2,0.0,-0.0,0.0,372.35,1.31,93.0,99730.0
20210608:2000,21.89,68.7,0.0,-0.0,0.0,365.75,0.97,90.0,99760.0
20210608:2100,21.45,71.0,0.0,-0.0,0.0,367.5,0.34,38.0,99750.0
20210608:2200,20.93,73.35,0.0,-0.0,0.0,360.55,0.76,308.0,99740.0
20210608:2300,20.57,75.85,0.0,-0.0,0.0,357.05,1.38,314.0,99720.0
20210609:0000,20.3,81.15,0.0,-0.0,0.0,359.4,1.52,328.0,99680.0
20210609:0100,19.96,81.15,0.0,-0.0,0.0,351.35,1.66,340.0,99660.0
20210609:0200,19.67,83.9,0.0,-0.0,0.0,348.95,1.86,346.0,99660.0
20210609:0300,19.42,83.9,0.0,-0.0,0.0,345.45,2.21,353.0,99660.0
20210609:0400,19.54,81.1,171.25,639.94,66.6,348.15,2.69,358.0,99680.0
20210609:0500,20.46,73.3,348.95,719.79,94.9,342.55,3.24,357.0,99690.0
20210609:0600,21.89,61.95,464.2,594.58,146.3,349.1,3.38,354.0,99710.0
20210609:0700,23.4,54.2,663.65,728.59,156.35,365.75,3.52,360.0,99700.0
20210609:0800,25.02,47.4,799.0,744.81,183.2,370.8,3.66,357.0,99710.0
20210609:0900,26.3,39.95,898.95,777.72,185.55,369.85,3.17,355.0,99720.0
20210609:1000,27.36,36.2,915.2,787.25,158.15,366.55,2.62,357.0,99710.0
20210609:1100,27.95,32.75,852.2,635.83,243.85,369.05,2.07,3.0,99650.0
20210609:1200,28.1,32.75,733.05,564.8,223.0,368.45,1.79,8.0,99610.0
20210609:1300,27.93,32.75,532.35,410.31,202.4,370.0,1.1,25.0,99610.0
20210609:1400,27.21,37.5,422.3,403.36,153.35,376.6,0.48,78.0,99560.0
20210609:1500,26.37,41.4,245.6,292.62,99.2,369.65,0.62,164.0,99550.0
20210609:1600,25.34,47.4,92.1,106.14,58.55,372.55,1.59,228.0,99580.0
20210609:1700,24.65,50.8,13.0,20.13,10.45,372.55,1.86,249.0,99600.0
20210609:1800,24.01,54.35,0.0,-0.0,0.0,376.4,1.38,269.0,99620.0
20210609:1900,22.1,66.35,0.0,-0.0,0.0,367.5,3.45,292.0,99700.0
20210609:2000,21.86,66.35,0.0,-0.0,0.0,377.75,3.38,302.0,99720.0
20210609:2100,21.51,66.25,0.0,-0.0,0.0,362.65,3.45,313.0,99690.0
20210609:2200,21.14,68.5,0.0,-0.0,0.0,354.95,3.24,319.0,99660.0
20210609:2300,20.79,70.8,0.0,-0.0,0.0,361.5,3.17,318.0,99630.0
20210610:0000,20.35,70.8,0.0,-0.0,0.0,348.35,3.17,318.0,99580.0
20210610:0100,20.03,73.2,0.0,-0.0,0.0,350.0,3.1,318.0,99550.0
20210610:0200,19.86,73.2,0.0,-0.0,0.0,357.85,3.24,316.0,99530.0
20210610:0300,19.63,75.7,0.0,-0.0,0.0,348.35,3.1,313.0,99540.0
20210610:0400,19.76,75.7,138.75,421.64,69.7,353.4,3.1,313.0,99570.0
20210610:0500,20.62,68.4,313.3,560.78,115.3,349.1,3.24,308.0,99600.0
20210610:0600,22.25,57.75,531.1,764.51,122.3,354.75,3.52,309.0,99630.0
20210610:0700,24.2,47.25,678.45,778.3,136.5,350.1,3.52,336.0,99600.0
20210610:0800,25.5,42.75,840.55,851.28,136.65,358.0,3.45,345.0,99620.0
20210610:0900,26.82,38.7,927.4,859.1,139.2,359.55,3.24,350.0,99620.0
20210610:1000,27.78,35.05,824.9,691.89,159.35,365.95,3.03,357.0,99640.0
20210610:1100,27.72,33.8,773.6,622.05,178.15,376.2,2.55,359.0,99610.0
20210610:1200,26.69,40.1,670.05,535.68,185.95,377.75,2.76,3.0,99630.0
20210610:1300,26.57,41.55,520.0,455.97,152.95,381.05,2.97,348.0,99680.0
20210610:1400,26.67,40.1,443.0,482.02,121.1,374.65,2.76,341.0,99580.0
20210610:1500,26.23,41.4,241.75,276.86,102.9,368.85,2.41,330.0,99550.0
20210610:1600,25.63,42.75,135.55,249.03,56.5,367.1,2.41,320.0,99560.0
20210610:1700,25.17,45.75,17.0,42.54,11.55,363.65,2.28,324.0,99560.0
20210610:1800,24.54,45.75,0.0,-0.0,0.0,359.4,1.93,331.0,99610.0
20210610:1900,23.49,60.15,0.0,-0.0,0.0,354.95,0.9,330.0,99670.0
20210610:2000,22.75,64.2,0.0,-0.0,0.0,354.15,0.83,335.0,99700.0
20210610:2100,22.05,64.1,0.0,-0.0,0.0,350.65,0.97,345.0,99710.0
20210610:2200,21.1,68.5,0.0,-0.0,0.0,350.3,1.24,354.0,99690.0
20210610:2300,20.31,73.2,0.0,-0.0,0.0,342.95,1.59,356.0,99670.0
20210611:0000,19.79,73.15,0.0,-0.0,0.0,341.95,1.66,350.0,99660.0
20210611:0100,19.42,73.15,0.0,-0.0,0.0,343.8,1.79,343.0,99650.0
20210611:0200,19.19,75.65,0.0,-0.0,0.0,341.2,1.93,342.0,99630.0
20210611:0300,19.24,75.65,0.0,-0.0,0.0,342.95,2.07,343.0,99630.0
20210611:0400,19.64,75.7,175.3,669.55,65.55,341.4,2.0,343.0,99670.0
20210611:0500,21.5,64.0,355.8,747.6,91.8,343.9,1.93,341.0,99700.0
20210611:0600,23.39,52.35,548.45,817.34,111.4,350.1,2.28,342.0,99730.0
20210611:0700,24.91,44.15,715.45,848.53,124.6,353.0,2.21,328.0,99740.0
20210611:0800,26.02,41.4,811.9,802.32,148.45,358.2,2.28,333.0,99730.0
20210611:0900,26.89,40.1,775.9,646.85,182.35,372.55,1.79,337.0,99760.0
20210611:1000,27.55,36.3,845.25,682.34,188.7,373.7,0.97,312.0,99740.0
20210611:1100,27.47,38.95,667.75,479.18,208.85,387.65,1.03,248.0,99740.0
20210611:1200,25.51,49.2,639.0,516.13,172.25,383.2,0.83,312.0,99760.0
20210611:1300,23.37,60.15,537.0,474.0,155.05,379.7,2.41,35.0,99780.0
20210611:1400,24.05,54.35,379.35,351.53,144.25,371.75,2.55,78.0,99770.0
20210611:1500,24.19,54.35,253.05,283.69,110.45,377.95,0.62,103.0,99710.0
20210611:1600,24.41,52.6,103.1,127.22,62.55,378.55,1.31,249.0,99710.0
20210611:1700,23.18,60.05,17.1,32.43,12.9,370.0,1.93,259.0,99740.0
20210611:1800,22.55,66.45,0.0,-0.0,0.0,365.95,1.59,281.0,99750.0
20210611:1900,21.74,76.0,0.0,-0.0,0.0,360.35,0.69,336.0,99830.0
20210611:2000,22.11,64.1,0.0,-0.0,0.0,364.4,0.34,346.0,99840.0
20210611:2100,21.96,64.1,0.0,-0.0,0.0,361.3,0.28,16.0,99880.0
20210611:2200,21.6,68.6,0.0,-0.0,0.0,353.2,0.34,8.0,99870.0
20210611:2300,20.45,75.85,0.0,-0.0,0.0,351.45,0.9,342.0,99870.0
20210612:0000,19.39,83.9,0.0,-0.0,0.0,350.3,1.24,346.0,99860.0
20210612:0100,19.39,83.9,0.0,-0.0,0.0,358.35,1.1,354.0,99870.0
20210612:0200,19.56,83.9,0.0,-0.0,0.0,345.05,0.97,356.0,99850.0
20210612:0300,19.32,83.9,0.0,-0.0,0.0,344.65,0.97,349.0,99850.0
20210612:0400,19.09,86.8,170.7,641.21,65.55,343.3,1.03,342.0,99890.0
20210612:0500,20.99,75.95,355.2,736.03,95.3,344.1,1.17,332.0,99930.0
20210612:0600,22.27,66.35,509.15,713.53,127.65,347.55,1.31,322.0,99960.0
20210612:0700,23.5,58.1,686.4,792.94,134.3,358.6,1.38,350.0,99960.0
20210612:0800,24.43,52.6,822.85,820.1,144.7,365.75,1.1,340.0,99950.0
20210612:0900,25.4,50.95,886.0,755.97,192.25,369.85,0.76,299.0,99970.0
20210612:1000,26.15,49.3,742.9,590.64,174.45,373.7,1.17,236.0,99950.0
20210612:1100,26.36,49.3,795.1,632.26,189.35,390.15,1.93,212.0,99890.0
20210612:1200,26.14,51.05,669.1,546.13,174.9,376.8,2.9,196.0,99880.0
20210612:1300,24.71,58.35,417.55,281.32,190.65,389.55,3.1,184.0,99890.0
20210612:1400,23.38,66.65,277.25,92.42,215.35,391.1,2.48,173.0,99930.0
20210612:1500,22.37,71.15,224.4,225.49,110.8,391.5,2.0,183.0,99910.0
20210612:1600,21.91,73.55,99.95,118.92,61.9,376.2,0.28,222.0,99920.0
20210612:1700,21.84,73.55,14.95,27.9,11.3,372.15,0.76,2.0,99890.0
20210612:1800,21.54,76.0,0.0,-0.0,0.0,370.2,0.48,323.0,99870.0
20210612:1900,21.03,73.35,0.0,-0.0,0.0,358.4,1.17,322.0,99930.0
20210612:2000,20.09,78.45,0.0,-0.0,0.0,352.6,1.24,332.0,99960.0
20210612:2100,19.59,83.9,0.0,-0.0,0.0,349.9,1.24,340.0,99990.0
20210612:2200,19.63,83.9,0.0,-0.0,0.0,346.0,1.1,340.0,99960.0
20210612:2300,19.24,86.8,0.0,-0.0,0.0,342.95,1.1,339.0,99960.0
20210613:0000,19.29,86.8,0.0,-0.0,0.0,341.75,1.03,340.0,99950.0
20210613:0100,18.97,86.8,0.0,-0.0,0.0,338.95,1.1,343.0,99910.0
20210613:0200,18.11,89.75,0.0,-0.0,0.0,337.1,1.24,349.0,99900.0
20210613:0300,17.39,92.85,0.0,-0.0,0.0,335.75,1.45,354.0,99870.0
20210613:0400,17.83,92.85,178.05,696.74,63.8,335.0,1.31,356.0,99870.0
20210613:0500,20.59,78.5,362.7,767.51,91.75,336.55,1.1,343.0,99910.0
20210613:0600,22.08,66.35,543.25,809.39,110.6,341.2,1.1,323.0,99940.0
20210613:0700,23.44,56.15,710.1,832.07,130.85,351.25,1.24,327.0,99970.0
20210613:0800,24.48,52.6,831.0,833.51,141.8,356.85,1.1,289.0,99950.0
20210613:0900,25.29,50.8,847.4,752.98,156.35,361.1,1.52,262.0,99950.0
20210613:1000,25.68,47.5,791.45,639.45,175.9,368.85,1.79,255.0,99940.0
20210613:1100,25.78,49.2,807.8,669.11,166.5,383.2,2.07,245.0,99900.0
20210613:1200,26.13,47.65,719.65,625.71,153.1,381.25,2.21,233.0,99830.0
20210613:1300,26.33,47.65,617.05,587.7,142.6,374.45,2.69,222.0,99770.0
20210613:1400,26.42,47.75,441.3,463.2,130.65,371.2,3.38,217.0,99720.0
20210613:1500,25.89,49.3,305.15,417.55,94.35,379.9,4.0,216.0,99680.0
20210613:1600,25.14,52.6,137.85,253.77,56.35,374.65,4.14,217.0,99690.0
20210613:1700,24.24,58.2,18.9,54.12,11.75,369.65,3.38,213.0,99690.0
20210613:1800,23.41,64.4,0.0,-0.0,0.0,369.45,2.48,205.0,99670.0
20210613:1900,22.17,78.7,0.0,-0.0,0.0,363.25,2.0,179.0,99720.0
20210613:2000,21.43,87.0,0.0,-0.0,0.0,362.85,1.1,184.0,99750.0
20210613:2100,21.73,84.1,0.0,-0.0,0.0,359.55,0.48,244.0,99730.0
20210613:2200,20.4,89.9,0.0,-0.0,0.0,356.1,1.24,325.0,99710.0
20210613:2300,20.78,84.05,0.0,-0.0,0.0,361.7,2.21,334.0,99680.0
20210614:0000,20.93,70.9,0.0,-0.0,0.0,354.95,3.31,341.0,99670.0
20210614:0100,20.83,63.9,0.0,-0.0,0.0,356.0,3.66,353.0,99700.0
20210614:0200,20.46,59.5,0.0,-0.0,0.0,357.85,3.52,360.0,99670.0
20210614:0300,20.0,61.5,0.0,-0.0,0.0,348.95,3.1,352.0,99660.0
20210614:0400,19.9,59.35,141.45,454.57,66.95,352.8,3.31,350.0,99660.0
20210614:0500,20.24,57.3,260.3,492.26,86.6,355.7,3.79,349.0,99690.0
20210614:0600,20.39,57.45,342.5,344.34,158.5,353.75,3.66,348.0,99720.0
20210614:0700,20.02,61.5,455.65,447.56,144.15,368.1,3.86,9.0,99750.0
20210614:0800,20.44,59.5,482.0,388.19,161.05,372.15,3.72,10.0,99770.0
20210614:0900,20.58,59.5,457.05,237.69,238.9,371.2,3.52,13.0,99790.0
20210614:1000,20.92,57.55,409.9,200.92,216.45,378.15,3.24,15.0,99800.0
20210614:1100,20.85,55.55,419.2,219.34,208.9,379.5,2.97,16.0,99800.0
20210614:1200,21.04,55.55,325.6,158.67,181.85,388.8,2.83,16.0,99770.0
20210614:1300,21.14,55.55,438.65,326.61,174.75,374.1,2.69,22.0,99750.0
20210614:1400,21.75,53.75,302.9,273.78,119.05,371.0,1.86,27.0,99710.0
20210614:1500,21.87,50.2,213.65,259.95,82.15,372.55,0.97,7.0,99680.0
20210614:1600,21.7,51.9,112.65,185.55,52.85,353.95,0.62,331.0,99650.0
20210614:1700,21.41,51.9,16.4,34.13,11.85,350.85,0.34,260.0,99620.0
20210614:1800,21.0,53.6,0.0,-0.0,0.0,340.4,0.55,201.0,99630.0
20210614:1900,20.23,57.3,0.0,-0.0,0.0,378.95,1.1,95.0,99700.0
20210614:2000,19.27,61.3,0.0,-0.0,0.0,380.85,0.48,69.0,99780.0
20210614:2100,18.14,67.95,0.0,-0.0,0.0,363.05,0.76,356.0,99810.0
20210614:2200,17.47,72.8,0.0,-0.0,0.0,352.2,0.9,356.0,99820.0
20210614:2300,16.89,75.3,0.0,-0.0,0.0,347.2,1.03,347.0,99800.0
20210615:0000,16.79,77.95,0.0,-0.0,0.0,348.15,1.93,352.0,99800.0
20210615:0100,16.58,80.75,0.0,-0.0,0.0,341.3,2.55,1.0,99780.0
20210615:0200,16.28,83.55,0.0,-0.0,0.0,343.7,2.76,354.0,99780.0
20210615:0300,15.75,86.5,0.0,-0.0,0.0,336.15,2.76,340.0,99800.0
20210615:0400,15.77,86.5,104.45,229.96,66.8,334.8,2.28,324.0,99840.0
20210615:0500,16.67,75.25,286.25,469.75,120.6,331.9,2.14,326.0,99850.0
20210615:0600,17.94,65.55,427.8,573.57,121.45,325.3,2.83,343.0,99870.0
20210615:0700,18.94,61.3,561.0,620.66,129.15,349.5,3.17,0.0,99900.0
20210615:0800,19.98,55.3,726.5,665.58,176.3,339.05,2.55,359.0,99900.0
20210615:0900,20.82,55.45,771.75,631.86,191.85,342.15,2.28,355.0,99920.0
20210615:1000,21.39,53.75,767.55,590.75,198.7,354.35,2.07,346.0,99930.0
20210615:1100,21.66,53.75,783.3,552.3,253.6,347.75,1.86,342.0,99900.0
20210615:1200,22.04,52.0,626.3,463.89,205.8,365.0,1.59,343.0,99860.0
20210615:1300,21.98,48.45,563.35,440.35,207.25,371.2,0.97,345.0,99850.0
20210615:1400,21.41,50.05,394.9,297.09,195.15,358.0,0.07,59.0,99840.0
20210615:1500,20.08,57.3,267.75,314.4,108.4,352.8,0.97,70.0,99830.0
20210615:1600,19.82,57.3,115.9,181.68,57.15,349.7,1.17,99.0,99860.0
20210615:1700,19.43,61.4,21.25,60.24,13.15,342.15,0.9,166.0,99830.0
20210615:1800,19.09,65.75,0.0,-0.0,0.0,328.8,1.1,208.0,99840.0
20210615:1900,19.63,55.2,0.0,-0.0,0.0,319.9,1.1,208.0,99850.0
20210615:2000,18.25,67.95,0.0,-0.0,0.0,325.5,1.72,209.0,99890.0
20210615:2100,17.83,70.35,0.0,-0.0,0.0,325.1,2.0,220.0,99870.0
20210615:2200,18.12,70.35,0.0,-0.0,0.0,335.4,2.28,236.0,99850.0
20210615:2300,18.34,68.05,0.0,-0.0,0.0,340.8,2.55,250.0,99820.0
20210616:0000,18.56,65.65,0.0,-0.0,0.0,344.3,2.69,260.0,99780.0
20210616:0100,18.67,65.65,0.0,-0.0,0.0,345.75,2.69,273.0,99750.0
20210616:0200,18.49,65.65,0.0,-0.0,0.0,342.95,2.76,283.0,99710.0
20210616:0300,18.32,65.65,0.0,-0.0,0.0,339.05,2.97,289.0,99700.0
20210616:0400,18.45,68.05,143.25,272.2,98.75,338.3,2.76,295.0,99710.0
20210616:0500,19.6,63.6,317.05,490.0,144.4,334.8,2.55,296.0,99740.0
20210616:0600,21.13,55.55,554.55,829.5,111.75,337.1,2.69,296.0,99760.0
20210616:0700,22.98,43.75,723.9,861.65,124.6,336.55,3.72,292.0,99740.0
20210616:0800,24.29,38.15,852.95,867.61,135.9,341.75,3.66,297.0,99750.0
20210616:0900,25.48,35.8,925.45,833.05,160.95,347.55,3.52,296.0,99750.0
20210616:1000,26.44,34.8,950.25,831.64,149.35,352.8,3.1,290.0,99770.0
20210616:1100,27.21,34.9,906.15,781.46,156.45,358.0,2.69,282.0,99740.0
20210616:1200,27.73,33.8,801.55,716.11,152.1,363.45,2.62,275.0,99750.0
20210616:1300,27.81,35.05,669.55,644.88,147.65,373.9,2.55,265.0,99750.0
20210616:1400,27.53,36.3,498.8,553.29,126.35,367.9,2.34,246.0,99750.0
20210616:1500,27.03,37.5,330.2,473.65,89.7,370.8,2.28,220.0,99750.0
20210616:1600,26.23,41.4,152.4,299.5,55.25,358.8,2.69,190.0,99760.0
20210616:1700,24.95,49.05,23.45,70.84,13.85,359.2,2.97,180.0,99790.0
20210616:1800,23.52,56.15,0.0,-0.0,0.0,352.2,2.28,173.0,99830.0
20210616:1900,22.09,71.05,0.0,-0.0,0.0,347.2,1.38,182.0,99920.0
20210616:2000,22.5,64.2,0.0,-0.0,0.0,344.85,0.69,157.0,99980.0
20210616:2100,22.19,66.35,0.0,-0.0,0.0,344.85,0.62,105.0,99990.0
20210616:2200,21.36,68.6,0.0,-0.0,0.0,344.5,0.83,83.0,99990.0
20210616:2300,21.17,73.35,0.0,-0.0,0.0,341.55,0.76,59.0,100030.0
20210617:0000,20.54,75.85,0.0,-0.0,0.0,340.8,0.83,26.0,100050.0
20210617:0100,19.09,83.85,0.0,-0.0,0.0,340.5,1.17,13.0,100050.0
20210617:0200,18.53,83.8,0.0,-0.0,0.0,340.4,1.24,8.0,100030.0
20210617:0300,18.33,83.8,0.0,-0.0,0.0,337.7,1.24,3.0,100030.0
20210617:0400,18.53,83.8,179.9,722.88,61.95,337.1,1.17,2.0,100040.0
20210617:0500,21.24,73.35,364.8,782.0,89.55,339.45,0.83,16.0,100070.0
20210617:0600,23.46,58.1,552.2,833.53,107.55,347.2,0.55,60.0,100130.0
20210617:0700,25.25,49.05,716.1,856.42,120.7,359.95,0.62,129.0,100230.0
20210617:0800,26.26,46.0,843.05,853.19,138.1,365.95,1.45,160.0,100230.0
20210617:0900,26.82,46.15,892.5,809.16,150.0,371.75,2.21,173.0,100250.0
20210617:1000,27.03,46.25,926.9,813.88,143.05,374.3,2.83,178.0,100280.0
20210617:1100,27.22,46.25,875.75,754.69,151.55,377.0,3.52,183.0,100270.0
20210617:1200,26.79,47.75,774.6,684.09,153.9,377.75,3.72,184.0,100260.0
20210617:1300,26.63,47.75,603.9,579.95,134.2,384.35,3.72,186.0,100270.0
20210617:1400,26.23,49.3,471.0,543.26,104.9,380.65,3.86,190.0,100230.0
20210617:1500,25.82,49.2,331.55,494.37,80.1,378.75,3.52,193.0,100210.0
20210617:1600,25.29,50.8,140.2,263.27,54.55,373.3,2.83,197.0,100200.0
20210617:1700,24.39,52.6,22.4,64.46,13.6,365.75,2.21,198.0,100190.0
20210617:1800,23.3,60.05,0.0,-0.0,0.0,357.05,1.31,197.0,100190.0
20210617:1900,22.16,71.05,0.0,-0.0,0.0,362.5,1.24,183.0,100230.0
20210617:2000,21.42,76.0,0.0,-0.0,0.0,364.0,0.83,158.0,100250.0
20210617:2100,21.11,75.95,0.0,-0.0,0.0,351.85,0.83,146.0,100250.0
20210617:2200,21.51,71.0,0.0,-0.0,0.0,351.65,0.48,145.0,100210.0
20210617:2300,21.17,73.35,0.0,-0.0,0.0,350.3,0.28,173.0,100190.0
20210618:0000,20.88,73.35,0.0,-0.0,0.0,351.05,0.21,261.0,100130.0
20210618:0100,20.65,75.85,0.0,-0.0,0.0,347.9,0.69,306.0,100100.0
20210618:0200,19.95,78.45,0.0,-0.0,0.0,343.9,0.9,309.0,100080.0
20210618:0300,19.29,83.85,0.0,-0.0,0.0,343.3,1.03,311.0,100050.0
20210618:0400,18.99,83.85,176.55,699.74,62.65,342.15,1.17,318.0,100040.0
20210618:0500,21.75,73.45,359.85,767.02,90.2,345.25,1.1,312.0,100050.0
20210618:0600,24.05,56.25,546.7,815.32,112.1,356.1,1.17,295.0,100070.0
20210618:0700,25.58,49.2,715.8,856.49,120.65,359.95,1.79,276.0,100080.0
20210618:0800,26.84,46.15,851.8,874.52,129.45,365.4,2.34,259.0,100090.0
20210618:0900,27.73,43.3,904.0,831.5,141.1,370.8,2.76,247.0,100050.0
20210618:1000,28.3,40.5,830.7,695.43,160.9,373.9,3.24,236.0,100040.0
20210618:1100,28.46,37.9,803.95,663.21,167.4,384.35,3.38,237.0,100010.0
20210618:1200,27.92,39.1,761.2,673.83,149.55,387.85,2.28,257.0,99980.0
20210618:1300,28.24,37.75,555.0,471.16,173.15,389.55,1.03,251.0,99970.0
20210618:1400,28.38,37.75,486.25,550.18,115.1,394.4,2.14,202.0,99890.0
20210618:1500,27.99,40.5,320.55,451.96,90.3,380.85,3.38,207.0,99840.0
20210618:1600,27.03,44.7,135.0,235.26,58.25,380.1,3.86,202.0,99830.0
20210618:1700,25.7,50.95,22.7,66.57,13.55,380.3,3.59,200.0,99800.0
20210618:1800,24.41,56.35,0.0,-0.0,0.0,362.85,2.83,201.0,99810.0
20210618:1900,22.98,68.85,0.0,-0.0,0.0,361.5,1.45,188.0,99830.0
20210618:2000,22.02,81.4,0.0,-0.0,0.0,366.35,0.9,202.0,99840.0
20210618:2100,21.56,81.35,0.0,-0.0,0.0,358.8,0.76,241.0,99790.0
20210618:2200,21.02,84.05,0.0,-0.0,0.0,354.75,0.97,283.0,99780.0
20210618:2300,20.55,86.9,0.0,-0.0,0.0,356.5,1.45,303.0,99730.0
20210619:0000,20.49,84.05,0.0,-0.0,0.0,353.4,1.86,307.0,99710.0
20210619:0100,20.52,81.2,0.0,-0.0,0.0,351.35,2.14,313.0,99700.0
20210619:0200,20.57,78.5,0.0,-0.0,0.0,354.15,2.21,322.0,99680.0
20210619:0300,20.52,78.5,0.0,-0.0,0.0,353.2,2.28,332.0,99650.0
