hour,Load (kW),Air Temp,SolRad_Hor,SolRad_Dif,WS_10m,scaling_factor,Modified Load (kW)
1,117.92,4.9,0.0,0.0,3.94,1.0,117.92
2,117.92,5.44,0.0,0.0,3.59,1.0,117.92
3,117.92,5.98,0.0,0.0,3.24,1.0,117.92
4,117.92,6.52,0.0,0.0,2.88,1.0,117.92
5,117.92,7.06,0.0,0.0,2.53,1.0,117.92
6,117.92,7.61,0.0,0.0,2.18,1.0,117.92
7,93.17,8.15,24.0,24.0,1.82,1.0,93.17
8,93.17,8.69,195.0,67.0,1.47,1.2,111.804
9,109.548174819698,9.62,339.0,85.0,1.52,1.2,131.4578097836376
10,109.365586636285,12.16,328.0,209.0,1.17,1.2,131.238703963542
11,110.832579138528,14.16,412.0,195.0,0.97,1.2,132.9990949662336
12,110.149554343583,15.17,473.0,100.0,1.03,1.8,198.2691978184494
13,109.71438584842,15.61,389.0,117.0,0.9,1.8,197.485894527156
14,109.401626475885,15.7,125.0,120.0,0.69,1.8,196.922927656593
15,109.645565868995,15.45,132.0,53.0,0.76,1.8,197.362018564191
16,109.931890882961,14.54,0.0,0.0,0.97,1.8,197.87740358932982
17,110.432197784164,14.01,0.0,0.0,0.76,1.8,198.7779560114952
18,111.113885304496,13.81,0.0,0.0,0.69,1.8,200.00499354809278
19,110.67,12.86,0.0,0.0,0.97,1.5,166.005
20,110.67,11.14,0.0,0.0,1.31,1.5,166.005
21,110.67,9.5,0.0,0.0,1.66,1.5,166.005
22,117.92,8.59,0.0,0.0,1.86,1.5,176.88
23,117.92,8.32,0.0,0.0,2.07,1.0,117.92
24,117.92,8.36,0.0,0.0,2.21,1.0,117.92
25,117.92,8.94,0.0,0.0,2.48,1.0,117.92
26,117.92,8.98,0.0,0.0,2.76,1.0,117.92
27,117.92,9.26,0.0,0.0,3.1,1.0,117.92
28,117.92,9.5,0.0,0.0,3.38,1.0,117.92
29,117.92,9.57,0.0,0.0,3.45,1.0,117.92
30,117.92,9.62,0.0,0.0,3.45,1.0,117.92
31,93.17,9.65,24.0,24.0,3.38,1.0,93.17
32,93.17,10.83,199.0,64.0,2.83,1.0,93.17
33,109.813338093001,13.03,340.0,86.0,2.76,1.0,109.813338093001
34,111.268028368506,14.67,447.0,90.0,3.24,1.0,111.268028368506
35,113.162968759478,15.48,495.0,94.0,3.52,1.0,113.162968759478
36,112.651444961883,16.02,481.0,96.0,3.59,1.0,112.651444961883
37,112.120718912259,16.32,409.0,91.0,3.72,1.0,112.120718912259
38,112.313691589293,16.3,274.0,96.0,3.52,1.0,112.313691589293
39,112.048060267443,15.92,127.0,61.0,2.9,1.0,112.048060267443
40,112.148021510554,14.87,0.0,0.0,2.28,1.0,112.148021510554
41,112.173525852768,13.55,0.0,0.0,2.07,1.0,112.173525852768
42,112.53896968931,12.41,0.0,0.0,2.0,1.0,112.53896968931
43,110.67,11.34,0.0,0.0,1.93,1.0,110.67
44,110.67,10.41,0.0,0.0,1.59,1.0,110.67
45,110.67,9.56,0.0,0.0,1.66,1.0,110.67
46,117.92,8.98,0.0,0.0,1.66,1.0,117.92
47,117.92,8.62,0.0,0.0,1.66,1.0,117.92
48,117.92,8.73,0.0,0.0,1.45,1.0,117.92
49,117.92,9.4,0.0,0.0,1.1,1.0,117.92
50,117.92,9.84,0.0,0.0,0.9,1.0,117.92
51,117.92,8.88,0.0,0.0,0.97,1.0,117.92
52,117.92,8.84,0.0,0.0,0.97,1.0,117.92
53,117.92,8.22,0.0,0.0,0.97,1.0,117.92
54,117.92,7.9,0.0,0.0,0.9,1.0,117.92
55,93.17,7.91,24.0,24.0,1.03,1.0,93.17
56,93.17,8.46,198.0,65.0,1.17,1.0,93.17
57,109.83979555426,11.32,341.0,87.0,1.52,1.0,109.83979555426
58,110.909996382034,12.98,452.0,89.0,1.93,1.0,110.909996382034
59,113.303656093382,14.36,487.0,110.0,2.41,1.0,113.303656093382
60,113.249885663664,15.33,479.0,104.0,2.76,1.0,113.249885663664
61,113.032524206127,15.77,410.0,96.0,2.97,1.0,113.032524206127
62,112.942931282513,15.86,295.0,77.0,2.97,1.0,112.942931282513
63,112.969590769251,15.57,139.0,52.0,2.48,1.0,112.969590769251
64,112.687069230456,14.66,0.0,0.0,1.93,1.0,112.687069230456
65,112.95866645256,13.43,0.0,0.0,1.72,1.0,112.95866645256
66,113.369822019115,12.12,0.0,0.0,1.72,1.0,113.369822019115
67,110.67,11.29,0.0,0.0,1.59,1.0,110.67
68,110.67,11.15,0.0,0.0,1.59,1.0,110.67
69,110.67,10.43,0.0,0.0,1.79,1.0,110.67
70,117.92,9.97,0.0,0.0,1.86,1.0,117.92
71,117.92,9.34,0.0,0.0,1.93,1.0,117.92
72,117.92,8.97,0.0,0.0,2.48,1.0,117.92
73,117.92,8.75,0.0,0.0,2.76,1.0,117.92
74,117.92,8.75,0.0,0.0,2.69,1.0,117.92
75,117.92,8.17,0.0,0.0,2.28,1.0,117.92
76,117.92,7.03,0.0,0.0,2.28,1.0,117.92
77,117.92,6.75,0.0,0.0,2.07,1.0,117.92
78,117.92,6.98,0.0,0.0,2.07,1.0,117.92
79,93.17,7.3,25.0,25.0,2.07,1.0,93.17
80,93.17,8.51,195.0,68.0,2.07,1.0,93.17
81,111.264990821532,10.16,340.0,88.0,1.52,1.0,111.264990821532
82,113.302612558363,12.26,453.0,88.0,0.97,1.0,113.302612558363
83,116.337654407057,14.09,494.0,99.0,0.9,1.0,116.337654407057
84,117.05745934486,15.09,481.0,101.0,1.17,1.0,117.05745934486
85,116.807269745242,15.54,423.0,82.0,1.45,1.0,116.807269745242
86,116.022397003878,15.56,284.0,92.0,1.59,1.0,116.022397003878
87,115.934000667119,15.16,149.0,47.0,1.66,1.0,115.934000667119
88,116.478363546336,14.25,0.0,0.0,1.66,1.0,116.478363546336
89,116.623534226219,13.03,0.0,0.0,1.79,1.0,116.623534226219
90,116.761822464021,11.98,0.0,0.0,1.86,1.0,116.761822464021
91,110.67,10.89,0.0,0.0,1.79,1.0,110.67
92,110.67,10.41,0.0,0.0,2.14,1.0,110.67
93,110.67,9.82,0.0,0.0,1.79,1.0,110.67
94,117.92,10.06,0.0,0.0,1.59,1.0,117.92
95,117.92,10.68,0.0,0.0,1.38,1.0,117.92
96,117.92,11.28,0.0,0.0,1.17,1.0,117.92
97,117.92,10.33,0.0,0.0,1.38,1.0,117.92
98,117.92,9.36,0.0,0.0,1.66,1.0,117.92
99,117.92,8.33,0.0,0.0,1.93,1.0,117.92
100,117.92,7.96,0.0,0.0,2.07,1.0,117.92
101,117.92,7.93,0.0,0.0,2.0,1.0,117.92
102,117.92,7.88,0.0,0.0,1.79,1.0,117.92
103,93.17,8.04,25.0,25.0,1.72,1.0,93.17
104,93.17,8.65,197.0,66.0,1.72,1.0,93.17
105,112.388955247689,12.3,341.0,85.0,1.86,1.0,112.388955247689
106,114.810559270351,13.83,453.0,88.0,2.07,1.0,114.810559270351
107,118.356266655247,14.86,491.0,102.0,2.41,1.0,118.356266655247
108,118.871492563787,15.6,489.0,93.0,2.69,1.0,118.871492563787
109,118.289819474358,16.02,416.0,93.0,2.76,1.0,118.289819474358
110,118.000677553423,16.05,299.0,77.0,2.83,1.0,118.000677553423
111,117.737221703851,15.66,142.0,53.0,2.69,1.0,117.737221703851
112,117.570297589769,14.65,0.0,0.0,2.48,1.0,117.570297589769
113,117.799441771112,13.63,0.0,0.0,2.48,1.0,117.799441771112
114,117.588391889473,13.07,0.0,0.0,2.48,1.0,117.588391889473
115,110.67,12.7,0.0,0.0,2.41,1.0,110.67
116,110.67,12.42,0.0,0.0,2.69,1.0,110.67
117,110.67,12.15,0.0,0.0,2.62,1.0,110.67
118,117.92,11.48,0.0,0.0,2.55,1.0,117.92
119,117.92,11.06,0.0,0.0,2.41,1.0,117.92
120,117.92,10.45,0.0,0.0,2.34,1.0,117.92
121,117.92,9.76,0.0,0.0,2.21,1.0,117.92
122,117.92,9.11,0.0,0.0,2.07,1.0,117.92
123,117.92,8.86,0.0,0.0,1.93,1.0,117.92
124,117.92,8.92,0.0,0.0,1.79,1.0,117.92
125,117.92,8.72,0.0,0.0,1.66,1.0,117.92
126,117.92,8.24,0.0,0.0,1.66,1.0,117.92
127,93.17,7.76,24.0,24.0,1.59,1.0,93.17
128,93.17,8.69,202.0,63.0,1.17,1.0,93.17
129,93.17,11.19,342.0,88.0,1.79,1.0,93.17
130,93.17,12.71,429.0,123.0,2.41,1.0,93.17
131,93.17,13.95,485.0,120.0,3.17,1.0,93.17
132,93.17,15.04,410.0,198.0,3.66,1.0,93.17
133,93.17,15.6,357.0,170.0,4.07,1.0,93.17
134,93.17,15.73,274.0,112.0,4.34,1.0,93.17
135,93.17,15.46,113.0,76.0,4.34,1.0,93.17
136,93.17,14.74,0.0,0.0,4.21,1.0,93.17
137,93.17,14.04,0.0,0.0,3.93,1.0,93.17
138,93.17,13.7,0.0,0.0,3.72,1.0,93.17
139,108.17,13.46,0.0,0.0,3.66,1.0,108.17
140,108.17,13.44,0.0,0.0,3.31,1.0,108.17
141,108.17,13.27,0.0,0.0,3.1,1.0,108.17
142,117.92,13.13,0.0,0.0,3.03,1.0,117.92
143,117.92,13.04,0.0,0.0,3.03,1.0,117.92
144,117.92,12.83,0.0,0.0,2.97,1.0,117.92
145,117.92,12.47,0.0,0.0,2.76,1.0,117.92
146,117.92,12.13,0.0,0.0,2.48,1.0,117.92
147,117.92,11.75,0.0,0.0,2.07,1.0,117.92
148,117.92,11.22,0.0,0.0,1.59,1.0,117.92
149,117.92,10.9,0.0,0.0,1.17,1.0,117.92
150,117.92,11.55,0.0,0.0,0.69,1.0,117.92
151,93.17,11.5,23.0,23.0,0.62,1.0,93.17
152,93.17,11.42,197.0,66.0,0.21,1.0,93.17
153,93.17,12.51,333.0,99.0,0.07,1.0,93.17
154,93.17,13.44,369.0,191.0,0.48,1.0,93.17
155,93.17,14.33,261.0,231.0,0.69,1.0,93.17
156,93.17,15.13,428.0,181.0,1.03,1.0,93.17
157,93.17,15.44,355.0,173.0,1.31,1.0,93.17
158,93.17,15.48,307.0,75.0,1.52,1.0,93.17
159,93.17,15.12,89.0,76.0,2.14,1.0,93.17
160,93.17,14.56,0.0,0.0,2.0,1.0,93.17
161,93.17,13.84,0.0,0.0,1.79,1.0,93.17
162,93.17,13.17,0.0,0.0,1.66,1.0,93.17
163,108.17,12.54,0.0,0.0,1.45,1.0,108.17
164,108.17,11.65,0.0,0.0,0.97,1.0,108.17
165,108.17,11.81,0.0,0.0,0.62,1.0,108.17
166,117.92,11.82,0.0,0.0,0.55,1.0,117.92
167,117.92,11.01,0.0,0.0,0.83,1.0,117.92
168,117.92,10.1,0.0,0.0,1.24,1.0,117.92
169,117.92,9.86,0.0,0.0,1.45,1.0,117.92
170,117.92,10.05,0.0,0.0,1.59,1.0,117.92
171,117.92,10.05,0.0,0.0,1.59,1.0,117.92
172,117.92,10.02,0.0,0.0,1.52,1.0,117.92
173,117.92,10.16,0.0,0.0,1.52,1.0,117.92
174,117.92,10.15,0.0,0.0,1.45,1.0,117.92
175,93.17,10.07,15.0,15.0,1.31,1.0,93.17
176,93.17,10.4,119.0,101.0,1.24,1.0,93.17
177,112.592187320399,11.31,228.0,172.0,1.03,1.0,112.592187320399
178,115.638266506483,12.38,207.0,194.0,0.83,1.0,115.638266506483
179,116.974636390017,13.34,65.0,65.0,0.97,1.0,116.974636390017
180,116.119684831541,13.97,67.0,67.0,1.72,1.0,116.119684831541
181,114.746914218006,14.01,253.0,207.0,2.07,1.0,114.746914218006
182,113.852480609668,13.79,232.0,146.0,2.0,1.0,113.852480609668
183,113.997014156546,13.59,143.0,61.0,2.07,1.0,113.997014156546
184,114.097432934846,13.1,0.0,0.0,1.79,1.0,114.097432934846
185,114.344904003638,12.3,0.0,0.0,1.72,1.0,114.344904003638
186,114.633977917412,11.49,0.0,0.0,1.72,1.0,114.633977917412
187,110.67,10.41,0.0,0.0,1.72,1.0,110.67
188,110.67,10.2,0.0,0.0,2.21,1.0,110.67
189,110.67,9.73,0.0,0.0,2.0,1.0,110.67
190,117.92,9.37,0.0,0.0,2.0,1.0,117.92
191,117.92,9.31,0.0,0.0,2.14,1.0,117.92
192,117.92,9.67,0.0,0.0,2.41,1.0,117.92
193,117.92,9.91,0.0,0.0,2.62,1.0,117.92
194,117.92,9.89,0.0,0.0,2.62,1.0,117.92
195,117.92,9.85,0.0,0.0,2.62,1.0,117.92
196,117.92,10.13,0.0,0.0,2.41,1.0,117.92
197,117.92,10.08,0.0,0.0,2.41,1.0,117.92
198,117.92,9.99,0.0,0.0,2.34,1.0,117.92
199,93.17,9.97,23.0,23.0,2.07,1.0,93.17
200,93.17,10.77,72.0,71.0,2.14,1.0,93.17
201,111.495530641364,11.88,180.0,162.0,2.21,1.0,111.495530641364
202,113.740036824784,12.56,238.0,210.0,1.93,1.0,113.740036824784
203,116.167377149044,13.07,410.0,209.0,1.66,1.0,116.167377149044
204,116.199917143172,13.25,155.0,155.0,1.66,1.0,116.199917143172
205,115.000558071049,13.07,373.0,159.0,2.07,1.0,115.000558071049
206,114.047898996523,12.99,273.0,120.0,1.93,1.0,114.047898996523
207,113.553850710002,12.81,142.0,65.0,1.52,1.0,113.553850710002
208,113.464620915953,12.41,0.0,0.0,1.24,1.0,113.464620915953
209,113.214069033976,11.61,0.0,0.0,1.03,1.0,113.214069033976
210,113.56182501493,10.99,0.0,0.0,0.76,1.0,113.56182501493
211,110.67,10.47,0.0,0.0,0.9,1.0,110.67
212,110.67,8.35,0.0,0.0,1.59,1.0,110.67
213,110.67,8.02,0.0,0.0,1.66,1.0,110.67
214,117.92,8.49,0.0,0.0,1.45,1.0,117.92
215,117.92,8.22,0.0,0.0,1.45,1.0,117.92
216,117.92,8.18,0.0,0.0,1.52,1.0,117.92
217,117.92,7.44,0.0,0.0,1.52,1.0,117.92
218,117.92,7.28,0.0,0.0,1.45,1.0,117.92
219,117.92,7.14,0.0,0.0,1.52,1.0,117.92
220,117.92,7.11,0.0,0.0,1.45,1.0,117.92
221,117.92,7.28,0.0,0.0,1.24,1.0,117.92
222,117.92,7.39,0.0,0.0,0.97,1.0,117.92
223,93.17,7.19,6.0,6.0,0.83,1.0,93.17
224,93.17,8.51,99.0,92.0,0.28,1.0,93.17
225,111.019381110864,10.22,203.0,171.0,0.55,1.0,111.019381110864
226,112.651232975607,11.39,197.0,188.0,1.52,1.0,112.651232975607
227,115.081660349563,12.32,108.0,108.0,2.34,1.0,115.081660349563
228,114.820315699922,13.13,354.0,237.0,3.38,1.0,114.820315699922
229,113.897528890734,13.16,198.0,186.0,3.52,1.0,113.897528890734
230,112.997358595071,12.98,199.0,155.0,2.48,1.0,112.997358595071
231,113.040554631852,12.44,85.0,77.0,2.07,1.0,113.040554631852
232,113.225798761069,11.68,0.0,0.0,2.34,1.0,113.225798761069
233,113.199056442165,10.44,0.0,0.0,2.9,1.0,113.199056442165
234,113.386803788211,10.21,0.0,0.0,3.38,1.0,113.386803788211
235,110.67,10.19,0.0,0.0,3.59,1.0,110.67
236,110.67,10.69,0.0,0.0,3.38,1.0,110.67
237,110.67,10.73,0.0,0.0,3.31,1.0,110.67
238,117.92,10.56,0.0,0.0,3.24,1.0,117.92
239,117.92,10.39,0.0,0.0,2.9,1.0,117.92
240,117.92,10.08,0.0,0.0,2.41,1.0,117.92
241,117.92,9.91,0.0,0.0,2.0,1.0,117.92
242,117.92,9.76,0.0,0.0,2.14,1.0,117.92
243,117.92,9.69,0.0,0.0,2.14,1.0,117.92
244,117.92,9.5,0.0,0.0,1.31,1.0,117.92
245,117.92,9.02,0.0,0.0,1.03,1.0,117.92
246,117.92,8.41,0.0,0.0,1.59,1.0,117.92
247,93.17,8.04,24.0,24.0,1.86,1.0,93.17
248,93.17,9.07,180.0,89.0,2.14,1.0,93.17
249,110.974834281833,11.02,364.0,71.0,2.41,1.0,110.974834281833
250,112.285295742492,12.18,179.0,175.0,2.62,1.0,112.285295742492
251,113.652154017262,12.43,290.0,244.0,1.93,1.0,113.652154017262
252,112.249605170183,12.48,244.0,224.0,1.1,1.0,112.249605170183
253,111.012077792035,12.43,92.0,92.0,0.83,1.0,111.012077792035
254,110.430921019653,11.74,104.0,104.0,0.34,1.0,110.430921019653
255,109.916863312487,11.38,90.0,79.0,0.9,1.0,109.916863312487
256,110.533050933269,10.83,1.0,1.0,1.03,1.0,110.533050933269
257,111.101240109388,10.25,0.0,0.0,1.59,1.0,111.101240109388
258,111.72553624316,9.72,0.0,0.0,2.21,1.0,111.72553624316
259,110.67,9.58,0.0,0.0,2.9,1.0,110.67
260,110.67,9.7,0.0,0.0,3.17,1.0,110.67
261,110.67,9.31,0.0,0.0,3.79,1.0,110.67
262,117.92,8.82,0.0,0.0,4.55,1.0,117.92
263,117.92,8.4,0.0,0.0,4.69,1.0,117.92
264,117.92,8.25,0.0,0.0,5.03,1.0,117.92
265,117.92,8.25,0.0,0.0,6.07,1.0,117.92
266,117.92,8.06,0.0,0.0,7.1,1.0,117.92
267,117.92,7.57,0.0,0.0,8.0,1.0,117.92
268,117.92,6.88,0.0,0.0,8.14,1.0,117.92
269,117.92,6.24,0.0,0.0,8.14,1.0,117.92
270,117.92,5.6,0.0,0.0,8.41,1.0,117.92
271,93.17,5.27,25.0,25.0,8.62,1.0,93.17
272,93.17,5.63,51.0,51.0,9.52,1.0,93.17
273,109.319747829893,5.51,255.0,173.0,9.72,1.0,109.319747829893
274,110.181110446098,5.73,271.0,224.0,9.31,1.0,110.181110446098
275,111.642194908617,5.95,104.0,104.0,9.1,1.0,111.642194908617
276,111.784768479726,6.23,222.0,211.0,8.97,1.0,111.784768479726
277,111.421800013673,6.32,302.0,214.0,8.69,1.0,111.421800013673
278,111.237789100083,6.03,175.0,153.0,8.55,1.0,111.237789100083
279,111.176752013733,5.79,63.0,62.0,8.41,1.0,111.176752013733
280,111.026888086063,5.41,1.0,1.0,8.0,1.0,111.026888086063
281,110.756517110959,5.2,0.0,0.0,8.0,1.0,110.756517110959
282,110.910131302469,5.16,0.0,0.0,7.93,1.0,110.910131302469
283,110.67,5.1,0.0,0.0,7.79,1.0,110.67
284,110.67,5.17,0.0,0.0,7.72,1.0,110.67
285,110.67,5.09,0.0,0.0,7.66,1.0,110.67
286,117.92,4.95,0.0,0.0,7.93,1.0,117.92
287,117.92,4.83,0.0,0.0,7.93,1.0,117.92
288,117.92,4.68,0.0,0.0,8.07,1.0,117.92
289,117.92,4.47,0.0,0.0,7.66,1.0,117.92
290,117.92,4.25,0.0,0.0,7.59,1.0,117.92
291,117.92,4.07,0.0,0.0,7.66,1.0,117.92
292,117.92,3.83,0.0,0.0,8.34,1.0,117.92
293,117.92,3.64,0.0,0.0,8.41,1.0,117.92
294,117.92,3.53,0.0,0.0,8.48,1.0,117.92
295,93.17,3.57,27.0,27.0,8.34,1.0,93.17
296,93.17,3.71,209.0,71.0,9.1,1.0,93.17
297,93.17,4.07,374.0,79.0,9.38,1.0,93.17
298,93.17,4.28,396.0,196.0,9.24,1.0,93.17
299,93.17,4.46,481.0,172.0,9.24,1.0,93.17
300,93.17,4.39,264.0,238.0,9.38,1.0,93.17
301,93.17,4.38,217.0,201.0,9.45,1.0,93.17
302,93.17,4.3,172.0,155.0,9.31,1.0,93.17
303,93.17,4.22,75.0,72.0,9.03,1.0,93.17
304,93.17,4.17,2.0,2.0,8.97,1.0,93.17
305,93.17,4.09,0.0,0.0,8.07,1.0,93.17
306,93.17,4.22,0.0,0.0,8.0,1.0,93.17
307,108.17,4.31,0.0,0.0,7.79,1.0,108.17
308,108.17,3.99,0.0,0.0,7.59,1.0,108.17
309,108.17,4.16,0.0,0.0,7.59,1.0,108.17
310,117.92,4.31,0.0,0.0,7.38,1.0,117.92
311,117.92,4.27,0.0,0.0,7.31,1.0,117.92
312,117.92,4.21,0.0,0.0,6.97,1.0,117.92
313,117.92,4.2,0.0,0.0,6.9,1.0,117.92
314,117.92,4.37,0.0,0.0,6.76,1.0,117.92
315,117.92,4.39,0.0,0.0,6.34,1.0,117.92
316,117.92,4.41,0.0,0.0,6.14,1.0,117.92
317,117.92,4.33,0.0,0.0,6.14,1.0,117.92
318,117.92,4.22,0.0,0.0,5.86,1.0,117.92
319,93.17,4.18,22.0,22.0,5.31,1.0,93.17
320,93.17,4.65,215.0,64.0,5.24,1.0,93.17
321,93.17,5.38,368.0,85.0,5.31,1.0,93.17
322,93.17,6.23,484.0,88.0,5.17,1.0,93.17
323,93.17,6.99,531.0,102.0,4.97,1.0,93.17
324,93.17,7.86,537.0,85.0,4.83,1.0,93.17
325,93.17,8.47,466.0,84.0,4.62,1.0,93.17
326,93.17,8.77,344.0,75.0,4.41,1.0,93.17
327,93.17,8.68,178.0,57.0,4.07,1.0,93.17
328,93.17,8.1,4.0,4.0,3.31,1.0,93.17
329,93.17,7.13,0.0,0.0,3.17,1.0,93.17
330,93.17,6.45,0.0,0.0,3.03,1.0,93.17
331,108.17,5.95,0.0,0.0,2.76,1.0,108.17
332,108.17,5.39,0.0,0.0,1.93,1.0,108.17
333,108.17,4.41,0.0,0.0,1.72,1.0,108.17
334,117.92,3.94,0.0,0.0,1.66,1.0,117.92
335,117.92,4.02,0.0,0.0,1.52,1.0,117.92
336,117.92,4.39,0.0,0.0,1.38,1.0,117.92
337,117.92,4.3,0.0,0.0,1.38,1.0,117.92
338,117.92,3.77,0.0,0.0,1.59,1.0,117.92
339,117.92,3.5,0.0,0.0,1.72,1.0,117.92
340,117.92,3.43,0.0,0.0,1.79,1.0,117.92
341,117.92,3.27,0.0,0.0,1.86,1.0,117.92
342,117.92,2.92,0.0,0.0,2.0,1.0,117.92
343,93.17,2.76,22.0,22.0,2.14,1.0,93.17
344,93.17,4.65,215.0,63.0,2.14,1.0,93.17
345,110.409669734539,8.57,364.0,87.0,2.21,1.0,110.409669734539
346,112.732683695954,11.06,479.0,90.0,2.69,1.0,112.732683695954
347,114.851622195732,12.14,534.0,94.0,5.1,1.0,114.851622195732
348,114.29734940271,12.69,502.0,130.0,5.79,1.0,114.29734940271
349,113.323588005007,12.62,311.0,221.0,5.79,1.0,113.323588005007
350,111.797309714351,12.08,183.0,160.0,6.0,1.0,111.797309714351
351,110.80077326455,11.37,133.0,91.0,5.79,1.0,110.80077326455
352,111.31435275974,10.47,2.0,2.0,5.45,1.0,111.31435275974
353,111.006380784071,9.54,0.0,0.0,4.9,1.0,111.006380784071
354,112.351855321616,8.97,0.0,0.0,4.28,1.0,112.351855321616
355,110.67,8.58,0.0,0.0,3.66,1.0,110.67
356,110.67,8.55,0.0,0.0,3.45,1.0,110.67
357,110.67,8.22,0.0,0.0,3.31,1.0,110.67
358,117.92,8.08,0.0,0.0,3.31,1.0,117.92
359,117.92,7.9,0.0,0.0,3.24,1.0,117.92
360,117.92,7.72,0.0,0.0,3.03,1.0,117.92
361,117.92,7.62,0.0,0.0,2.97,1.0,117.92
362,117.92,7.28,0.0,0.0,2.83,1.0,117.92
363,117.92,7.22,0.0,0.0,2.62,1.0,117.92
364,117.92,7.11,0.0,0.0,2.48,1.0,117.92
365,117.92,6.98,0.0,0.0,2.48,1.0,117.92
366,117.92,7.08,0.0,0.0,2.69,1.0,117.92
367,93.17,7.09,23.0,23.0,2.69,1.0,93.17
368,93.17,7.78,119.0,104.0,2.69,1.0,93.17
369,110.096837404538,8.64,195.0,173.0,3.38,1.0,110.096837404538
370,111.236293486524,9.17,250.0,222.0,4.14,1.0,111.236293486524
371,113.881881882367,9.26,415.0,236.0,4.0,1.0,113.881881882367
372,113.627770670912,9.58,483.0,162.0,3.79,1.0,113.627770670912
373,113.355920143915,9.63,178.0,174.0,3.59,1.0,113.355920143915
374,113.110117319688,9.76,173.0,157.0,3.45,1.0,113.110117319688
375,112.518640740583,9.55,102.0,89.0,3.17,1.0,112.518640740583
376,111.683570107695,9.17,4.0,4.0,2.69,1.0,111.683570107695
377,111.530905037273,8.34,0.0,0.0,2.55,1.0,111.530905037273
378,111.598075743477,7.75,0.0,0.0,2.34,1.0,111.598075743477
379,110.67,7.02,0.0,0.0,2.14,1.0,110.67
380,110.67,5.66,0.0,0.0,1.59,1.0,110.67
381,110.67,5.21,0.0,0.0,1.38,1.0,110.67
382,117.92,5.71,0.0,0.0,1.1,1.0,117.92
383,117.92,5.97,0.0,0.0,0.97,1.0,117.92
384,117.92,6.02,0.0,0.0,0.97,1.0,117.92
385,117.92,6.3,0.0,0.0,0.76,1.0,117.92
386,117.92,6.43,0.0,0.0,0.55,1.0,117.92
387,117.92,5.71,0.0,0.0,0.55,1.0,117.92
388,117.92,5.69,0.0,0.0,0.62,1.0,117.92
389,117.92,5.44,0.0,0.0,1.1,1.0,117.92
390,117.92,4.32,0.0,0.0,1.66,1.0,117.92
391,93.17,4.74,24.0,24.0,2.21,1.0,93.17
392,93.17,5.79,217.0,63.0,1.86,1.0,93.17
393,110.213992908132,8.81,329.0,134.0,2.34,1.0,110.213992908132
394,111.135023398824,10.41,335.0,229.0,3.1,1.0,111.135023398824
395,113.384012166522,11.33,374.0,254.0,3.45,1.0,113.384012166522
396,113.146288068389,11.96,501.0,136.0,3.45,1.0,113.146288068389
397,113.307396193689,12.59,446.0,113.0,3.24,1.0,113.307396193689
398,112.632243138539,12.79,331.0,95.0,2.9,1.0,112.632243138539
399,112.365441008884,12.82,184.0,58.0,2.34,1.0,112.365441008884
400,112.701173015821,12.41,9.0,9.0,1.59,1.0,112.701173015821
401,112.722647130285,11.47,0.0,0.0,1.17,1.0,112.722647130285
402,113.164117044825,11.02,0.0,0.0,0.9,1.0,113.164117044825
403,110.67,10.76,0.0,0.0,1.03,1.0,110.67
404,110.67,10.04,0.0,0.0,1.24,1.0,110.67
405,110.67,8.33,0.0,0.0,1.86,1.0,110.67
406,117.92,7.81,0.0,0.0,2.34,1.0,117.92
407,117.92,7.83,0.0,0.0,2.62,1.0,117.92
408,117.92,8.01,0.0,0.0,2.76,1.0,117.92
409,117.92,8.21,0.0,0.0,2.9,1.0,117.92
410,117.92,7.62,0.0,0.0,2.76,1.0,117.92
411,117.92,7.09,0.0,0.0,2.55,1.0,117.92
412,117.92,6.64,0.0,0.0,2.69,1.0,117.92
413,117.92,6.31,0.0,0.0,2.76,1.0,117.92
414,117.92,6.06,0.0,0.0,2.9,1.0,117.92
415,93.17,6.0,23.0,23.0,2.97,1.0,93.17
416,93.17,9.04,203.0,86.0,3.1,1.0,93.17
417,111.646772487775,10.86,365.0,99.0,4.97,1.0,111.646772487775
418,113.221748786737,10.73,473.0,115.0,7.72,1.0,113.221748786737
419,116.454668834224,10.58,527.0,122.0,7.93,1.0,116.454668834224
420,116.680627634374,10.41,389.0,251.0,7.66,1.0,116.680627634374
421,116.904464295449,10.04,437.0,142.0,6.97,1.0,116.904464295449
422,116.419783323249,9.47,339.0,98.0,6.28,1.0,116.419783323249
423,115.733932364848,8.79,164.0,86.0,5.52,1.0,115.733932364848
424,115.881950966705,8.25,11.0,11.0,4.55,1.0,115.881950966705
425,116.2365331131,7.49,0.0,0.0,3.93,1.0,116.2365331131
426,116.785612746812,6.92,0.0,0.0,3.59,1.0,116.785612746812
427,110.67,6.5,0.0,0.0,3.24,1.0,110.67
428,110.67,6.67,0.0,0.0,3.24,1.0,110.67
429,110.67,6.34,0.0,0.0,3.31,1.0,110.67
430,117.92,6.19,0.0,0.0,3.52,1.0,117.92
431,117.92,6.15,0.0,0.0,3.86,1.0,117.92
432,117.92,6.24,0.0,0.0,4.69,1.0,117.92
433,117.92,6.16,0.0,0.0,5.59,1.0,117.92
434,117.92,5.95,0.0,0.0,6.0,1.0,117.92
435,117.92,5.69,0.0,0.0,5.93,1.0,117.92
436,117.92,5.25,0.0,0.0,5.52,1.0,117.92
