hour,Load (kW),Air Temp,SolRad_Hor,SolRad_Dif,WS_10m,scaling_factor,Modified Load (kW)
2104,107.100796808034,15.16,89.0,88.0,1.31,1.0,107.100796808034
2105,107.111053758033,14.52,39.0,35.0,0.34,1.0,107.111053758033
2106,106.801040723981,13.79,0.0,0.0,1.31,1.0,106.801040723981
2107,110.67,12.52,0.0,0.0,1.45,1.0,110.67
2108,110.67,11.09,0.0,0.0,1.45,1.0,110.67
2109,110.67,10.37,0.0,0.0,1.59,1.0,110.67
2110,117.92,10.04,0.0,0.0,1.66,1.0,117.92
2111,117.92,9.96,0.0,0.0,1.86,1.0,117.92
2112,117.92,9.7,0.0,0.0,1.86,1.0,117.92
2113,117.92,9.49,0.0,0.0,1.79,1.0,117.92
2114,117.92,9.09,0.0,0.0,1.66,1.0,117.92
2115,117.92,8.8,0.0,0.0,1.52,1.0,117.92
2116,117.92,8.72,0.0,0.0,1.52,1.0,117.92
2117,117.92,8.62,0.0,0.0,1.45,1.0,117.92
2118,117.92,8.49,121.0,65.0,1.72,1.0,117.92
2119,93.17,11.63,325.0,117.0,1.93,1.0,93.17
2120,93.17,12.76,535.0,132.0,2.48,1.0,93.17
2121,106.73,13.85,686.0,169.0,2.97,1.0,106.73
2122,106.73,14.86,826.0,146.0,3.31,1.0,106.73
2123,106.73,15.54,882.0,149.0,3.31,1.0,106.73
2124,106.73,16.11,875.0,144.0,3.45,1.0,106.73
2125,106.73,16.48,817.0,118.0,3.38,1.0,106.73
2126,106.73,16.57,675.0,118.0,3.17,1.0,106.73
2127,106.73,16.37,490.0,106.0,3.52,1.0,106.73
2128,106.73,15.72,173.0,138.0,3.59,1.0,106.73
2129,106.73,15.02,36.0,33.0,2.48,1.0,106.73
2130,106.73,14.3,0.0,0.0,1.45,1.0,106.73
2131,110.67,13.27,0.0,0.0,1.1,1.0,110.67
2132,110.67,12.93,0.0,0.0,1.45,1.0,110.67
2133,110.67,13.03,0.0,0.0,1.93,1.0,110.67
2134,117.92,12.95,0.0,0.0,2.0,1.0,117.92
2135,117.92,12.52,0.0,0.0,1.86,1.0,117.92
2136,117.92,12.07,0.0,0.0,1.79,1.0,117.92
2137,117.92,12.11,0.0,0.0,2.0,1.0,117.92
2138,117.92,11.83,0.0,0.0,2.0,1.0,117.92
2139,117.92,11.57,0.0,0.0,2.14,1.0,117.92
2140,117.92,11.32,0.0,0.0,2.34,1.0,117.92
2141,117.92,11.24,0.0,0.0,2.48,1.0,117.92
2142,117.92,11.13,71.0,65.0,2.34,1.0,117.92
2143,93.17,11.81,232.0,174.0,2.0,1.0,93.17
2144,93.17,13.17,439.0,239.0,2.34,1.0,93.17
2145,93.17,14.47,657.0,214.0,3.59,1.0,93.17
2146,93.17,15.56,756.0,248.0,4.28,1.0,93.17
2147,93.17,16.51,872.0,161.0,4.41,1.0,93.17
2148,93.17,16.82,690.0,368.0,4.41,1.0,93.17
2149,93.17,16.95,725.0,241.0,4.21,1.0,93.17
2150,93.17,17.45,549.0,267.0,4.14,1.0,93.17
2151,93.17,17.58,473.0,123.0,3.1,1.0,93.17
2152,93.17,17.58,242.0,116.0,2.0,1.0,93.17
2153,93.17,14.99,64.0,39.0,1.42,1.0,93.17
2154,93.17,14.51,0.0,0.0,1.74,1.0,93.17
2155,108.17,14.03,0.0,0.0,2.07,1.0,108.17
2156,108.17,13.54,0.0,0.0,2.4,1.0,108.17
2157,108.17,13.06,0.0,0.0,2.73,1.0,108.17
2158,117.92,12.58,0.0,0.0,3.06,1.0,117.92
2159,117.92,12.1,0.0,0.0,3.39,1.0,117.92
2160,117.92,11.61,0.0,0.0,3.72,1.0,117.92
2161,117.92,11.13,0.0,0.0,4.05,1.0,117.92
2162,117.92,10.65,0.0,0.0,4.38,1.0,117.92
2163,117.92,10.17,0.0,0.0,4.71,1.0,117.92
2164,117.92,9.68,0.0,0.0,5.04,1.0,117.92
2165,117.92,9.2,0.0,0.0,5.36,1.0,117.92
2166,117.92,8.72,100.0,77.0,5.69,1.0,117.92
2167,93.17,8.24,83.0,83.0,6.02,1.0,93.17
2168,93.17,7.75,368.0,274.0,6.35,1.0,93.17
2169,93.17,11.73,132.0,132.0,5.59,1.0,93.17
2170,93.17,11.74,130.0,130.0,5.1,1.0,93.17
2171,93.17,11.75,116.0,116.0,4.69,1.0,93.17
2172,93.17,10.99,119.0,119.0,4.41,1.0,93.17
2173,93.17,10.42,191.0,191.0,3.86,1.0,93.17
2174,93.17,11.1,677.0,135.0,4.07,1.0,93.17
2175,93.17,11.92,322.0,242.0,4.9,1.0,93.17
2176,93.17,12.09,272.0,97.0,4.9,1.0,93.17
2177,93.17,11.59,74.0,38.0,4.34,1.0,93.17
2178,93.17,10.74,0.0,0.0,3.38,1.0,93.17
2179,108.17,9.94,0.0,0.0,2.69,1.0,108.17
2180,108.17,9.38,0.0,0.0,2.14,1.0,108.17
2181,108.17,8.41,0.0,0.0,1.72,1.0,108.17
2182,117.92,7.43,0.0,0.0,1.45,1.0,117.92
2183,117.92,7.36,0.0,0.0,1.31,1.0,117.92
2184,117.92,7.34,0.0,0.0,1.24,1.0,117.92
2185,117.92,7.38,0.0,0.0,1.24,1.0,117.92
2186,117.92,8.01,0.0,0.0,1.1,1.0,117.92
2187,117.92,8.63,0.0,0.0,0.62,1.0,117.92
2188,117.92,8.64,0.0,0.0,0.48,1.0,117.92
2189,117.92,8.2,0.0,0.0,1.1,1.0,117.92
2190,117.92,6.75,148.0,63.0,1.38,1.0,117.92
2191,93.17,9.94,356.0,109.0,1.59,1.0,93.17
2192,93.17,12.91,552.0,139.0,2.28,1.0,93.17
2193,106.73,14.57,723.0,152.0,2.83,1.0,106.73
2194,106.73,16.02,849.0,150.0,3.17,1.0,106.73
2195,107.413369606609,17.27,904.0,152.0,3.38,1.0,107.413369606609
2196,106.73,18.14,896.0,146.0,3.45,1.0,106.73
2197,106.73,18.78,828.0,131.0,3.38,1.0,106.73
2198,106.73,19.07,686.0,126.0,3.24,1.0,106.73
2199,106.904159913364,18.95,494.0,119.0,3.17,1.0,106.904159913364
2200,106.926179305024,18.39,248.0,121.0,3.24,1.0,106.926179305024
2201,107.545791116179,17.4,55.0,43.0,2.76,1.0,107.545791116179
2202,107.626266745883,16.11,0.0,0.0,1.79,1.0,107.626266745883
2203,110.67,15.01,0.0,0.0,1.17,1.0,110.67
2204,110.67,14.51,0.0,0.0,2.0,1.0,110.67
2205,110.67,14.26,0.0,0.0,2.34,1.0,110.67
2206,117.92,13.78,0.0,0.0,2.76,1.0,117.92
2207,117.92,13.47,0.0,0.0,2.83,1.0,117.92
2208,117.92,12.87,0.0,0.0,2.69,1.0,117.92
2209,117.92,12.39,0.0,0.0,2.76,1.0,117.92
2210,117.92,11.94,0.0,0.0,2.76,1.0,117.92
2211,117.92,11.5,0.0,0.0,2.9,1.0,117.92
2212,117.92,10.97,0.0,0.0,2.97,1.0,117.92
2213,117.92,10.6,0.0,0.0,2.9,1.0,117.92
2214,117.92,10.57,150.0,66.0,2.76,1.0,117.92
2215,93.17,12.13,355.0,112.0,2.69,1.0,93.17
2216,93.17,14.76,554.0,138.0,2.76,1.0,93.17
2217,106.73,16.63,721.0,153.0,3.1,1.0,106.73
2218,106.73,18.06,846.0,151.0,3.31,1.0,106.73
2219,107.300025995573,19.09,886.0,168.0,3.59,1.0,107.300025995573
2220,106.73,19.65,859.0,184.0,3.93,1.0,106.73
2221,106.834930898905,19.91,808.0,149.0,4.28,1.0,106.834930898905
2222,107.1255767558,19.91,677.0,134.0,4.48,1.0,107.1255767558
2223,107.32425028042,19.7,496.0,116.0,4.55,1.0,107.32425028042
2224,106.996339615656,19.25,273.0,100.0,4.62,1.0,106.996339615656
2225,107.318674686937,18.21,65.0,45.0,4.21,1.0,107.318674686937
2226,107.939435295068,16.78,0.0,0.0,4.28,1.0,107.939435295068
2227,110.67,15.93,0.0,0.0,4.14,1.0,110.67
2228,110.67,15.34,0.0,0.0,3.52,1.0,110.67
2229,110.67,15.01,0.0,0.0,3.38,1.0,110.67
2230,117.92,14.66,0.0,0.0,3.24,1.0,117.92
2231,117.92,14.32,0.0,0.0,2.9,1.0,117.92
2232,117.92,14.0,0.0,0.0,2.83,1.0,117.92
2233,117.92,13.64,0.0,0.0,2.76,1.0,117.92
2234,117.92,13.09,0.0,0.0,2.41,1.0,117.92
2235,117.92,12.76,0.0,0.0,2.41,1.0,117.92
2236,117.92,12.48,0.0,0.0,2.41,1.0,117.92
2237,117.92,12.3,0.0,0.0,2.69,1.0,117.92
2238,117.92,12.76,114.0,82.0,3.1,1.0,117.92
2239,93.17,14.59,88.0,88.0,4.28,1.0,93.17
2240,93.17,16.59,345.0,274.0,5.31,1.0,93.17
2241,108.417078752607,18.0,682.0,200.0,5.66,1.0,108.417078752607
2242,107.791395566448,19.03,568.0,401.0,5.93,1.0,107.791395566448
2243,110.350925682057,19.6,824.0,252.0,6.76,1.0,110.350925682057
2244,109.836503379891,19.82,802.0,261.0,7.24,1.0,109.836503379891
2245,109.136003281721,19.95,676.0,308.0,6.83,1.0,109.136003281721
2246,109.102561788583,20.11,662.0,147.0,6.14,1.0,109.102561788583
2247,108.671874713908,20.1,430.0,186.0,5.66,1.0,108.671874713908
2248,109.204609190992,19.84,258.0,113.0,5.17,1.0,109.204609190992
2249,109.533808344417,19.09,58.0,45.0,4.97,1.0,109.533808344417
2250,109.831069086989,18.05,0.0,0.0,5.1,1.0,109.831069086989
2251,110.67,17.43,0.0,0.0,5.31,1.0,110.67
2252,110.67,17.2,0.0,0.0,2.83,1.0,110.67
2253,110.67,16.77,0.0,0.0,3.86,1.0,110.67
2254,117.92,16.34,0.0,0.0,3.24,1.0,117.92
2255,117.92,15.95,0.0,0.0,1.66,1.0,117.92
2256,117.92,15.72,0.0,0.0,2.0,1.0,117.92
2257,117.92,15.34,0.0,0.0,1.59,1.0,117.92
2258,117.92,15.26,0.0,0.0,0.62,1.0,117.92
2259,117.92,14.54,0.0,0.0,0.9,1.0,117.92
2260,117.92,13.41,0.0,0.0,1.59,1.0,117.92
2261,117.92,13.29,0.0,0.0,1.79,1.0,117.92
2262,117.92,13.35,20.0,20.0,2.9,1.0,117.92
2263,93.17,13.37,285.0,173.0,4.21,1.0,93.17
2264,93.17,14.77,246.0,233.0,3.31,1.0,93.17
2265,109.674545728683,15.63,368.0,330.0,3.38,1.0,109.674545728683
2266,108.301921786069,16.5,409.0,373.0,3.17,1.0,108.301921786069
2267,110.212390267143,16.97,339.0,331.0,3.03,1.0,110.212390267143
2268,108.127413455508,16.97,343.0,334.0,2.76,1.0,108.127413455508
2269,107.54074433924,16.86,105.0,105.0,2.21,1.0,107.54074433924
2270,107.708558544926,16.8,80.0,80.0,2.97,1.0,107.708558544926
2271,107.474942236028,16.24,173.0,171.0,3.17,1.0,107.474942236028
2272,108.04268235626,15.64,24.0,24.0,3.66,1.0,108.04268235626
2273,108.044241346004,14.81,44.0,40.0,4.0,1.0,108.044241346004
2274,108.352120496974,13.83,0.0,0.0,3.86,1.0,108.352120496974
2275,110.67,13.19,0.0,0.0,3.31,1.0,110.67
2276,110.67,12.01,0.0,0.0,2.97,1.0,110.67
2277,110.67,11.7,0.0,0.0,2.62,1.0,110.67
2278,117.92,11.6,0.0,0.0,1.79,1.0,117.92
2279,117.92,11.41,0.0,0.0,2.14,1.0,117.92
2280,117.92,11.21,0.0,0.0,2.21,1.0,117.92
2281,117.92,10.91,0.0,0.0,2.76,1.0,117.92
2282,117.92,10.51,0.0,0.0,2.76,1.0,117.92
2283,117.92,10.2,0.0,0.0,2.97,1.0,117.92
2284,117.92,9.96,0.0,0.0,3.03,1.0,117.92
2285,117.92,9.76,0.0,0.0,2.97,1.0,117.92
2286,117.92,10.18,107.0,87.0,2.97,1.0,117.92
2287,93.17,11.65,163.0,156.0,2.9,1.0,93.17
2288,93.17,14.27,378.0,281.0,3.79,1.0,93.17
2289,107.956572565995,16.09,343.0,320.0,3.66,1.0,107.956572565995
2290,107.260324123206,17.92,640.0,384.0,2.69,1.0,107.260324123206
2291,108.076186814534,19.17,789.0,313.0,1.59,1.0,108.076186814534
2292,106.914902354358,20.12,544.0,429.0,2.69,1.0,106.914902354358
2293,106.891464603568,20.35,776.0,199.0,3.59,1.0,106.891464603568
2294,107.04907009061,20.45,684.0,135.0,4.0,1.0,107.04907009061
2295,107.986971032701,20.46,429.0,198.0,4.0,1.0,107.986971032701
2296,108.389328779401,20.22,172.0,144.0,4.0,1.0,108.389328779401
2297,106.981126658474,19.5,56.0,47.0,3.72,1.0,106.981126658474
2298,106.98308381097,18.13,0.0,0.0,3.59,1.0,106.98308381097
2299,110.67,16.8,0.0,0.0,3.79,1.0,110.67
2300,110.67,16.0,0.0,0.0,4.21,1.0,110.67
2301,110.67,15.07,0.0,0.0,4.55,1.0,110.67
2302,117.92,14.13,0.0,0.0,4.34,1.0,117.92
2303,117.92,13.45,0.0,0.0,4.34,1.0,117.92
2304,117.92,12.99,0.0,0.0,4.21,1.0,117.92
2305,117.92,12.68,0.0,0.0,3.93,1.0,117.92
2306,117.92,12.44,0.0,0.0,3.59,1.0,117.92
2307,117.92,12.3,0.0,0.0,3.38,1.0,117.92
2308,117.92,12.25,0.0,0.0,3.31,1.0,117.92
2309,117.92,12.15,0.0,0.0,3.31,1.0,117.92
2310,117.92,12.51,175.0,68.0,3.31,1.0,117.92
2311,93.17,14.09,384.0,112.0,3.93,1.0,93.17
2312,93.17,15.31,583.0,138.0,4.14,1.0,93.17
2313,93.17,16.63,750.0,152.0,4.55,1.0,93.17
2314,93.17,17.77,866.0,160.0,4.83,1.0,93.17
2315,93.17,18.68,924.0,157.0,5.1,1.0,93.17
2316,93.17,19.48,909.0,156.0,4.97,1.0,93.17
2317,93.17,20.06,849.0,130.0,4.97,1.0,93.17
2318,93.17,20.33,700.0,133.0,5.24,1.0,93.17
2319,93.17,20.35,462.0,178.0,5.17,1.0,93.17
2320,93.17,20.05,250.0,135.0,4.97,1.0,93.17
2321,93.17,19.35,89.0,45.0,4.69,1.0,93.17
2322,93.17,18.28,0.0,0.0,4.69,1.0,93.17
2323,108.17,17.35,0.0,0.0,4.55,1.0,108.17
2324,108.17,16.69,0.0,0.0,4.41,1.0,108.17
2325,108.17,15.98,0.0,0.0,4.28,1.0,108.17
2326,117.92,15.45,0.0,0.0,3.93,1.0,117.92
2327,117.92,14.95,0.0,0.0,3.59,1.0,117.92
2328,117.92,14.52,0.0,0.0,3.31,1.0,117.92
2329,117.92,14.17,0.0,0.0,3.17,1.0,117.92
2330,117.92,13.9,0.0,0.0,2.97,1.0,117.92
2331,117.92,13.65,0.0,0.0,2.9,1.0,117.92
2332,117.92,13.38,0.0,0.0,2.83,1.0,117.92
2333,117.92,13.3,0.0,0.0,2.97,1.0,117.92
2334,117.92,13.62,96.0,86.0,3.1,1.0,117.92
2335,93.17,14.79,67.0,67.0,4.0,1.0,93.17
2336,93.17,15.49,104.0,104.0,5.17,1.0,93.17
2337,93.17,15.75,626.0,303.0,4.97,1.0,93.17
2338,93.17,16.3,805.0,245.0,5.24,1.0,93.17
2339,93.17,16.19,742.0,379.0,5.59,1.0,93.17
2340,93.17,14.51,248.0,248.0,7.17,1.0,93.17
2341,93.17,11.78,583.0,390.0,8.9,1.0,93.17
2342,93.17,9.99,492.0,327.0,8.69,1.0,93.17
2343,93.17,9.6,461.0,178.0,8.34,1.0,93.17
2344,93.17,9.35,295.0,99.0,8.14,1.0,93.17
2345,93.17,8.79,79.0,49.0,7.59,1.0,93.17
2346,93.17,8.4,0.0,0.0,6.69,1.0,93.17
2347,108.17,8.01,0.0,0.0,5.52,1.0,108.17
2348,108.17,7.78,0.0,0.0,5.45,1.0,108.17
2349,108.17,7.62,0.0,0.0,4.69,1.0,108.17
2350,117.92,7.37,0.0,0.0,4.34,1.0,117.92
2351,117.92,7.22,0.0,0.0,4.21,1.0,117.92
2352,117.92,7.09,0.0,0.0,4.14,1.0,117.92
2353,117.92,7.03,0.0,0.0,4.0,1.0,117.92
2354,117.92,7.02,0.0,0.0,3.93,1.0,117.92
2355,117.92,6.89,0.0,0.0,3.86,1.0,117.92
2356,117.92,6.75,0.0,0.0,3.72,1.0,117.92
2357,117.92,6.55,0.0,0.0,3.66,1.0,117.92
2358,117.92,6.85,182.0,75.0,3.52,1.0,117.92
2359,93.17,8.04,289.0,198.0,4.07,1.0,93.17
2360,93.17,8.85,596.0,147.0,4.48,1.0,93.17
2361,107.029627613326,9.95,679.0,276.0,5.45,1.0,107.029627613326
2362,106.73,10.81,738.0,350.0,5.72,1.0,106.73
2363,107.079414194593,11.7,934.0,172.0,5.79,1.0,107.079414194593
2364,106.756088232537,12.13,475.0,422.0,6.0,1.0,106.756088232537
2365,106.868072923058,12.26,571.0,404.0,6.34,1.0,106.868072923058
2366,107.188720205304,12.18,607.0,268.0,6.48,1.0,107.188720205304
2367,106.846767944507,12.03,430.0,223.0,6.34,1.0,106.846767944507
2368,106.73,11.68,312.0,93.0,6.14,1.0,106.73
2369,106.73,11.05,88.0,50.0,5.79,1.0,106.73
2370,106.73,10.19,0.0,0.0,4.97,1.0,106.73
2371,110.67,9.37,0.0,0.0,4.34,1.0,110.67
2372,110.67,8.74,0.0,0.0,3.79,1.0,110.67
2373,110.67,8.22,0.0,0.0,3.31,1.0,110.67
2374,117.92,7.78,0.0,0.0,2.9,1.0,117.92
2375,117.92,7.38,0.0,0.0,2.69,1.0,117.92
2376,117.92,7.09,0.0,0.0,2.62,1.0,117.92
2377,117.92,6.89,0.0,0.0,2.69,1.0,117.92
2378,117.92,6.76,0.0,0.0,2.69,1.0,117.92
2379,117.92,6.53,0.0,0.0,2.62,1.0,117.92
2380,117.92,6.39,0.0,0.0,2.62,1.0,117.92
2381,117.92,6.32,1.0,1.0,2.62,1.0,117.92
2382,117.92,6.88,192.0,71.0,2.34,1.0,117.92
2383,93.17,9.09,401.0,117.0,2.34,1.0,93.17
2384,93.17,10.46,593.0,152.0,2.69,1.0,93.17
2385,106.841680322578,11.86,748.0,184.0,2.97,1.0,106.841680322578
2386,106.73,13.05,813.0,267.0,2.62,1.0,106.73
2387,106.73,13.98,770.0,376.0,2.34,1.0,106.73
2388,106.73,14.72,753.0,376.0,2.21,1.0,106.73
2389,106.73,15.29,628.0,385.0,2.07,1.0,106.73
2390,106.73,15.51,677.0,181.0,1.66,1.0,106.73
2391,106.73,15.46,523.0,124.0,1.1,1.0,106.73
2392,106.73,15.14,309.0,97.0,0.62,1.0,106.73
2393,106.73,14.46,94.0,48.0,0.62,1.0,106.73
2394,106.73,13.45,0.0,0.0,1.93,1.0,106.73
2395,110.67,12.1,0.0,0.0,2.76,1.0,110.67
2396,110.67,11.1,0.0,0.0,2.07,1.0,110.67
2397,110.67,9.94,0.0,0.0,1.66,1.0,110.67
2398,117.92,9.17,0.0,0.0,1.38,1.0,117.92
2399,117.92,8.98,0.0,0.0,1.24,1.0,117.92
2400,117.92,9.67,0.0,0.0,0.97,1.0,117.92
2401,117.92,9.93,0.0,0.0,0.48,1.0,117.92
2402,117.92,9.7,0.0,0.0,0.34,1.0,117.92
2403,117.92,9.33,0.0,0.0,0.69,1.0,117.92
2404,117.92,8.65,0.0,0.0,0.97,1.0,117.92
2405,117.92,8.03,2.0,2.0,1.1,1.0,117.92
2406,117.92,7.92,149.0,99.0,1.03,1.0,117.92
2407,93.17,10.53,351.0,170.0,0.69,1.0,93.17
2408,93.17,12.07,590.0,153.0,0.9,1.0,93.17
2409,106.73,13.43,769.0,153.0,0.62,1.0,106.73
2410,106.73,14.68,883.0,160.0,0.21,1.0,106.73
2411,107.854837092096,15.67,910.0,195.0,0.34,1.0,107.854837092096
2412,106.73,16.46,914.0,167.0,0.83,1.0,106.73
2413,106.73,17.02,829.0,167.0,1.31,1.0,106.73
2414,106.73,17.2,691.0,155.0,1.59,1.0,106.73
2415,106.73,17.08,522.0,123.0,1.79,1.0,106.73
2416,106.73,16.5,306.0,99.0,2.34,1.0,106.73
2417,106.73,15.44,102.0,48.0,3.1,1.0,106.73
2418,106.73,14.13,0.0,0.0,3.03,1.0,106.73
2419,110.67,13.12,0.0,0.0,2.21,1.0,110.67
2420,110.67,12.19,0.0,0.0,1.38,1.0,110.67
2421,110.67,11.57,0.0,0.0,0.97,1.0,110.67
2422,117.92,11.8,0.0,0.0,0.48,1.0,117.92
2423,117.92,11.57,0.0,0.0,0.07,1.0,117.92
2424,117.92,11.09,0.0,0.0,0.62,1.0,117.92
2425,117.92,10.14,0.0,0.0,0.9,1.0,117.92
2426,117.92,9.26,0.0,0.0,1.1,1.0,117.92
2427,117.92,8.72,0.0,0.0,1.17,1.0,117.92
2428,117.92,8.34,0.0,0.0,1.24,1.0,117.92
2429,117.92,8.5,2.0,2.0,1.17,1.0,117.92
2430,117.92,9.13,192.0,77.0,0.97,1.0,117.92
2431,93.17,11.77,393.0,126.0,0.76,1.0,93.17
2432,93.17,13.74,590.0,151.0,0.55,1.0,93.17
2433,106.73,15.33,755.0,163.0,0.14,1.0,106.73
2434,106.73,16.58,871.0,166.0,0.41,1.0,106.73
2435,106.73,17.71,927.0,165.0,1.38,1.0,106.73
2436,106.73,18.5,911.0,164.0,2.34,1.0,106.73
2437,106.73,18.86,848.0,140.0,3.1,1.0,106.73
2438,106.73,18.67,700.0,143.0,3.79,1.0,106.73
2439,106.73,18.04,510.0,133.0,4.34,1.0,106.73
2440,106.73,17.04,299.0,104.0,4.41,1.0,106.73
2441,106.73,15.93,100.0,49.0,4.07,1.0,106.73
2442,106.73,14.75,0.0,0.0,3.45,1.0,106.73
2443,110.67,13.92,0.0,0.0,2.9,1.0,110.67
2444,110.67,13.03,0.0,0.0,2.69,1.0,110.67
2445,110.67,12.57,0.0,0.0,2.21,1.0,110.67
2446,117.92,12.21,0.0,0.0,2.0,1.0,117.92
2447,117.92,11.82,0.0,0.0,1.79,1.0,117.92
2448,117.92,11.1,0.0,0.0,1.52,1.0,117.92
2449,117.92,10.98,0.0,0.0,1.24,1.0,117.92
2450,117.92,11.38,0.0,0.0,1.03,1.0,117.92
2451,117.92,11.87,0.0,0.0,0.9,1.0,117.92
2452,117.92,12.25,0.0,0.0,0.69,1.0,117.92
2453,117.92,12.17,1.0,1.0,0.69,1.0,117.92
2454,117.92,12.21,140.0,104.0,0.76,1.0,117.92
2455,93.17,13.83,194.0,180.0,1.31,1.0,93.17
2456,93.17,14.75,305.0,275.0,0.83,1.0,93.17
2457,106.73,16.18,479.0,372.0,0.9,1.0,106.73
2458,106.73,17.76,833.0,215.0,1.17,1.0,106.73
2459,107.454627296582,19.12,799.0,331.0,0.9,1.0,107.454627296582
2460,106.889960670444,20.11,676.0,414.0,1.66,1.0,106.889960670444
2461,106.947488915217,20.67,464.0,394.0,2.62,1.0,106.947488915217
2462,107.166274793293,20.61,600.0,260.0,3.93,1.0,107.166274793293
2463,106.973714337207,19.62,140.0,140.0,4.21,1.0,106.973714337207
2464,106.919404992343,18.51,229.0,153.0,3.59,1.0,106.919404992343
2465,106.858183564848,17.62,98.0,52.0,3.24,1.0,106.858183564848
2466,107.056913502721,16.44,0.0,0.0,2.28,1.0,107.056913502721
2467,110.67,15.59,0.0,0.0,1.24,1.0,110.67
2468,110.67,14.46,0.0,0.0,1.31,1.0,110.67
2469,110.67,14.62,0.0,0.0,0.41,1.0,110.67
2470,117.92,14.56,0.0,0.0,0.14,1.0,117.92
2471,117.92,14.33,0.0,0.0,0.55,1.0,117.92
2472,117.92,13.4,0.0,0.0,1.03,1.0,117.92
2473,117.92,12.18,0.0,0.0,1.38,1.0,117.92
2474,117.92,11.3,0.0,0.0,1.52,1.0,117.92
2475,117.92,11.34,0.0,0.0,1.45,1.0,117.92
2476,117.92,11.12,0.0,0.0,1.38,1.0,117.92
2477,117.92,10.81,4.0,4.0,1.45,1.0,117.92
2478,117.92,10.83,212.0,75.0,1.38,1.0,117.92
2479,93.17,14.21,389.0,154.0,1.31,1.0,93.17
2480,93.17,16.33,587.0,183.0,1.79,1.0,93.17
2481,93.17,18.08,770.0,172.0,2.48,1.0,93.17
2482,93.17,19.26,871.0,199.0,2.9,1.0,93.17
2483,93.17,20.01,335.0,331.0,3.1,1.0,93.17
2484,93.17,20.27,519.0,441.0,3.31,1.0,93.17
2485,93.17,20.41,536.0,412.0,3.17,1.0,93.17
2486,93.17,20.28,187.0,187.0,2.83,1.0,93.17
2487,93.17,19.88,136.0,136.0,2.76,1.0,93.17
2488,93.17,19.28,68.0,68.0,2.83,1.0,93.17
2489,93.17,18.47,48.0,46.0,2.34,1.0,93.17
2490,93.17,17.44,0.0,0.0,1.31,1.0,93.17
2491,108.17,16.28,0.0,0.0,0.55,1.0,108.17
2492,108.17,15.3,0.0,0.0,0.9,1.0,108.17
2493,108.17,15.21,0.0,0.0,0.55,1.0,108.17
2494,117.92,14.93,0.0,0.0,0.69,1.0,117.92
2495,117.92,13.86,0.0,0.0,1.03,1.0,117.92
2496,117.92,12.38,0.0,0.0,1.45,1.0,117.92
2497,117.92,11.15,0.0,0.0,1.93,1.0,117.92
2498,117.92,10.75,0.0,0.0,2.34,1.0,117.92
2499,117.92,10.73,0.0,0.0,2.62,1.0,117.92
2500,117.92,10.51,0.0,0.0,2.83,1.0,117.92
2501,117.92,10.32,9.0,9.0,3.03,1.0,117.92
2502,117.92,10.98,212.0,78.0,2.83,1.0,117.92
2503,93.17,13.64,417.0,120.0,2.97,1.0,93.17
2504,93.17,15.63,609.0,148.0,2.76,1.0,93.17
2505,93.17,17.09,704.0,256.0,1.86,1.0,93.17
2506,93.17,18.32,735.0,358.0,0.97,1.0,93.17
2507,93.17,19.29,548.0,450.0,0.83,1.0,93.17
2508,93.17,20.03,631.0,442.0,1.72,1.0,93.17
2509,93.17,20.29,575.0,405.0,2.69,1.0,93.17
2510,93.17,20.08,536.0,324.0,3.31,1.0,93.17
2511,93.17,19.48,438.0,223.0,3.45,1.0,93.17
2512,93.17,18.57,188.0,157.0,3.59,1.0,93.17
2513,93.17,17.44,68.0,58.0,3.52,1.0,93.17
2514,93.17,16.18,0.0,0.0,3.03,1.0,93.17
2515,108.17,15.21,0.0,0.0,2.69,1.0,108.17
2516,108.17,14.43,0.0,0.0,1.93,1.0,108.17
2517,108.17,14.07,0.0,0.0,1.66,1.0,108.17
2518,117.92,13.81,0.0,0.0,1.52,1.0,117.92
2519,117.92,13.73,0.0,0.0,1.52,1.0,117.92
2520,117.92,13.57,0.0,0.0,1.59,1.0,117.92
2521,117.92,12.9,0.0,0.0,1.45,1.0,117.92
2522,117.92,12.04,0.0,0.0,1.31,1.0,117.92
2523,117.92,11.46,0.0,0.0,1.31,1.0,117.92
2524,117.92,11.23,0.0,0.0,1.38,1.0,117.92
2525,117.92,11.23,4.0,4.0,1.59,1.0,117.92
2526,117.92,12.26,96.0,91.0,1.59,1.0,117.92
2527,93.17,13.7,243.0,204.0,2.41,1.0,93.17
2528,93.17,14.71,239.0,233.0,2.83,1.0,93.17
2529,106.981607424243,15.6,243.0,242.0,2.55,1.0,106.981607424243
2530,106.73,16.62,351.0,341.0,2.28,1.0,106.73
2531,106.793239714094,17.66,485.0,428.0,2.14,1.0,106.793239714094
2532,106.73,18.58,448.0,407.0,1.66,1.0,106.73
2533,106.73,19.47,473.0,396.0,0.83,1.0,106.73
2534,106.786523888602,19.57,89.0,89.0,1.31,1.0,106.786523888602
2535,106.768261059598,19.17,351.0,255.0,1.38,1.0,106.768261059598
2536,106.889714366758,18.39,201.0,159.0,2.07,1.0,106.889714366758
2537,106.893797746825,17.05,68.0,58.0,2.97,1.0,106.893797746825
2538,106.871315964876,15.7,0.0,0.0,3.1,1.0,106.871315964876
2539,110.67,14.7,0.0,0.0,3.66,1.0,110.67
