hour,Load (kW)
375,112.518640740583
376,111.683570107695
377,111.530905037273
378,111.598075743477
379,110.67
380,110.67
381,110.67
382,117.92
383,117.92
384,117.92
385,117.92
386,117.92
387,117.92
388,117.92
389,117.92
390,117.92
391,93.17
392,93.17
393,110.213992908132
394,111.135023398824
395,113.384012166522
396,113.146288068389
397,113.307396193689
398,112.632243138539
399,112.365441008884
400,112.701173015821
401,112.722647130285
402,113.164117044825
403,110.67
404,110.67
405,110.67
406,117.92
407,117.92
408,117.92
409,117.92
410,117.92
411,117.92
412,117.92
413,117.92
414,117.92
415,93.17
416,93.17
417,111.646772487775
418,113.221748786737
419,116.454668834224
420,116.680627634374
421,116.904464295449
422,116.419783323249
423,115.733932364848
424,115.881950966705
425,116.2365331131
426,116.785612746812
427,110.67
428,110.67
429,110.67
430,117.92
431,117.92
432,117.92
433,117.92
434,117.92
435,117.92
436,117.92
437,117.92
438,117.92
439,93.17
440,93.17
441,112.118365205773
442,114.217452575317
443,118.22622542692
444,118.004505281364
445,117.035295036543
446,116.630770541202
447,116.372654846106
448,115.859270976954
449,116.012807699695
450,116.760924676516
451,110.67
452,110.67
453,110.67
454,117.92
455,117.92
456,117.92
457,117.92
458,117.92
459,117.92
460,117.92
461,117.92
462,117.92
463,93.17
464,93.17
465,93.17
466,93.17
467,93.17
468,93.17
