Metric,Value
panel_efficiency,14.633254069873788
system_efficiency,11.102783198519605
performance_ratio,75.87364468288334
system_yield,1454.3964575159548
specific_yield,212.8255288115537
capacity_factor,16.602699286711815
self_consumption_ratio,79.34951884350271
self_sufficiency_ratio,24.57071796454029
grid_dependency,75.42928203545972
land_use_efficiency,212.8255288115537
