datetime,SolRad_Hor,SolRad_Dif,Air Temp,zenith,azimuth,DNI,Load (kW),total_irradiance,effective_irradiance,cell_temperature,dc_power_raw_per_panel,temperature_factor,dc_power_output_per_panel,dc_power_output,ac_power_output,E_incident,E_effective,E_dc,E_ac,E_loss_shading_soiling,E_loss_temperature,E_loss_inverter,E_loss_total,weighting_factor,mismatch,weighted_mismatch,E_ac_Wh
2023-02-12 13:00:00+02:00,374.0,218.0,16.42,51.9023797488464,186.42495534755153,133.4523526460652,107.252104133705,299.3670350362411,278.4113425837042,25.775219844882535,66.818722220089,0.9965890326825169,66.59080574240029,56269.23085232825,54018.46161823512,414888.1336676834,385845.9643109456,56269.23085232825,54018.46161823512,29042.16935673781,329576.73345861735,2250.7692340931317,360869.6720494483,0.4187045679278804,-77.81025198642475,32.579507938335475,54018.46161823512
2023-02-12 14:00:00+02:00,216.0,158.0,16.21,55.020334651302605,204.16632212980252,14.802894435699123,106.972521401447,151.90398342538603,141.270704585609,20.956999482043315,33.904969100546154,1.0177892022790094,34.50811145413933,29159.354178747737,27992.980011597825,210521.3761174994,195784.87978927442,29159.354178747737,27992.980011597825,14736.496328224981,166625.52561052667,1166.374167149912,182528.39610590157,0.41039170743496584,-86.38472625329301,35.45157530339104,27992.980011597825
2023-02-12 15:00:00+02:00,98.0,66.0,15.51,61.27150037867017,219.68565425404086,0.0,107.192328974307,60.55821794895094,56.31914269252437,17.402444310904716,13.51659424620585,1.0334292450320193,13.968443787260647,11803.335000235247,11331.201600225837,83926.69560307289,78051.8269108578,11803.335000235247,11331.201600225837,5874.8686922150955,66248.49191062254,472.13340000941025,72595.49400284706,0.4169272673163435,-98.70824162914344,41.154157444040116,11331.201600225837
2023-02-12 16:00:00+02:00,0.0,0.0,15.19,69.78626977604986,232.68887468202078,0.0,107.300518124435,0.0,0.0,15.19,0.0,1.043164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4201440658095748,-107.300518124435,45.081675948274096,0.0
2023-02-12 17:00:00+02:00,0.0,0.0,15.34,79.77717916189934,243.65721801437275,0.0,107.902915199754,0.0,0.0,15.34,0.0,1.042504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4380551964721274,-107.902915199754,47.26743271774354,0.0
2023-02-12 18:00:00+02:00,0.0,0.0,15.36,90.84728757268358,253.28691485757503,0.0,110.67,0.0,0.0,15.36,0.0,1.042416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.67,0.0,0.0
2023-02-12 19:00:00+02:00,0.0,0.0,15.39,102.38207197361685,262.2730060701842,0.0,110.67,0.0,0.0,15.39,0.0,1.042284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.67,0.0,0.0
2023-02-12 20:00:00+02:00,0.0,0.0,15.38,114.16454229196532,271.33242044525974,0.0,110.67,0.0,0.0,15.38,0.0,1.042328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.67,0.0,0.0
2023-02-12 21:00:00+02:00,0.0,0.0,15.37,125.89337731841347,281.3688102283576,0.0,117.92,0.0,0.0,15.37,0.0,1.042372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.92,0.0,0.0
2023-02-12 22:00:00+02:00,0.0,0.0,15.28,137.14873792006318,293.82093357577793,0.0,117.92,0.0,0.0,15.28,0.0,1.042768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.92,0.0,0.0
