tilt_angle;azimuth_angle;weighted_energy_mismatch_kWh;total_energy_production_kWh
10.00;119.81;97522.45;237931.78
10.00;119.79;97522.69;237932.41
10.00;119.78;97522.74;237932.55
10.00;119.77;97522.91;237932.99
10.00;119.76;97523.07;237933.44
10.00;119.75;97523.20;237933.77
10.00;119.74;97523.29;237934.01
10.00;119.72;97523.56;237934.71
10.00;119.72;97523.59;237934.78
10.00;119.71;97523.71;237935.10
10.00;119.69;97523.97;237935.76
10.00;119.65;97524.38;237936.81
10.00;119.64;97524.53;237937.21
10.00;119.63;97524.70;237937.62
10.00;119.59;97525.12;237938.69
10.00;119.59;97525.20;237938.87
10.00;119.56;97525.51;237939.65
10.00;119.56;97525.57;237939.79
10.00;119.54;97525.79;237940.33
10.00;119.54;97525.88;237940.55
10.00;119.54;97525.89;237940.57
10.00;119.51;97526.17;237941.26
10.00;119.50;97526.31;237941.59
10.00;119.49;97526.47;237941.97
10.00;119.48;97526.61;237942.29
10.00;119.47;97526.78;237942.70
10.00;119.46;97526.88;237942.94
10.00;119.46;97526.88;237942.94
10.00;119.45;97526.95;237943.11
10.00;119.44;97527.15;237943.57
10.00;119.40;97527.58;237944.59
10.00;119.40;97527.64;237944.72
10.00;119.39;97527.73;237944.94
10.00;119.37;97527.96;237945.48
10.00;119.37;97528.06;237945.69
10.00;119.36;97528.12;237945.83
10.00;119.35;97528.28;237946.20
10.00;119.35;97528.34;237946.33
10.00;119.33;97528.57;237946.86
10.00;119.33;97528.58;237946.88
10.00;119.30;97528.98;237947.78
10.00;119.28;97529.23;237948.33
10.00;119.27;97529.30;237948.48
10.00;119.24;97529.67;237949.31
10.00;119.22;97530.03;237950.09
10.00;119.21;97530.15;237950.35
10.00;119.18;97530.56;237951.23
10.00;119.17;97530.64;237951.39
10.00;119.13;97531.18;237952.53
10.00;119.13;97531.21;237952.60
10.00;119.12;97531.28;237952.74
10.00;119.12;97531.32;237952.83
10.00;119.08;97531.81;237953.84
10.00;119.04;97532.32;237954.87
10.00;119.02;97532.58;237955.39
10.00;119.02;97532.62;237955.48
10.00;119.02;97532.62;237955.48
10.00;119.02;97532.65;237955.53
10.00;119.02;97532.65;237955.53
10.00;119.00;97532.88;237955.99
10.00;118.98;97533.15;237956.52
10.00;118.94;97533.75;237957.69
10.00;118.93;97533.82;237957.83
10.00;118.93;97533.85;237957.89
10.00;118.92;97533.90;237957.98
10.00;118.92;97533.91;237958.00
10.00;118.92;97533.93;237958.03
10.00;118.91;97534.08;237958.32
10.00;118.91;97534.08;237958.33
10.00;118.91;97534.09;237958.35
10.00;118.89;97534.33;237958.80
10.00;118.89;97534.41;237958.96
10.00;118.88;97534.52;237959.17
10.00;118.86;97534.74;237959.58
10.00;118.86;97534.78;237959.65
10.00;118.83;97535.12;237960.28
10.00;118.83;97535.16;237960.36
10.00;118.81;97535.38;237960.76
10.00;118.81;97535.42;237960.84
10.00;118.80;97535.55;237961.08
10.00;118.76;97536.06;237962.00
10.00;118.74;97536.30;237962.43
10.00;118.74;97536.39;237962.58
10.00;118.73;97536.45;237962.69
10.00;118.72;97536.67;237963.08
10.00;118.71;97536.71;237963.15
10.00;118.70;97536.95;237963.57
10.00;118.69;97537.08;237963.81
10.00;118.68;97537.21;237964.03
10.00;118.66;97537.46;237964.46
10.00;118.64;97537.76;237964.99
10.00;118.62;97537.99;237965.37
10.00;118.61;97538.14;237965.63
10.00;118.59;97538.36;237965.99
10.00;118.55;97538.95;237966.97
10.00;118.53;97539.24;237967.45
10.00;118.52;97539.33;237967.58
10.00;118.51;97539.45;237967.78
10.00;118.51;97539.48;237967.83
10.00;118.47;97539.99;237968.65
10.00;118.47;97540.01;237968.68
10.00;118.42;97540.63;237969.66
10.00;118.35;97541.58;237971.11
10.00;118.34;97541.73;237971.32
10.00;118.33;97541.93;237971.62
10.00;118.30;97542.36;237972.23
10.00;118.29;97542.41;237972.29
10.00;118.29;97542.47;237972.39
10.00;118.25;97542.97;237973.08
10.00;118.24;97543.12;237973.30
10.00;118.21;97543.59;237973.94
10.00;118.21;97543.62;237973.98
10.00;118.20;97543.65;237974.01
10.00;118.20;97543.68;237974.07
10.00;118.18;97544.03;237974.53
10.00;118.15;97544.39;237975.00
10.00;118.14;97544.53;237975.18
10.00;118.14;97544.56;237975.22
10.00;118.13;97544.63;237975.32
10.00;118.13;97544.64;237975.33
10.00;118.10;97545.16;237975.99
10.00;118.10;97545.16;237975.99
10.00;118.09;97545.18;237976.03
10.00;118.08;97545.41;237976.31
10.00;118.07;97545.55;237976.48
10.00;118.04;97545.93;237976.96
10.00;118.03;97546.12;237977.19
10.00;118.01;97546.38;237977.52
10.00;118.01;97546.42;237977.56
10.00;118.01;97546.44;237977.58
10.00;117.98;97546.78;237977.99
10.00;117.96;97547.03;237978.29
10.00;117.95;97547.22;237978.52
10.00;117.94;97547.38;237978.70
10.00;117.93;97547.54;237978.89
10.00;117.91;97547.77;237979.15
10.00;117.90;97547.99;237979.40
10.00;117.89;97548.01;237979.42
10.00;117.87;97548.31;237979.76
10.00;117.87;97548.36;237979.82
10.00;117.82;97549.04;237980.57
10.00;117.82;97549.11;237980.64
10.00;117.81;97549.14;237980.67
10.00;117.81;97549.23;237980.77
10.00;117.80;97549.29;237980.83
10.00;117.79;97549.47;237981.03
10.00;117.78;97549.66;237981.23
10.00;117.76;97549.95;237981.53
10.00;117.75;97550.05;237981.63
10.00;117.71;97550.69;237982.29
10.00;117.67;97551.16;237982.76
10.00;117.62;97551.83;237983.40
10.00;117.54;97553.07;237984.55
10.00;117.53;97553.19;237984.66
10.00;117.51;97553.40;237984.84
10.00;117.50;97553.55;237984.97
10.00;117.50;97553.65;237985.06
10.00;117.48;97553.90;237985.27
10.00;117.47;97553.98;237985.34
10.00;117.47;97554.01;237985.36
10.00;117.47;97554.08;237985.42
10.00;117.47;97554.10;237985.44
10.00;117.45;97554.26;237985.58
10.00;117.43;97554.63;237985.88
10.00;117.38;97555.38;237986.48
10.00;117.36;97555.56;237986.62
10.00;117.34;97555.91;237986.89
10.00;117.28;97556.75;237987.52
10.00;117.27;97556.87;237987.60
10.00;117.26;97556.97;237987.67
10.00;117.24;97557.36;237987.94
10.00;117.23;97557.51;237988.04
10.00;117.22;97557.59;237988.10
10.00;117.19;97558.03;237988.39
10.00;117.17;97558.35;237988.60
10.00;117.14;97558.72;237988.84
10.00;117.12;97558.97;237989.00
10.00;117.12;97559.09;237989.07
10.00;117.11;97559.15;237989.11
10.00;117.09;97559.42;237989.27
10.00;117.09;97559.54;237989.34
10.00;117.05;97560.06;237989.64
10.00;117.04;97560.23;237989.74
10.00;117.04;97560.25;237989.75
10.00;117.03;97560.29;237989.77
10.00;117.03;97560.39;237989.82
10.00;117.02;97560.48;237989.87
10.00;116.91;97562.02;237990.66
10.00;116.88;97562.44;237990.86
10.00;116.88;97562.47;237990.87
10.00;116.86;97562.77;237991.01
10.00;116.86;97562.78;237991.01
10.00;116.86;97562.81;237991.02
10.00;116.82;97563.40;237991.27
10.00;116.82;97563.41;237991.28
10.00;116.81;97563.56;237991.34
10.00;116.79;97563.89;237991.47
10.00;116.78;97564.00;237991.51
10.00;116.76;97564.26;237991.60
10.00;116.74;97564.50;237991.69
10.00;116.74;97564.50;237991.69
10.00;116.69;97565.25;237991.95
10.00;116.68;97565.41;237992.00
10.00;116.68;97565.48;237992.02
10.00;116.65;97565.93;237992.16
10.00;116.64;97565.99;237992.18
10.00;116.57;97567.07;237992.46
10.00;116.57;97567.07;237992.47
10.00;116.53;97567.78;237992.63
10.00;116.47;97568.60;237992.79
10.00;116.44;97569.14;237992.88
10.00;116.43;97569.29;237992.90
10.00;116.43;97569.34;237992.91
10.00;116.40;97569.79;237992.98
10.00;116.36;97570.40;237993.05
10.00;116.35;97570.51;237993.06
10.00;116.35;97570.54;237993.06
10.00;116.34;97570.63;237993.07
10.00;116.33;97570.75;237993.09
10.00;116.32;97570.96;237993.10
10.00;116.31;97571.16;237993.12
10.00;116.28;97571.56;237993.15
10.00;116.23;97572.46;237993.19
10.00;116.22;97572.53;237993.19
10.00;116.22;97572.61;237993.20
10.00;116.21;97572.65;237993.20
10.00;116.19;97572.99;237993.20
10.00;116.19;97573.03;237993.20
10.00;116.18;97573.23;237993.20
10.00;116.18;97573.25;237993.20
20.00;159.98;97135.40;245096.04
20.00;159.96;97135.41;245111.96
20.00;159.96;97135.41;245112.60
20.00;159.95;97135.41;245123.11
20.00;159.92;97135.42;245138.74
20.00;159.92;97135.42;245143.74
20.00;159.91;97135.42;245151.09
20.00;159.90;97135.43;245157.17
20.00;159.89;97135.43;245166.25
20.00;159.63;97135.60;245352.22
20.00;159.61;97135.62;245363.78
20.00;159.61;97135.63;245367.94
20.00;159.60;97135.64;245372.43
20.00;159.59;97135.67;245383.16
20.00;159.55;97135.73;245409.53
20.00;159.44;97135.90;245485.96
20.00;159.43;97135.92;245496.31
20.00;159.35;97136.04;245548.97
20.00;159.34;97136.06;245556.50
20.00;159.34;97136.06;245558.86
20.00;159.33;97136.07;245563.38
20.00;159.13;97136.62;245706.87
20.00;159.12;97136.67;245715.46
20.00;159.05;97136.91;245762.07
20.00;159.04;97136.96;245772.30
20.00;159.03;97136.99;245777.81
20.00;159.02;97137.04;245787.92
20.00;159.00;97137.09;245798.81
20.00;159.00;97137.10;245799.58
20.00;158.99;97137.16;245811.41
20.00;158.89;97137.51;245882.20
20.00;158.85;97137.65;245909.09
20.00;158.82;97137.76;245931.05
20.00;158.78;97137.90;245954.13
20.00;158.74;97138.08;245984.32
20.00;158.73;97138.14;245995.30
20.00;158.61;97138.65;246077.08
20.00;158.53;97139.02;246132.38
20.00;158.49;97139.23;246163.24
20.00;158.46;97139.37;246183.57
20.00;158.43;97139.52;246205.05
20.00;158.38;97139.79;246240.82
20.00;158.35;97139.90;246255.97
20.00;158.26;97140.39;246321.51
20.00;158.25;97140.44;246327.69
20.00;158.24;97140.48;246333.37
20.00;158.23;97140.55;246342.54
20.00;158.16;97140.89;246388.65
20.00;158.15;97140.99;246401.44
20.00;158.07;97141.39;246455.71
20.00;158.05;97141.48;246468.40
20.00;158.01;97141.71;246498.70
20.00;157.95;97142.02;246538.14
20.00;157.94;97142.07;246543.90
20.00;157.92;97142.18;246558.03
20.00;157.90;97142.32;246576.14
20.00;157.86;97142.51;246599.34
20.00;157.84;97142.61;246611.97
20.00;157.80;97142.84;246641.51
20.00;157.74;97143.16;246682.65
20.00;157.73;97143.22;246690.69
20.00;157.71;97143.33;246703.94
20.00;157.70;97143.36;246708.19
20.00;157.69;97143.45;246719.62
20.00;157.59;97144.04;246788.10
20.00;157.57;97144.17;246804.40
20.00;157.53;97144.36;246826.85
20.00;157.43;97144.96;246898.19
20.00;157.41;97145.09;246912.85
20.00;157.39;97145.19;246925.05
20.00;157.39;97145.19;246925.99
20.00;157.36;97145.37;246947.60
20.00;157.34;97145.47;246958.69
20.00;157.34;97145.50;246962.52
20.00;157.31;97145.62;246977.34
20.00;157.31;97145.63;246978.14
20.00;157.29;97145.76;246993.74
20.00;157.25;97145.97;247017.75
20.00;157.24;97146.06;247027.63
20.00;157.22;97146.18;247040.65
20.00;157.22;97146.21;247043.93
20.00;157.19;97146.38;247062.85
20.00;157.18;97146.42;247066.01
20.00;157.18;97146.45;247069.89
20.00;157.17;97146.54;247078.78
20.00;157.16;97146.61;247085.46
20.00;157.11;97146.94;247118.57
20.00;157.02;97147.52;247175.71
20.00;157.01;97147.60;247182.31
20.00;157.01;97147.61;247183.42
20.00;156.90;97148.42;247257.38
20.00;156.90;97148.43;247258.12
20.00;156.89;97148.54;247268.23
20.00;156.87;97148.65;247277.83
20.00;156.86;97148.74;247285.67
20.00;156.81;97149.12;247320.68
20.00;156.63;97150.45;247442.44
20.00;156.54;97151.13;247505.45
20.00;156.52;97151.24;247516.09
20.00;156.52;97151.26;247518.10
20.00;156.51;97151.34;247525.17
20.00;156.50;97151.38;247528.72
20.00;156.47;97151.65;247553.01
20.00;156.44;97151.88;247573.55
20.00;156.42;97151.97;247582.24
20.00;156.35;97152.51;247630.10
20.00;156.35;97152.52;247630.46
20.00;156.32;97152.74;247650.13
20.00;156.27;97153.16;247686.26
20.00;156.26;97153.23;247692.23
20.00;156.22;97153.50;247716.49
20.00;156.20;97153.67;247731.03
20.00;156.16;97153.99;247759.45
20.00;156.13;97154.23;247780.17
20.00;156.12;97154.28;247785.20
20.00;156.00;97155.23;247868.38
20.00;155.98;97155.36;247879.99
20.00;155.95;97155.56;247898.16
20.00;155.95;97155.60;247901.82
20.00;155.92;97155.79;247918.39
20.00;155.90;97155.92;247929.58
20.00;155.86;97156.23;247957.89
20.00;155.83;97156.43;247975.26
20.00;155.82;97156.52;247983.47
20.00;155.80;97156.68;247998.06
20.00;155.78;97156.87;248014.67
20.00;155.74;97157.14;248039.50
20.00;155.72;97157.26;248050.21
20.00;155.66;97157.73;248092.50
20.00;155.65;97157.83;248100.86
20.00;155.64;97157.88;248104.85
20.00;155.62;97158.00;248115.35
20.00;155.62;97158.00;248115.39
20.00;155.59;97158.23;248135.64
20.00;155.58;97158.34;248145.44
20.00;155.55;97158.55;248164.00
20.00;155.54;97158.62;248169.51
20.00;155.52;97158.79;248184.35
20.00;155.45;97159.28;248227.39
20.00;155.44;97159.41;248239.13
20.00;155.40;97159.64;248259.59
20.00;155.36;97159.94;248285.76
20.00;155.31;97160.33;248320.31
20.00;155.29;97160.53;248338.00
20.00;155.26;97160.72;248354.92
20.00;155.25;97160.77;248359.24
20.00;155.24;97160.85;248366.29
20.00;155.23;97160.93;248373.73
20.00;155.23;97160.94;248374.59
20.00;155.23;97160.96;248376.45
20.00;155.21;97161.08;248386.61
20.00;155.20;97161.14;248391.82
20.00;155.17;97161.34;248410.15
20.00;155.16;97161.46;248420.68
20.00;155.15;97161.53;248426.70
20.00;155.13;97161.64;248436.87
20.00;155.12;97161.76;248447.03
20.00;155.06;97162.17;248484.21
20.00;155.03;97162.41;248505.87
20.00;155.01;97162.55;248518.44
20.00;155.01;97162.58;248520.96
20.00;155.00;97162.61;248524.19
20.00;154.98;97162.76;248536.97
20.00;154.96;97162.92;248551.84
20.00;154.94;97163.03;248562.09
20.00;154.93;97163.14;248571.16
20.00;154.93;97163.15;248572.52
20.00;154.91;97163.25;248581.86
20.00;154.90;97163.33;248588.61
20.00;154.90;97163.36;248591.79
20.00;154.76;97164.33;248679.94
20.00;154.73;97164.57;248701.81
20.00;154.71;97164.72;248714.74
20.00;154.70;97164.76;248718.28
20.00;154.70;97164.81;248721.98
20.00;154.69;97164.86;248726.83
20.00;154.66;97165.05;248742.47
20.00;154.66;97165.12;248748.22
20.00;154.62;97165.35;248768.60
20.00;154.52;97166.16;248832.79
20.00;154.50;97166.39;248851.18
20.00;154.48;97166.54;248863.47
20.00;154.46;97166.69;248875.31
20.00;154.42;97167.00;248900.51
20.00;154.41;97167.11;248909.26
20.00;154.39;97167.25;248920.07
20.00;154.35;97167.55;248943.83
20.00;154.31;97167.92;248973.60
20.00;154.29;97168.00;248980.35
20.00;154.29;97168.04;248983.44
20.00;154.28;97168.09;248987.20
20.00;154.27;97168.17;248993.83
20.00;154.27;97168.21;248997.29
20.00;154.24;97168.41;249012.99
20.00;154.23;97168.54;249023.54
20.00;154.22;97168.57;249026.11
20.00;154.21;97168.64;249031.74
20.00;154.21;97168.67;249034.21
20.00;154.20;97168.78;249042.61
20.00;154.18;97168.92;249052.60
20.00;154.13;97169.38;249086.14
20.00;154.09;97169.70;249109.14
20.00;154.09;97169.78;249114.40
20.00;154.07;97169.94;249125.97
20.00;154.02;97170.37;249157.14
20.00;153.99;97170.65;249177.06
20.00;153.98;97170.71;249181.79
20.00;153.97;97170.79;249187.43
20.00;153.93;97171.12;249211.26
20.00;153.92;97171.26;249221.52
20.00;153.90;97171.41;249232.39
20.00;153.90;97171.42;249232.94
20.00;153.88;97171.60;249246.06
20.00;153.86;97171.73;249255.20
20.00;153.83;97172.03;249277.22
20.00;153.83;97172.06;249279.59
20.00;153.80;97172.26;249293.45
20.00;153.80;97172.28;249295.37
20.00;153.77;97172.57;249315.41
20.00;153.73;97172.97;249342.96
20.00;153.72;97172.99;249344.33
20.00;153.69;97173.27;249363.84
20.00;153.67;97173.50;249379.67
20.00;153.60;97174.14;249424.40
20.00;153.56;97174.51;249450.25
20.00;153.55;97174.60;249456.65
20.00;153.54;97174.60;249457.19
20.00;153.54;97174.68;249462.41
20.00;153.51;97174.92;249479.17
20.00;153.50;97174.98;249483.22
20.00;153.49;97175.10;249491.77
20.00;153.49;97175.10;249492.21
20.00;153.46;97175.35;249509.63
20.00;153.46;97175.38;249511.31
20.00;153.44;97175.53;249522.20
20.00;153.42;97175.68;249533.12
20.00;153.42;97175.71;249534.87
20.00;153.39;97175.97;249552.92
20.00;153.38;97176.09;249561.84
20.00;153.33;97176.48;249589.42
20.00;153.32;97176.64;249600.42
20.00;153.27;97177.02;249626.99
20.00;153.27;97177.09;249631.98
20.00;153.22;97177.52;249662.02
20.00;153.21;97177.58;249666.04
20.00;153.18;97177.90;249688.24
20.00;153.17;97177.97;249693.09
20.00;153.16;97178.04;249698.07
20.00;153.11;97178.47;249727.54
20.00;153.08;97178.72;249745.33
20.00;153.08;97178.76;249747.83
20.00;153.06;97178.98;249763.29
20.00;153.01;97179.35;249788.90
20.00;152.99;97179.60;249806.78
20.00;152.97;97179.74;249816.37
20.00;152.95;97179.90;249827.69
20.00;152.94;97179.99;249833.51
20.00;152.88;97180.53;249870.95
20.00;152.88;97180.57;249873.28
20.00;152.85;97180.83;249890.46
20.00;152.85;97180.85;249892.04
20.00;152.83;97181.06;249905.57
20.00;152.81;97181.19;249914.10
20.00;152.79;97181.38;249926.44
20.00;152.79;97181.43;249929.69
20.00;152.75;97181.80;249954.10
20.00;152.73;97181.99;249966.82
20.00;152.67;97182.52;250000.36
20.00;152.66;97182.66;250009.69
20.00;152.60;97183.23;250044.28
20.00;152.56;97183.66;250070.70
20.00;152.54;97183.89;250084.62
20.00;152.53;97183.97;250089.02
20.00;152.51;97184.17;250100.52
20.00;152.49;97184.35;250110.26
20.00;152.49;97184.35;250110.43
20.00;152.46;97184.76;250132.83
20.00;152.45;97184.81;250135.55
20.00;152.45;97184.86;250138.70
20.00;152.44;97184.92;250141.73
20.00;152.43;97185.10;250151.68
20.00;152.41;97185.34;250164.77
20.00;152.40;97185.41;250168.43
20.00;152.39;97185.47;250171.86
20.00;152.39;97185.56;250176.91
20.00;152.33;97186.16;250209.19
20.00;152.29;97186.61;250233.92
20.00;152.28;97186.80;250244.19
20.00;152.27;97186.81;250245.18
20.00;152.27;97186.82;250245.66
20.00;152.26;97187.03;250256.74
20.00;152.23;97187.31;250272.12
20.00;152.21;97187.50;250282.49
20.00;152.21;97187.54;250285.18
20.00;152.18;97187.83;250300.94
20.00;152.17;97187.99;250309.79
20.00;152.13;97188.40;250332.27
20.00;152.09;97188.92;250360.59
20.00;152.07;97189.04;250367.56
20.00;152.07;97189.12;250372.00
20.00;152.02;97189.62;250399.33
20.00;152.00;97189.87;250413.51
20.00;151.96;97190.32;250438.37
20.00;151.94;97190.49;250447.32
20.00;151.93;97190.58;250452.70
20.00;151.92;97190.76;250462.61
20.00;151.92;97190.78;250463.79
20.00;151.88;97191.18;250485.16
20.00;151.83;97191.70;250513.71
20.00;151.83;97191.78;250518.13
20.00;151.80;97192.11;250535.56
20.00;151.73;97192.89;250578.05
20.00;151.71;97193.03;250586.21
20.00;151.70;97193.16;250593.15
20.00;151.69;97193.23;250596.90
20.00;151.67;97193.52;250612.47
20.00;151.67;97193.52;250612.57
20.00;151.63;97193.89;250633.10
20.00;151.63;97193.91;250634.21
20.00;151.59;97194.33;250657.19
20.00;151.57;97194.65;250674.51
20.00;151.51;97195.22;250705.11
20.00;151.47;97195.69;250729.42
20.00;151.47;97195.72;250730.80
20.00;151.47;97195.77;250733.65
20.00;151.46;97195.83;250736.79
20.00;151.44;97196.05;250747.67
20.00;151.44;97196.05;250747.88
20.00;151.43;97196.22;250756.44
20.00;151.42;97196.30;250760.77
20.00;151.42;97196.35;250763.16
20.00;151.41;97196.44;250767.85
20.00;151.40;97196.54;250773.19
20.00;151.37;97196.89;250790.92
20.00;151.37;97196.91;250791.97
20.00;151.36;97197.02;250797.69
20.00;151.34;97197.24;250809.02
20.00;151.33;97197.40;250817.52
20.00;151.29;97197.81;250838.82
20.00;151.28;97197.93;250844.80
20.00;151.26;97198.12;250854.22
20.00;151.25;97198.30;250863.27
20.00;151.21;97198.80;250887.48
20.00;151.20;97198.86;250890.28
20.00;151.20;97198.94;250894.40
20.00;151.18;97199.12;250902.57
20.00;151.17;97199.34;250913.32
20.00;151.15;97199.54;250922.45
20.00;151.15;97199.54;250922.46
20.00;151.14;97199.68;250929.07
20.00;151.14;97199.72;250930.86
20.00;151.14;97199.72;250931.26
20.00;151.13;97199.80;250934.83
20.00;151.13;97199.81;250935.33
20.00;151.13;97199.85;250937.24
20.00;151.12;97199.98;250943.19
20.00;151.11;97200.04;250946.42
20.00;151.10;97200.22;250954.93
20.00;151.06;97200.64;250974.49
20.00;151.05;97200.81;250982.82
20.00;151.05;97200.83;250983.83
20.00;151.04;97200.91;250987.28
20.00;151.04;97200.91;250987.60
20.00;151.04;97200.94;250988.84
20.00;151.03;97201.09;250996.10
20.00;150.97;97201.80;251029.48
20.00;150.96;97201.88;251033.60
20.00;150.95;97202.02;251040.13
20.00;150.94;97202.19;251048.36
20.00;150.92;97202.41;251058.80
20.00;150.87;97203.03;251088.39
20.00;150.83;97203.56;251113.65
20.00;150.82;97203.68;251119.09
20.00;150.81;97203.75;251122.64
20.00;150.81;97203.79;251124.49
20.00;150.77;97204.25;251146.50
20.00;150.75;97204.50;251158.41
20.00;150.75;97204.56;251161.47
20.00;150.73;97204.74;251170.13
20.00;150.68;97205.33;251198.34
20.00;150.64;97205.85;251223.02
20.00;150.62;97206.07;251233.76
20.00;150.61;97206.27;251243.24
20.00;150.60;97206.40;251249.34
20.00;150.58;97206.60;251259.32
20.00;150.57;97206.65;251261.45
20.00;150.57;97206.73;251265.45
20.00;150.56;97206.83;251270.16
20.00;150.53;97207.24;251290.21
20.00;150.51;97207.48;251301.51
20.00;150.49;97207.67;251310.71
20.00;150.47;97207.95;251324.08
20.00;150.42;97208.47;251349.40
20.00;150.42;97208.56;251353.88
20.00;150.40;97208.70;251360.45
20.00;150.36;97209.29;251388.78
20.00;150.36;97209.29;251388.86
20.00;150.35;97209.38;251393.27
20.00;150.34;97209.48;251398.01
20.00;150.33;97209.58;251402.85
20.00;150.33;97209.60;251403.89
20.00;150.32;97209.71;251409.18
20.00;150.31;97209.83;251415.19
20.00;150.29;97210.03;251425.01
20.00;150.28;97210.24;251435.23
20.00;150.25;97210.59;251452.02
20.00;150.24;97210.63;251453.92
20.00;150.24;97210.67;251456.11
20.00;150.24;97210.72;251458.25
20.00;150.23;97210.76;251460.19
20.00;150.22;97210.93;251468.48
20.00;150.20;97211.21;251481.99
20.00;150.16;97211.58;251499.72
20.00;150.15;97211.73;251506.80
20.00;150.13;97212.01;251520.22
20.00;150.13;97212.04;251521.41
20.00;150.12;97212.08;251523.22
20.00;149.97;97213.99;251611.52
20.00;149.95;97214.30;251625.63
20.00;149.94;97214.39;251630.06
20.00;149.93;97214.46;251633.36
20.00;149.91;97214.80;251649.00
20.00;149.88;97215.12;251663.76
20.00;149.83;97215.74;251692.30
20.00;149.82;97215.82;251696.08
20.00;149.76;97216.66;251734.45
20.00;149.74;97216.86;251743.33
20.00;149.72;97217.10;251753.98
20.00;149.72;97217.16;251756.67
20.00;149.69;97217.48;251770.90
20.00;149.69;97217.48;251770.91
20.00;149.67;97217.78;251784.25
20.00;149.66;97217.87;251788.23
20.00;149.65;97218.04;251795.90
20.00;149.64;97218.17;251801.71
20.00;149.62;97218.35;251809.88
20.00;149.60;97218.64;251822.55
20.00;149.58;97218.95;251836.42
20.00;149.55;97219.27;251850.61
20.00;149.55;97219.28;251851.36
20.00;149.55;97219.36;251854.96
20.00;149.53;97219.61;251866.11
20.00;149.49;97220.01;251884.02
20.00;149.47;97220.39;251900.69
20.00;149.45;97220.57;251908.86
20.00;149.42;97220.99;251927.41
20.00;149.38;97221.48;251949.39
20.00;149.38;97221.52;251951.12
20.00;149.36;97221.68;251958.21
20.00;149.36;97221.78;251962.85
20.00;149.32;97222.24;251982.86
20.00;149.31;97222.43;251991.30
20.00;149.29;97222.68;252002.43
20.00;149.28;97222.74;252005.18
20.00;149.27;97222.88;252011.31
20.00;149.26;97222.96;252014.58
20.00;149.25;97223.09;252020.58
20.00;149.24;97223.23;252026.54
20.00;149.23;97223.42;252034.47
20.00;149.21;97223.70;252046.65
20.00;149.20;97223.78;252050.18
20.00;149.20;97223.78;252050.24
20.00;149.19;97223.87;252053.70
20.00;149.09;97225.23;252110.71
20.00;149.09;97225.27;252112.36
20.00;149.02;97226.24;252152.53
20.00;149.00;97226.53;252164.06
20.00;149.00;97226.54;252164.77
20.00;148.97;97226.88;252178.64
20.00;148.94;97227.26;252193.87
20.00;148.93;97227.47;252202.74
20.00;148.91;97227.70;252211.99
20.00;148.91;97227.71;252212.52
20.00;148.90;97227.89;252219.62
20.00;148.89;97227.96;252222.73
20.00;148.85;97228.55;252247.04
20.00;148.84;97228.68;252252.21
20.00;148.84;97228.73;252254.22
20.00;148.81;97229.06;252267.63
20.00;148.78;97229.44;252283.30
20.00;148.73;97230.16;252312.88
20.00;148.67;97230.92;252344.32
20.00;148.67;97231.02;252348.35
20.00;148.66;97231.12;252352.48
20.00;148.62;97231.63;252373.58
20.00;148.59;97232.10;252392.63
20.00;148.58;97232.23;252398.08
20.00;148.57;97232.27;252399.71
20.00;148.57;97232.39;252404.23
20.00;148.54;97232.72;252417.60
20.00;148.54;97232.82;252421.47
20.00;148.53;97232.87;252423.70
20.00;148.51;97233.16;252435.30
20.00;148.50;97233.31;252441.32
20.00;148.44;97234.07;252471.79
20.00;148.44;97234.12;252473.73
20.00;148.44;97234.14;252474.56
20.00;148.43;97234.21;252477.55
20.00;148.38;97234.99;252508.83
20.00;148.37;97235.08;252512.22
20.00;148.35;97235.33;252522.28
20.00;148.33;97235.67;252536.09
20.00;148.32;97235.73;252538.49
20.00;148.32;97235.81;252541.58
20.00;148.30;97236.08;252552.77
20.00;148.29;97236.13;252554.64
20.00;148.29;97236.18;252556.65
20.00;148.28;97236.32;252562.23
20.00;148.28;97236.38;252564.94
20.00;148.26;97236.53;252570.99
20.00;148.26;97236.57;252572.46
20.00;148.25;97236.74;252579.39
20.00;148.22;97237.16;252596.42
20.00;148.18;97237.72;252618.99
20.00;148.17;97237.80;252622.01
20.00;148.15;97238.10;252634.30
20.00;148.09;97238.88;252664.67
20.00;148.03;97239.79;252700.76
20.00;148.02;97239.94;252706.56
20.00;147.99;97240.26;252719.41
20.00;147.96;97240.65;252734.77
20.00;147.92;97241.27;252759.09
20.00;147.88;97241.78;252779.33
20.00;147.88;97241.83;252781.34
20.00;147.87;97241.89;252783.48
20.00;147.86;97242.05;252790.18
20.00;147.84;97242.38;252803.24
20.00;147.83;97242.53;252808.94
20.00;147.83;97242.53;252809.19
20.00;147.82;97242.65;252813.72
20.00;147.81;97242.77;252818.47
20.00;147.78;97243.24;252837.01
20.00;147.78;97243.25;252837.38
20.00;147.77;97243.33;252840.74
20.00;147.75;97243.61;252851.74
20.00;147.74;97243.72;252856.13
20.00;147.74;97243.72;252856.15
20.00;147.74;97243.75;252857.26
20.00;147.74;97243.75;252857.54
20.00;147.74;97243.76;252857.80
20.00;147.73;97243.80;252859.40
20.00;147.71;97244.14;252872.81
20.00;147.70;97244.20;252875.30
20.00;147.69;97244.45;252885.30
20.00;147.69;97244.46;252885.50
