tilt_angle,azimuth_angle,weighted_mismatch_kWh,total_energy_production_kWh
13.075310870977066,145.229669199659,129035.81618322611,240860.37655168274
13.075310870977066,145.22330887825487,129035.81742619202,240862.5201858918
13.075310870977066,145.22038632372121,129035.81799716616,240863.50503530254
13.075310870977066,144.7149538086555,129035.91672802412,241032.44149256655
13.148578482311688,144.7383298183095,129036.11057164946,241179.82894723746
13.075310870977066,144.03092241219542,129036.41298613964,241256.67188743287
13.284987593785612,145.16243407244616,129036.437662374,241324.0836357524
13.284987593785612,144.6604903345794,129036.7669722767,241494.08445173016
13.255361635801156,143.37912899576696,129037.99169172347,241852.06251957215
13.463470471600523,144.6774565694887,129038.51828547631,241864.0654673506
13.410365307636114,144.05069171072256,129038.51977910996,241962.82567556764
13.255361635801156,143.02506798415047,129038.58761736337,241965.0591713838
13.53780085273663,144.6806768777212,129039.65085797645,242018.91568793345
13.56232006893227,144.40472028717718,129040.43821667247,242164.45419761655
13.33768662838109,141.60557224153297,129043.90027402395,242583.42176601037
13.33768662838109,140.9601183850409,129046.63488971241,242776.70510251043
13.56232006893227,142.0105833220101,129047.63557470954,242945.28796941627
13.461500002485817,141.18322992729648,129048.64649253715,242980.5782039108
13.801544606218052,143.02506798415047,129050.5806380533,243131.08633029534
13.53780085273663,141.18322992729648,129050.81170377198,243146.6462549397
13.588373083485521,141.18322992729648,129052.4177509952,243256.54184987204
13.484682305714175,140.02853530776983,129056.18896559364,243371.46950855714
13.560461913106568,140.3789160102006,129056.28220771391,243435.8957593741
14.304764987448808,144.80196612985011,129062.16376458766,243566.916050304
14.295130509566349,144.4658945165646,129062.79278009466,243667.99671666735
13.744495476661744,140.20835714939588,129063.73330380488,243888.5365267756
14.651138866846683,145.74202593084865,129073.82593756523,243921.28341741854
14.669687325259757,145.39513272016097,129075.80151512171,244090.28275287605
14.750086572948401,143.57265587680155,129088.67743255137,244923.92355873238
15.244967113356541,145.0298586375345,129113.78117828023,245384.56246886615
13.844072292095184,134.09963256054968,129123.73740894857,245699.90964269778
13.801198631955039,133.47344713677342,129129.54610552441,245739.38381484532
13.755870653509172,132.73304111246745,129137.05209167821,245791.13926725183
13.844072292095184,133.0647078228242,129137.14938283726,245925.2442390468
13.756774551159545,131.86241676966904,129149.64594422076,245968.0310175639
13.82917785555373,131.8111141869548,129154.57355409663,246146.05810777677
13.989917053879818,132.35043007402913,129156.4130553323,246409.47755981222
13.952454028222704,131.7365745017739,129163.35830618598,246446.1294924721
