tilt_angle;azimuth_angle;weighted_energy_mismatch_kWh;total_energy_production_kWh
47.31;122.32;104308.33;294593.13
47.32;122.23;104319.85;294616.43
46.87;120.96;104329.01;294640.18
47.28;121.75;104353.42;294686.00
47.69;122.56;104368.77;294694.38
46.87;120.45;104371.78;294712.87
46.89;120.35;104385.07;294735.56
48.20;123.13;104420.69;294754.76
47.45;121.38;104424.66;294818.51
47.52;121.24;104451.35;294866.86
47.18;120.16;104464.84;294878.94
47.95;122.09;104469.41;294884.77
47.20;120.06;104476.97;294898.37
47.45;120.72;104480.93;294918.07
47.43;120.37;104505.29;294956.43
47.91;121.45;104518.90;294982.06
48.08;121.56;104544.71;295023.77
47.96;121.12;104558.24;295052.19
48.15;121.24;104590.27;295104.53
48.06;120.76;104610.07;295140.52
48.43;121.45;104629.31;295164.03
48.70;121.94;104642.83;295169.83
48.56;121.30;104670.60;295232.43
48.60;121.27;104681.99;295250.79
48.38;120.39;104710.49;295303.70
48.07;119.23;104734.89;295318.71
48.14;119.41;104735.77;295326.71
48.64;120.69;104741.00;295350.93
48.86;121.15;104748.05;295354.22
48.31;119.73;104749.34;295357.45
48.92;121.19;104756.24;295365.65
48.57;120.31;104757.38;295377.19
48.17;118.79;104787.30;295386.66
48.57;119.91;104790.83;295426.16
49.05;120.52;104841.77;295503.08
48.89;120.09;104844.62;295509.00
48.77;119.74;104846.61;295509.01
49.30;120.83;104867.72;295534.62
48.69;119.04;104881.97;295545.98
48.91;118.88;104942.42;295630.43
49.28;119.48;104975.27;295691.96
49.41;119.80;104976.15;295695.63
49.31;119.36;104989.05;295709.37
49.10;118.37;105016.92;295718.97
49.59;119.46;105040.19;295780.21
49.57;118.75;105088.93;295831.88
50.15;120.10;105101.17;295854.30
49.71;118.89;105108.93;295861.51
49.76;118.86;105120.77;295876.16
49.98;119.36;105127.10;295890.96
50.49;120.42;105142.04;295893.10
50.61;120.21;105181.67;295944.11
49.81;117.68;105212.95;295948.66
50.52;119.31;105238.71;296022.31
50.74;119.28;105283.54;296071.30
50.58;118.57;105306.12;296091.53
50.81;119.02;105317.21;296107.36
50.78;118.66;105336.69;296125.62
51.12;119.42;105344.29;296131.54
50.80;118.28;105369.45;296153.34
50.79;118.09;105379.78;296158.88
51.20;118.78;105409.33;296198.76
50.88;117.25;105455.16;296200.70
51.22;118.17;105457.51;296237.58
51.92;119.53;105482.15;296247.41
51.84;119.31;105485.97;296257.35
51.90;119.19;105506.42;296276.30
51.62;118.41;105515.76;296291.69
52.17;118.86;105580.73;296337.23
52.23;118.41;105624.90;296373.04
52.09;117.84;105642.03;296381.57
52.13;117.39;105679.61;296397.15
52.79;118.48;105717.51;296425.70
52.61;116.95;105794.49;296452.28
52.67;116.85;105811.54;296457.49
53.57;118.56;105839.76;296467.96
52.86;116.78;105847.88;296472.71
52.88;116.83;105848.40;296474.74
53.02;117.13;105852.52;296485.20
53.43;118.09;105853.23;296486.42
53.30;117.58;105869.46;296496.71
53.35;117.40;105890.34;296502.74
53.36;117.01;105918.17;296506.06
53.66;116.83;105980.02;296517.90
53.81;116.91;105999.45;296522.57
54.20;117.51;106020.19;296523.02
54.21;117.01;106057.20;296527.67
54.21;117.01;106057.20;296527.67
54.21;117.01;106057.20;296527.67
