azimuth_angle;tilt_angle;weighted_energy_mismatch_kWh;total_energy_production_kWh
110.00;22.56;131418.43;266162.13
110.00;22.56;131420.85;266176.96
110.00;22.58;131424.52;266199.37
110.00;22.58;131425.42;266204.86
110.00;22.60;131431.32;266240.73
110.00;22.60;131432.19;266246.02
110.00;22.61;131433.78;266255.69
110.00;22.62;131436.55;266272.59
110.00;22.62;131437.09;266275.84
110.00;22.65;131447.12;266336.88
110.00;22.66;131449.24;266349.78
110.00;22.66;131451.08;266360.99
110.00;22.69;131458.16;266404.00
110.00;22.69;131459.12;266409.84
110.00;22.72;131469.09;266470.39
110.00;22.75;131477.22;266519.76
110.00;22.76;131481.02;266542.83
110.00;22.77;131483.77;266559.53
110.00;22.78;131488.39;266587.57
110.00;22.79;131489.72;266595.64
110.00;22.80;131493.76;266620.13
110.00;22.81;131498.07;266646.26
110.00;22.83;131503.16;266676.93
110.00;22.84;131505.45;266690.70
110.00;22.84;131506.50;266697.06
110.00;22.86;131512.52;266733.32
110.00;22.88;131517.07;266760.77
110.00;22.89;131520.07;266778.85
110.00;22.94;131537.73;266885.18
110.00;22.95;131539.88;266898.11
110.00;22.98;131548.11;266947.57
110.00;23.03;131563.60;267040.34
110.00;23.04;131568.17;267067.70
110.00;23.05;131569.74;267077.08
110.00;23.05;131570.14;267079.51
110.00;23.05;131570.77;267083.28
110.00;23.10;131586.39;267176.85
110.00;23.13;131595.54;267231.65
110.00;23.14;131598.58;267249.88
110.00;23.16;131605.52;267291.32
110.00;23.17;131607.46;267302.90
110.00;23.18;131609.95;267317.73
110.00;23.21;131621.89;267388.83
110.00;23.22;131623.97;267401.16
110.00;23.22;131624.60;267404.90
110.00;23.24;131630.61;267440.67
110.00;23.24;131630.65;267440.86
110.00;23.25;131632.65;267452.74
110.00;23.27;131638.06;267484.90
110.00;23.27;131638.38;267486.83
110.00;23.28;131642.48;267511.18
110.00;23.29;131646.87;267537.26
110.00;23.30;131648.73;267548.33
110.00;23.32;131653.69;267577.79
110.00;23.33;131657.22;267598.75
110.00;23.34;131662.21;267628.31
110.00;23.35;131664.40;267641.36
110.00;23.36;131667.69;267660.85
110.00;23.38;131672.52;267689.52
110.00;23.39;131676.34;267712.20
110.00;23.42;131684.78;267762.26
110.00;23.44;131692.19;267806.11
110.00;23.44;131693.28;267812.52
110.00;23.47;131700.11;267852.84
110.00;23.51;131714.69;267938.68
110.00;23.52;131715.63;267944.18
110.00;23.53;131718.40;267960.49
110.00;23.58;131736.76;268068.00
110.00;23.59;131737.44;268071.94
110.00;23.62;131747.86;268132.46
110.00;23.63;131751.37;268152.69
110.00;23.63;131752.07;268156.77
110.00;23.63;131752.61;268159.85
110.00;23.64;131753.41;268164.48
110.00;23.65;131757.40;268187.48
110.00;23.66;131759.31;268198.45
110.00;23.68;131766.77;268241.04
110.00;23.74;131788.03;268360.67
110.00;23.75;131788.64;268364.12
110.00;23.75;131789.74;268370.30
110.00;23.76;131793.08;268388.99
110.00;23.77;131795.13;268400.49
110.00;23.77;131797.44;268413.48
110.00;23.78;131799.32;268423.97
110.00;23.79;131801.62;268436.91
110.00;23.79;131803.80;268449.09
110.00;23.80;131807.07;268467.45
110.00;23.81;131807.49;268469.82
110.00;23.83;131815.15;268512.72
110.00;23.85;131821.32;268547.31
110.00;23.85;131822.41;268553.43
110.00;23.86;131824.61;268565.70
110.00;23.87;131828.26;268586.12
110.00;23.88;131830.50;268598.62
110.00;23.90;131839.11;268646.77
110.00;23.92;131845.06;268679.93
110.00;23.95;131853.83;268728.70
110.00;24.00;131870.61;268821.91
110.00;24.03;131879.69;268872.24
110.00;24.04;131884.95;268901.39
110.00;24.05;131886.87;268912.02
110.00;24.07;131893.18;268946.99
110.00;24.11;131905.51;269014.99
110.00;24.15;131917.82;269082.67
110.00;24.18;131927.95;269138.19
110.00;24.19;131932.71;269164.31
110.00;24.20;131935.41;269179.08
110.00;24.21;131939.34;269200.66
110.00;24.22;131941.63;269213.14
110.00;24.22;131943.68;269224.34
110.00;24.23;131944.00;269226.07
110.00;24.26;131954.91;269285.58
110.00;24.26;131954.99;269286.02
110.00;24.26;131956.62;269294.92
110.00;24.27;131959.89;269312.79
110.00;24.29;131965.22;269341.72
110.00;24.31;131970.29;269369.15
110.00;24.33;131976.70;269403.84
110.00;24.33;131978.64;269414.37
110.00;24.34;131980.17;269422.61
110.00;24.34;131980.47;269424.27
110.00;24.36;131988.13;269465.63
110.00;24.38;131994.91;269501.74
110.00;24.45;132017.86;269623.90
110.00;24.46;132020.28;269636.73
110.00;24.46;132020.90;269640.05
110.00;24.47;132026.35;269669.05
110.00;24.48;132028.34;269679.61
110.00;24.50;132035.94;269720.09
110.00;24.53;132044.29;269764.14
110.00;24.56;132053.43;269812.11
110.00;24.56;132056.12;269826.20
110.00;24.58;132061.14;269852.54
110.00;24.60;132067.17;269884.12
110.00;24.69;132099.28;270052.38
110.00;24.70;132102.29;270068.11
110.00;24.75;132117.77;270148.80
110.00;24.76;132121.95;270170.41
110.00;24.78;132127.77;270200.29
110.00;24.79;132132.70;270225.60
110.00;24.81;132139.73;270261.67
110.00;24.82;132140.95;270267.92
110.00;24.82;132142.35;270275.13
110.00;24.84;132150.74;270318.13
110.00;24.88;132164.04;270386.24
110.00;24.90;132168.47;270408.87
110.00;24.92;132176.01;270447.46
110.00;24.92;132176.44;270449.63
110.00;24.93;132180.07;270468.21
110.00;24.93;132181.42;270475.14
110.00;24.94;132182.36;270479.91
110.00;24.96;132190.76;270522.86
110.00;24.96;132190.81;270523.13
110.00;24.99;132200.99;270575.17
110.00;25.01;132206.06;270601.02
110.00;25.01;132206.91;270605.37
110.00;25.02;132210.76;270625.01
110.00;25.04;132219.10;270667.45
110.00;25.06;132224.65;270695.63
110.00;25.07;132228.27;270714.00
110.00;25.08;132230.56;270725.62
110.00;25.09;132233.20;270739.03
110.00;25.10;132239.84;270772.71
110.00;25.13;132247.56;270811.91
110.00;25.13;132248.18;270815.07
110.00;25.13;132248.33;270815.81
110.00;25.13;132248.70;270817.67
110.00;25.13;132249.55;270822.03
110.00;25.14;132251.33;270831.02
110.00;25.15;132255.09;270850.10
110.00;25.17;132260.38;270876.96
110.00;25.17;132262.09;270885.64
110.00;25.18;132266.15;270906.18
110.00;25.19;132268.74;270919.30
110.00;25.21;132274.56;270948.75
110.00;25.27;132295.78;271056.04
110.00;25.27;132297.87;271066.55
110.00;25.37;132331.78;271237.07
110.00;25.44;132353.45;271345.49
110.00;25.44;132354.55;271350.98
110.00;25.46;132359.89;271377.64
110.00;25.46;132360.74;271381.93
110.00;25.49;132370.84;271432.37
110.00;25.52;132381.12;271483.74
110.00;25.52;132382.02;271488.27
110.00;25.52;132382.73;271491.79
110.00;25.53;132386.69;271511.56
110.00;25.55;132390.51;271530.67
110.00;25.56;132393.86;271547.41
110.00;25.57;132397.98;271567.96
110.00;25.57;132398.78;271571.92
110.00;25.57;132399.64;271576.23
110.00;25.59;132406.23;271609.04
110.00;25.60;132410.52;271630.40
110.00;25.64;132421.98;271687.46
110.00;25.66;132429.68;271725.81
110.00;25.67;132434.75;271751.03
110.00;25.68;132436.55;271760.01
110.00;25.68;132436.58;271760.13
110.00;25.69;132441.14;271782.83
110.00;25.78;132470.56;271929.26
110.00;25.80;132475.91;271955.93
110.00;25.81;132481.48;271983.63
110.00;25.82;132484.48;271998.56
110.00;25.82;132485.46;272003.44
110.00;25.84;132490.87;272030.32
110.00;25.85;132492.67;272039.30
110.00;25.85;132495.83;272054.99
110.00;25.86;132497.14;272061.45
110.00;25.87;132499.76;272074.41
110.00;25.88;132504.52;272097.95
110.00;25.92;132517.51;272161.83
110.00;25.94;132525.96;272203.00
110.00;25.98;132538.69;272264.88
110.00;25.99;132540.87;272275.43
110.00;26.00;132544.66;272293.81
110.00;26.00;132545.70;272298.81
110.00;26.04;132559.29;272364.33
110.00;26.04;132560.66;272370.92
110.00;26.05;132563.18;272383.07
110.00;26.05;132564.00;272387.02
110.00;26.06;132565.66;272395.03
110.00;26.10;132579.45;272461.46
110.00;26.11;132583.83;272482.56
110.00;26.11;132585.51;272490.64
110.00;26.14;132593.45;272528.66
110.00;26.14;132595.45;272538.24
110.00;26.16;132601.06;272565.11
110.00;26.16;132602.91;272573.97
110.00;26.19;132610.56;272610.55
110.00;26.21;132618.86;272650.19
110.00;26.22;132624.02;272674.83
110.00;26.23;132625.33;272681.07
110.00;26.23;132626.93;272688.68
110.00;26.23;132627.08;272689.42
110.00;26.23;132627.14;272689.71
110.00;26.23;132627.46;272691.22
110.00;26.26;132638.28;272742.59
110.00;26.27;132639.06;272746.28
110.00;26.28;132643.46;272767.16
110.00;26.31;132654.76;272820.71
110.00;26.33;132659.46;272842.96
110.00;26.33;132661.77;272853.89
110.00;26.34;132663.60;272862.56
110.00;26.34;132665.96;272873.77
110.00;26.34;132666.34;272875.55
110.00;26.38;132680.10;272940.64
110.00;26.41;132687.67;272976.40
110.00;26.41;132690.58;272990.15
110.00;26.42;132693.78;273005.20
110.00;26.43;132696.11;273016.17
110.00;26.44;132699.45;273031.90
110.00;26.45;132703.82;273052.51
110.00;26.48;132714.96;273104.71
110.00;26.51;132725.38;273153.51
110.00;26.52;132726.18;273157.25
110.00;26.55;132738.16;273213.20
110.00;26.56;132740.84;273225.73
110.00;26.57;132745.63;273248.06
110.00;26.61;132759.94;273314.69
110.00;26.62;132762.82;273328.05
110.00;26.64;132770.55;273363.80
110.00;26.68;132785.98;273434.98
110.00;26.69;132787.60;273442.39
110.00;26.69;132789.58;273451.46
110.00;26.71;132793.90;273471.23
110.00;26.72;132797.08;273485.75
110.00;26.78;132819.76;273588.90
110.00;26.82;132834.59;273655.96
110.00;26.82;132836.38;273664.03
110.00;26.91;132868.40;273808.53
110.00;26.92;132869.12;273811.77
110.00;26.95;132881.32;273866.57
110.00;26.98;132891.53;273912.44
110.00;26.99;132896.32;273933.95
110.00;27.02;132904.98;273972.86
110.00;27.03;132908.89;273990.41
110.00;27.03;132911.94;274004.09
110.00;27.08;132928.93;274080.35
110.00;27.09;132930.59;274087.81
110.00;27.09;132932.53;274096.47
110.00;27.10;132935.56;274109.98
110.00;27.10;132936.07;274112.28
110.00;27.10;132936.09;274112.37
110.00;27.10;132936.94;274116.14
110.00;27.11;132938.33;274122.35
110.00;27.11;132939.71;274128.53
110.00;27.12;132942.14;274139.36
110.00;27.12;132943.41;274145.04
110.00;27.13;132945.67;274155.16
110.00;27.13;132946.91;274160.69
110.00;27.14;132948.97;274169.83
110.00;27.18;132964.75;274240.12
110.00;27.22;132978.20;274299.88
110.00;27.25;132988.92;274347.55
110.00;27.26;132994.67;274373.09
110.00;27.31;133012.58;274452.52
110.00;27.33;133018.14;274477.01
110.00;27.35;133026.64;274514.44
110.00;27.35;133027.19;274516.86
110.00;27.37;133033.38;274544.12
110.00;27.37;133033.79;274545.94
110.00;27.42;133049.49;274615.08
110.00;27.43;133054.54;274637.21
110.00;27.43;133054.97;274639.11
110.00;27.43;133055.92;274643.27
110.00;27.46;133063.92;274678.37
110.00;27.46;133066.61;274690.14
110.00;27.47;133067.99;274696.17
110.00;27.47;133068.49;274698.37
110.00;27.47;133068.72;274699.38
110.00;27.48;133071.40;274711.11
110.00;27.48;133071.95;274713.50
110.00;27.50;133081.13;274753.72
110.00;27.60;133116.54;274908.34
110.00;27.60;133118.12;274915.21
110.00;27.64;133129.61;274965.34
110.00;27.64;133132.40;274977.49
110.00;27.66;133136.82;274996.62
110.00;27.68;133145.34;275033.51
110.00;27.72;133159.29;275093.89
110.00;27.73;133163.29;275111.19
110.00;27.75;133172.05;275149.07
110.00;27.78;133183.08;275196.81
110.00;27.80;133191.08;275231.36
110.00;27.82;133195.31;275249.59
110.00;27.84;133204.45;275289.02
110.00;27.86;133210.20;275313.70
110.00;27.86;133210.96;275316.98
110.00;27.87;133213.65;275328.51
110.00;27.92;133234.76;275419.04
110.00;27.93;133237.33;275430.03
110.00;27.93;133237.75;275431.81
110.00;27.93;133237.85;275432.22
110.00;27.94;133240.25;275442.45
110.00;27.94;133242.11;275450.37
110.00;27.96;133247.50;275473.26
110.00;27.99;133258.13;275518.47
110.00;27.99;133260.40;275528.12
110.00;28.00;133263.08;275539.54
110.00;28.00;133263.31;275540.49
110.00;28.01;133266.20;275552.79
110.00;28.01;133267.11;275556.64
110.00;28.02;133268.36;275561.96
110.00;28.03;133271.95;275577.25
110.00;28.03;133273.65;275584.47
110.00;28.04;133277.80;275602.12
110.00;28.05;133281.18;275616.45
110.00;28.06;133284.08;275628.80
110.00;28.07;133287.22;275642.11
110.00;28.12;133304.64;275715.86
110.00;28.13;133308.41;275731.84
110.00;28.15;133316.43;275765.73
110.00;28.18;133326.72;275809.25
110.00;28.18;133329.57;275821.26
110.00;28.26;133358.56;275942.13
110.00;28.27;133360.11;275948.55
110.00;28.28;133366.70;275975.95
110.00;28.29;133368.32;275982.67
110.00;28.31;133376.07;276014.87
110.00;28.31;133376.28;276015.73
110.00;28.31;133377.90;276022.43
110.00;28.32;133381.14;276035.85
110.00;28.33;133385.21;276052.67
110.00;28.35;133390.46;276074.30
110.00;28.38;133401.10;276117.99
110.00;28.38;133403.45;276127.58
110.00;28.39;133405.67;276136.66
110.00;28.44;133426.62;276222.40
110.00;28.45;133427.25;276224.95
110.00;28.45;133427.64;276226.57
110.00;28.46;133432.13;276244.91
110.00;28.46;133433.52;276250.61
110.00;28.47;133434.33;276253.90
110.00;28.47;133434.76;276255.67
110.00;28.48;133440.49;276279.07
110.00;28.49;133443.71;276292.23
110.00;28.51;133452.05;276326.22
110.00;28.52;133455.99;276342.30
110.00;28.57;133475.06;276419.24
110.00;28.58;133478.18;276431.76
110.00;28.61;133489.33;276476.33
110.00;28.61;133489.58;276477.35
110.00;28.62;133493.39;276492.53
110.00;28.64;133498.65;276513.42
110.00;28.64;133499.52;276516.89
110.00;28.67;133510.02;276558.60
110.00;28.67;133512.97;276570.34
110.00;28.68;133513.88;276573.94
110.00;28.69;133519.56;276596.47
110.00;28.70;133521.83;276605.52
110.00;28.71;133527.26;276627.06
110.00;28.73;133534.38;276655.34
110.00;28.77;133551.39;276722.82
110.00;28.81;133563.89;276772.44
110.00;28.82;133570.46;276798.39
110.00;28.83;133573.53;276810.54
110.00;28.85;133579.69;276834.86
110.00;28.85;133581.12;276840.49
110.00;28.88;133591.37;276880.98
110.00;28.88;133591.38;276881.02
110.00;28.89;133594.78;276894.44
110.00;28.98;133628.74;277028.13
110.00;28.98;133629.51;277031.16
110.00;28.98;133631.37;277038.41
110.00;29.00;133637.91;277064.01
110.00;29.01;133641.13;277076.63
110.00;29.02;133646.61;277098.06
110.00;29.04;133652.87;277122.57
110.00;29.08;133666.54;277175.84
110.00;29.08;133666.55;277175.87
110.00;29.08;133668.75;277184.42
110.00;29.08;133669.33;277186.67
110.00;29.12;133681.63;277234.21
110.00;29.12;133683.46;277241.26
110.00;29.13;133686.56;277253.22
110.00;29.13;133686.73;277253.90
110.00;29.13;133688.53;277260.84
110.00;29.13;133688.73;277261.62
110.00;29.14;133691.83;277273.59
110.00;29.18;133706.03;277328.26
110.00;29.18;133706.88;277331.52
110.00;29.21;133718.55;277376.22
110.00;29.22;133724.04;277397.19
110.00;29.24;133729.26;277417.08
110.00;29.24;133730.19;277420.61
110.00;29.28;133744.47;277474.92
110.00;29.28;133745.27;277477.94
110.00;29.31;133757.09;277522.88
110.00;29.34;133767.98;277564.22
110.00;29.36;133775.92;277594.40
110.00;29.38;133786.22;277633.49
110.00;29.39;133788.69;277642.85
110.00;29.41;133796.55;277672.69
110.00;29.43;133803.71;277699.85
110.00;29.44;133806.49;277710.39
110.00;29.45;133811.31;277728.69
110.00;29.47;133817.73;277752.97
110.00;29.49;133827.62;277790.32
110.00;29.49;133827.77;277790.88
110.00;29.49;133828.87;277795.07
110.00;29.50;133831.50;277804.99
110.00;29.51;133833.90;277814.08
110.00;29.52;133839.12;277833.78
110.00;29.53;133843.04;277848.58
110.00;29.58;133862.03;277920.32
110.00;29.59;133864.83;277930.90
110.00;29.59;133866.43;277936.94
110.00;29.60;133870.25;277951.32
110.00;29.61;133873.01;277961.76
110.00;29.65;133887.30;278015.64
110.00;29.69;133905.07;278082.55
110.00;29.70;133908.80;278096.55
110.00;29.71;133910.44;278102.73
110.00;29.71;133914.09;278116.44
110.00;29.72;133916.57;278125.78
110.00;29.74;133922.40;278147.68
110.00;29.75;133927.15;278165.54
110.00;29.77;133936.47;278200.57
110.00;29.81;133948.97;278247.51
110.00;29.81;133949.73;278250.37
110.00;29.82;133956.41;278275.44
110.00;29.85;133967.40;278316.66
110.00;29.86;133971.92;278333.58
110.00;29.87;133973.41;278339.15
110.00;29.87;133974.60;278343.61
110.00;29.90;133986.10;278386.66
110.00;29.94;134000.68;278441.07
110.00;29.94;134002.50;278447.86
110.00;29.95;134003.33;278450.94
110.00;29.98;134014.80;278493.49
110.00;29.98;134015.63;278496.57
110.00;29.98;134016.17;278498.58
110.00;30.03;134034.35;278565.95
110.00;30.03;134035.12;278568.80
110.00;30.05;134042.56;278596.37
110.00;30.07;134050.92;278627.32
110.00;30.08;134053.27;278636.02
110.00;30.08;134055.11;278642.82
110.00;30.09;134059.55;278659.19
110.00;30.09;134060.15;278661.40
110.00;30.10;134062.89;278671.47
110.00;30.12;134069.73;278696.54
110.00;30.13;134072.97;278708.44
110.00;30.13;134075.32;278717.05
110.00;30.16;134085.05;278752.58
110.00;30.16;134085.13;278752.87
110.00;30.17;134090.29;278771.70
110.00;30.17;134090.71;278773.23
110.00;30.18;134092.72;278780.58
110.00;30.18;134093.56;278783.64
110.00;30.20;134101.53;278812.65
110.00;30.21;134105.23;278826.13
110.00;30.21;134106.76;278831.69
110.00;30.26;134124.75;278897.13
110.00;30.30;134140.04;278952.77
110.00;30.32;134146.92;278977.76
110.00;30.32;134147.91;278981.37
110.00;30.35;134160.54;279027.30
110.00;30.40;134180.19;279098.30
110.00;30.42;134187.34;279123.98
110.00;30.45;134198.78;279165.05
110.00;30.47;134207.36;279195.86
110.00;30.48;134211.34;279210.03
110.00;30.48;134211.66;279211.18
110.00;30.48;134211.93;279212.13
110.00;30.49;134216.02;279226.71
110.00;30.50;134217.56;279232.19
110.00;30.50;134219.42;279238.83
110.00;30.50;134221.02;279244.51
110.00;30.55;134238.75;279307.49
110.00;30.56;134242.18;279319.61
110.00;30.60;134258.60;279377.43
110.00;30.60;134260.17;279382.93
110.00;30.68;134291.82;279493.92
110.00;30.70;134298.63;279517.68
110.00;30.71;134301.76;279528.63
110.00;30.71;134304.59;279538.50
110.00;30.72;134306.28;279544.38
110.00;30.72;134306.91;279546.58
110.00;30.76;134323.20;279603.24
110.00;30.77;134324.88;279609.12
110.00;30.77;134327.24;279617.33
110.00;30.77;134327.65;279618.73
110.00;30.79;134336.24;279648.62
110.00;30.83;134349.80;279695.75
110.00;30.86;134363.59;279743.54
110.00;30.87;134368.01;279758.83
110.00;30.88;134370.36;279766.98
110.00;30.88;134370.87;279768.75
110.00;30.88;134370.88;279768.77
110.00;30.90;134378.26;279794.32
110.00;30.92;134385.35;279818.84
110.00;30.92;134386.37;279822.39
110.00;30.93;134389.06;279831.66
110.00;31.00;134417.47;279929.54
110.00;31.02;134426.63;279961.06
110.00;31.05;134439.41;280004.99
110.00;31.09;134455.94;280061.75
110.00;31.11;134462.47;280084.04
110.00;31.11;134462.81;280085.19
110.00;31.11;134464.31;280090.32
110.00;31.13;134468.64;280105.06
110.00;31.13;134472.21;280117.24
110.00;31.14;134475.36;280127.98
110.00;31.16;134483.32;280155.11
110.00;31.21;134502.72;280221.10
110.00;31.22;134507.87;280238.56
110.00;31.22;134507.94;280238.80
110.00;31.23;134511.43;280250.64
110.00;31.25;134520.18;280280.34
110.00;31.27;134524.62;280295.39
110.00;31.27;134525.56;280298.56
110.00;31.27;134525.66;280298.89
110.00;31.27;134526.47;280301.66
110.00;31.27;134528.35;280308.04
110.00;31.27;134528.52;280308.59
110.00;31.28;134532.01;280320.44
110.00;31.31;134541.14;280351.37
110.00;31.31;134542.72;280356.70
110.00;31.34;134553.52;280393.16
110.00;31.34;134555.89;280401.14
110.00;31.37;134566.53;280436.94
110.00;31.39;134573.51;280460.32
110.00;31.40;134580.81;280484.74
110.00;31.42;134586.58;280503.99
110.00;31.42;134588.00;280508.75
110.00;31.42;134588.72;280511.14
110.00;31.43;134592.73;280524.48
110.00;31.44;134595.33;280533.11
110.00;31.49;134615.75;280600.74
110.00;31.50;134617.99;280608.16
110.00;31.50;134619.90;280614.51
110.00;31.51;134621.91;280621.17
110.00;31.51;134625.18;280631.99
110.00;31.53;134631.30;280652.25
110.00;31.54;134634.71;280663.56
110.00;31.54;134637.52;280672.84
110.00;31.55;134640.87;280683.92
110.00;31.57;134646.53;280702.62
110.00;31.58;134652.44;280722.08
110.00;31.61;134664.58;280761.74
110.00;31.64;134677.52;280803.76
110.00;31.64;134677.86;280804.83
110.00;31.66;134684.13;280825.11
110.00;31.67;134687.27;280835.27
110.00;31.67;134689.31;280841.88
110.00;31.68;134694.33;280858.10
110.00;31.69;134699.18;280873.78
110.00;31.70;134702.75;280885.33
110.00;31.72;134707.94;280902.02
110.00;31.73;134712.79;280917.64
110.00;31.73;134713.72;280920.62
110.00;31.76;134726.52;280961.81
110.00;31.84;134759.57;281068.07
110.00;31.84;134760.28;281070.35
110.00;31.85;134762.02;281075.94
110.00;31.85;134764.48;281083.83
110.00;31.86;134768.67;281097.31
110.00;31.88;134774.43;281115.80
110.00;31.89;134779.92;281133.44
110.00;31.90;134782.15;281140.61
110.00;31.90;134783.71;281145.63
110.00;31.94;134799.52;281196.28
110.00;31.97;134814.08;281242.84
110.00;31.99;134821.46;281266.44
110.00;31.99;134822.53;281269.86
110.00;32.01;134827.26;281284.95
110.00;32.01;134827.57;281285.96
110.00;32.01;134829.91;281293.40
110.00;32.02;134833.83;281305.94
110.00;32.12;134873.06;281430.70
110.00;32.13;134876.85;281442.73
110.00;32.13;134877.20;281443.85
110.00;32.15;134885.20;281469.24
110.00;32.15;134886.59;281473.68
110.00;32.16;134892.22;281491.46
110.00;32.18;134899.55;281514.64
110.00;32.19;134904.35;281529.82
110.00;32.21;134911.61;281552.79
110.00;32.23;134920.52;281580.95
110.00;32.24;134923.57;281590.58
110.00;32.24;134925.26;281595.92
110.00;32.25;134926.72;281600.54
110.00;32.26;134931.23;281614.78
110.00;32.29;134944.23;281655.84
110.00;32.34;134964.80;281720.75
110.00;32.35;134968.99;281733.97
110.00;32.38;134982.40;281776.29
110.00;32.38;134982.47;281776.49
110.00;32.40;134990.00;281800.23
110.00;32.41;134991.95;281806.38
110.00;32.42;134997.04;281822.44
110.00;32.43;135002.74;281840.41
110.00;32.45;135008.57;281858.78
110.00;32.50;135031.95;281932.28
110.00;32.53;135040.69;281959.70
110.00;32.53;135041.89;281963.48
110.00;32.54;135046.57;281978.18
110.00;32.57;135058.63;282016.02
110.00;32.65;135092.50;282121.50
110.00;32.67;135101.29;282148.78
110.00;32.68;135104.62;282159.12
110.00;32.68;135105.20;282160.92
110.00;32.69;135106.79;282165.87
110.00;32.69;135108.59;282171.43
110.00;32.69;135109.65;282174.73
110.00;32.70;135111.00;282178.91
110.00;32.72;135119.59;282205.48
110.00;32.73;135122.35;282214.00
110.00;32.74;135127.91;282231.18
110.00;32.76;135135.19;282253.69
110.00;32.76;135136.64;282258.16
110.00;32.81;135154.97;282314.64
110.00;32.81;135158.26;282324.75
110.00;32.84;135171.28;282364.76
110.00;32.87;135182.56;282399.21
110.00;32.88;135186.69;282411.81
110.00;32.91;135196.22;282440.85
110.00;32.93;135207.28;282474.58
110.00;32.95;135215.36;282499.07
110.00;33.02;135242.58;282581.51
110.00;33.03;135247.67;282596.91
110.00;33.05;135256.30;282622.93
110.00;33.06;135258.08;282628.30
110.00;33.06;135260.60;282635.88
110.00;33.10;135278.12;282688.45
110.00;33.16;135301.77;282759.23
110.00;33.17;135305.84;282771.42
110.00;33.19;135312.08;282790.06
110.00;33.19;135315.19;282799.34
110.00;33.22;135326.58;282833.38
110.00;33.23;135331.28;282847.43
110.00;33.24;135333.53;282854.13
110.00;33.24;135335.43;282859.81
110.00;33.29;135357.42;282925.47
110.00;33.32;135368.09;282957.30
110.00;33.34;135376.79;282983.24
110.00;33.35;135379.53;282991.41
110.00;33.36;135382.59;283000.51
110.00;33.37;135389.65;283021.45
110.00;33.37;135390.41;283023.73
110.00;33.40;135399.32;283050.18
110.00;33.40;135400.44;283053.52
110.00;33.40;135401.11;283055.49
110.00;33.41;135406.39;283071.17
110.00;33.46;135426.10;283129.50
110.00;33.48;135433.32;283150.81
110.00;33.48;135434.08;283153.05
110.00;33.51;135445.27;283186.07
110.00;33.52;135451.66;283204.90
110.00;33.53;135455.69;283216.77
110.00;33.54;135457.19;283221.21
110.00;33.57;135470.34;283259.92
110.00;33.57;135472.23;283265.47
110.00;33.60;135483.09;283297.34
110.00;33.60;135485.05;283303.12
110.00;33.67;135511.42;283380.49
110.00;33.71;135527.86;283428.65
110.00;33.81;135571.47;283555.81
110.00;33.92;135614.25;283679.76
110.00;33.94;135623.10;283705.36
110.00;33.94;135623.77;283707.31
110.00;33.94;135624.20;283708.56
110.00;33.94;135625.69;283712.85
110.00;33.95;135628.77;283721.75
110.00;33.97;135636.94;283745.39
110.00;33.98;135640.80;283756.55
110.00;34.00;135649.53;283781.77
110.00;34.02;135655.91;283800.20
110.00;34.03;135661.31;283815.76
110.00;34.06;135672.49;283848.01
110.00;34.07;135676.91;283860.76
110.00;34.07;135678.15;283864.34
110.00;34.09;135686.79;283889.22
110.00;34.15;135708.92;283952.98
110.00;34.16;135713.27;283965.46
110.00;34.17;135720.29;283985.61
110.00;34.18;135721.42;283988.87
110.00;34.19;135725.91;284001.76
110.00;34.19;135726.29;284002.85
110.00;34.20;135729.38;284011.72
110.00;34.23;135742.75;284050.08
110.00;34.23;135742.99;284050.76
110.00;34.24;135748.94;284067.83
110.00;34.24;135749.39;284069.13
110.00;34.25;135752.05;284076.74
110.00;34.27;135760.00;284099.53
110.00;34.28;135762.28;284106.09
110.00;34.29;135769.63;284127.15
110.00;34.29;135770.00;284128.20
110.00;34.30;135771.40;284132.21
110.00;34.30;135771.55;284132.64
110.00;34.30;135771.91;284133.68
110.00;34.31;135776.43;284146.63
110.00;34.31;135777.93;284150.93
110.00;34.33;135783.22;284166.09
110.00;34.34;135788.28;284180.58
110.00;34.37;135800.76;284216.32
110.00;34.40;135811.22;284246.26
110.00;34.40;135814.53;284255.72
110.00;34.40;135814.58;284255.89
110.00;34.47;135842.45;284335.40
110.00;34.48;135846.90;284348.08
110.00;34.50;135851.66;284361.61
110.00;34.60;135893.36;284479.83
110.00;34.60;135893.49;284480.19
110.00;34.61;135898.34;284493.90
110.00;34.62;135900.91;284501.17
110.00;34.66;135920.30;284555.89
110.00;34.69;135932.25;284589.49
110.00;34.73;135947.71;284632.80
110.00;34.76;135961.75;284672.09
110.00;34.78;135969.33;284693.29
110.00;34.83;135987.40;284743.81
110.00;34.84;135990.75;284753.18
110.00;34.87;136004.67;284792.08
110.00;34.90;136017.57;284828.08
110.00;34.94;136033.44;284872.29
110.00;34.95;136035.75;284878.71
110.00;34.95;136037.45;284883.44
110.00;34.96;136040.97;284893.21
110.00;34.99;136052.65;284925.64
110.00;35.01;136060.68;284947.92
110.00;35.03;136071.80;284978.68
110.00;35.04;136072.96;284981.88
110.00;35.06;136080.97;285003.96
110.00;35.09;136095.57;285044.13
110.00;35.09;136095.81;285044.80
110.00;35.10;136097.60;285049.71
110.00;35.13;136110.48;285085.05
110.00;35.16;136122.36;285117.63
110.00;35.17;136128.31;285133.94
110.00;35.20;136139.26;285163.95
110.00;35.21;136141.72;285170.69
