azimuth_angle;tilt_angle;weighted_energy_mismatch_kWh;total_energy_production_kWh
170.00;35.60;130840.75;246217.49
170.00;35.63;130843.65;246223.77
170.00;35.64;130844.79;246226.22
170.00;35.65;130845.12;246226.93
170.00;35.66;130846.16;246229.17
170.00;35.67;130847.84;246232.75
170.00;35.68;130848.23;246233.57
170.00;35.69;130849.78;246236.83
170.00;35.70;130850.63;246238.62
170.00;35.77;130857.89;246253.81
170.00;35.77;130858.00;246254.03
170.00;35.77;130858.25;246254.55
170.00;35.82;130862.59;246263.54
170.00;35.90;130870.59;246279.93
170.00;35.90;130871.37;246281.50
170.00;35.91;130872.34;246283.45
170.00;35.93;130874.14;246287.07
170.00;35.96;130876.72;246292.26
170.00;35.96;130877.38;246293.59
170.00;35.99;130880.28;246299.39
170.00;35.99;130880.76;246300.35
170.00;36.01;130882.48;246303.77
170.00;36.01;130882.74;246304.29
170.00;36.02;130883.45;246305.70
170.00;36.04;130885.08;246308.93
170.00;36.06;130886.95;246312.61
170.00;36.06;130887.42;246313.54
170.00;36.07;130887.90;246314.49
170.00;36.09;130890.15;246318.90
170.00;36.09;130890.41;246319.41
170.00;36.11;130892.65;246323.80
170.00;36.12;130893.09;246324.66
170.00;36.15;130896.56;246331.42
170.00;36.16;130897.53;246333.29
170.00;36.18;130899.34;246336.79
170.00;36.19;130900.53;246339.06
170.00;36.19;130900.64;246339.27
170.00;36.20;130901.45;246340.84
170.00;36.20;130901.62;246341.15
170.00;36.23;130904.94;246347.50
170.00;36.24;130905.22;246348.04
170.00;36.25;130906.63;246350.71
170.00;36.25;130906.87;246351.16
170.00;36.26;130907.79;246352.90
170.00;36.26;130907.96;246353.23
170.00;36.26;130908.08;246353.45
170.00;36.27;130908.76;246354.74
170.00;36.27;130909.12;246355.43
170.00;36.33;130914.55;246365.66
170.00;36.33;130914.94;246366.39
170.00;36.37;130918.22;246372.52
170.00;36.37;130918.40;246372.86
170.00;36.38;130919.70;246375.27
170.00;36.40;130921.81;246379.18
170.00;36.41;130922.21;246379.93
170.00;36.42;130923.33;246381.99
170.00;36.44;130925.39;246385.77
170.00;36.45;130926.22;246387.30
170.00;36.47;130928.30;246391.11
170.00;36.48;130929.30;246392.93
170.00;36.49;130930.50;246395.11
170.00;36.55;130936.60;246406.18
170.00;36.59;130940.88;246413.81
170.00;36.59;130940.97;246413.97
170.00;36.64;130945.83;246422.54
170.00;36.65;130946.15;246423.10
170.00;36.65;130946.21;246423.21
170.00;36.65;130946.29;246423.35
170.00;36.67;130948.27;246426.82
170.00;36.71;130951.94;246433.22
170.00;36.72;130953.24;246435.48
170.00;36.74;130955.31;246439.04
170.00;36.74;130955.36;246439.13
170.00;36.75;130955.98;246440.20
170.00;36.75;130956.28;246440.71
170.00;36.76;130957.04;246442.02
170.00;36.81;130962.72;246451.66
170.00;36.82;130962.87;246451.92
170.00;36.89;130970.15;246464.08
170.00;36.92;130973.26;246469.18
170.00;36.92;130973.31;246469.27
170.00;36.92;130973.34;246469.33
170.00;36.93;130973.77;246470.03
170.00;36.93;130973.97;246470.36
170.00;36.93;130974.40;246471.05
170.00;36.95;130976.21;246474.01
170.00;36.96;130976.71;246474.81
170.00;36.97;130978.44;246477.62
170.00;37.00;130980.83;246481.48
170.00;37.01;130982.43;246484.04
170.00;37.02;130982.58;246484.29
170.00;37.02;130983.05;246485.04
170.00;37.02;130983.19;246485.26
170.00;37.03;130983.44;246485.65
170.00;37.05;130986.19;246490.05
170.00;37.06;130987.05;246491.42
170.00;37.07;130987.38;246491.96
170.00;37.07;130987.71;246492.47
170.00;37.08;130989.22;246494.87
170.00;37.10;130991.05;246497.75
170.00;37.13;130993.93;246502.27
170.00;37.14;130994.16;246502.63
170.00;37.14;130995.04;246504.01
170.00;37.15;130995.77;246505.14
170.00;37.20;131000.36;246512.22
170.00;37.22;131002.57;246515.62
170.00;37.23;131002.89;246516.10
170.00;37.23;131003.51;246517.05
170.00;37.25;131005.74;246520.46
170.00;37.27;131007.09;246522.50
170.00;37.29;131009.38;246525.97
170.00;37.30;131010.01;246526.92
170.00;37.30;131010.27;246527.31
170.00;37.35;131015.11;246534.52
170.00;37.36;131016.05;246535.91
170.00;37.39;131018.46;246539.45
170.00;37.40;131019.56;246541.07
170.00;37.40;131019.88;246541.55
170.00;37.43;131022.18;246544.89
170.00;37.43;131022.68;246545.63
170.00;37.43;131022.78;246545.77
170.00;37.44;131023.54;246546.88
170.00;37.47;131026.30;246550.87
170.00;37.47;131026.72;246551.46
170.00;37.48;131027.66;246552.82
170.00;37.49;131028.22;246553.61
170.00;37.52;131030.87;246557.38
170.00;37.52;131030.96;246557.52
170.00;37.53;131032.27;246559.34
170.00;37.56;131035.01;246563.15
170.00;37.58;131036.56;246565.29
170.00;37.60;131038.30;246567.70
170.00;37.61;131039.67;246569.58
170.00;37.66;131044.20;246575.75
170.00;37.67;131044.95;246576.76
170.00;37.67;131044.98;246576.79
170.00;37.67;131045.39;246577.35
170.00;37.68;131046.79;246579.23
170.00;37.70;131047.94;246580.77
170.00;37.70;131048.32;246581.28
170.00;37.71;131049.49;246582.83
170.00;37.71;131049.65;246583.05
170.00;37.78;131055.53;246590.79
170.00;37.81;131059.11;246595.43
170.00;37.82;131059.37;246595.77
170.00;37.83;131060.49;246597.19
170.00;37.84;131061.73;246598.75
170.00;37.86;131063.72;246601.21
170.00;37.87;131063.99;246601.55
170.00;37.88;131065.75;246603.71
170.00;37.90;131067.16;246605.44
170.00;37.90;131067.37;246605.70
170.00;37.96;131072.71;246612.13
170.00;38.03;131079.94;246620.70
170.00;38.04;131080.84;246621.75
170.00;38.04;131081.07;246622.02
170.00;38.06;131082.45;246623.62
170.00;38.09;131085.31;246626.91
170.00;38.10;131086.35;246628.09
170.00;38.14;131089.93;246632.15
170.00;38.15;131091.44;246633.85
170.00;38.23;131098.62;246641.75
170.00;38.24;131100.11;246643.35
170.00;38.25;131100.82;246644.09
170.00;38.33;131108.95;246652.54
170.00;38.34;131109.51;246653.11
170.00;38.38;131112.92;246656.56
170.00;38.40;131115.19;246658.84
170.00;38.41;131115.73;246659.38
170.00;38.41;131116.42;246660.06
170.00;38.43;131118.06;246661.68
170.00;38.43;131118.20;246661.82
170.00;38.44;131118.60;246662.22
170.00;38.44;131119.15;246662.75
170.00;38.44;131119.41;246663.01
170.00;38.44;131119.44;246663.03
170.00;38.47;131121.91;246665.42
170.00;38.47;131121.99;246665.50
170.00;38.49;131123.80;246667.23
170.00;38.50;131124.82;246668.19
170.00;38.51;131125.61;246668.94
170.00;38.51;131125.81;246669.14
170.00;38.52;131126.79;246670.06
170.00;38.57;131131.09;246674.08
170.00;38.61;131135.12;246677.76
170.00;38.62;131135.72;246678.30
170.00;38.67;131140.46;246682.52
170.00;38.68;131142.04;246683.90
170.00;38.69;131142.87;246684.63
170.00;38.69;131142.95;246684.70
170.00;38.71;131144.69;246686.22
170.00;38.72;131145.22;246686.68
170.00;38.72;131145.88;246687.24
170.00;38.74;131147.61;246688.71
170.00;38.76;131149.00;246689.89
170.00;38.79;131151.91;246692.31
170.00;38.79;131151.98;246692.37
170.00;38.81;131153.94;246693.98
170.00;38.81;131154.16;246694.16
170.00;38.84;131156.57;246696.09
170.00;38.85;131157.83;246697.08
170.00;38.86;131158.48;246697.59
170.00;38.86;131159.17;246698.14
170.00;38.91;131163.26;246701.30
170.00;38.94;131166.53;246703.76
170.00;39.01;131173.22;246708.63
170.00;39.04;131175.76;246710.42
170.00;39.14;131185.31;246716.90
170.00;39.19;131190.27;246720.07
170.00;39.22;131193.21;246721.88
170.00;39.23;131194.26;246722.52
170.00;39.23;131194.35;246722.58
170.00;39.26;131197.13;246724.25
170.00;39.26;131197.13;246724.25
170.00;39.29;131199.98;246725.92
170.00;39.37;131207.75;246730.24
170.00;39.39;131209.72;246731.29
170.00;39.42;131212.17;246732.58
170.00;39.42;131212.77;246732.89
170.00;39.44;131214.60;246733.83
170.00;39.52;131222.44;246737.66
170.00;39.52;131222.46;246737.66
170.00;39.55;131224.85;246738.77
170.00;39.59;131229.37;246740.80
170.00;39.61;131230.79;246741.42
170.00;39.62;131231.61;246741.78
170.00;39.62;131231.77;246741.85
170.00;39.63;131233.23;246742.47
170.00;39.68;131237.99;246744.41
170.00;39.76;131245.31;246747.20
170.00;39.79;131248.39;246748.29
170.00;39.86;131254.69;246750.39
170.00;39.90;131258.54;246751.57
170.00;39.93;131261.17;246752.34
170.00;39.97;131265.10;246753.43
170.00;40.00;131267.95;246754.17
170.00;40.00;131268.11;246754.21
170.00;40.02;131269.40;246754.53
170.00;40.06;131273.85;246755.57
170.00;40.10;131277.66;246756.38
170.00;40.14;131280.95;246757.03
170.00;40.14;131281.08;246757.06
170.00;40.15;131281.53;246757.14
170.00;40.17;131283.60;246757.51
170.00;40.17;131283.90;246757.57
170.00;40.17;131284.19;246757.61
170.00;40.20;131286.94;246758.07
170.00;40.21;131287.60;246758.17
170.00;40.21;131287.81;246758.20
170.00;40.24;131290.28;246758.56
170.00;40.25;131290.94;246758.65
170.00;40.30;131296.09;246759.30
170.00;40.31;131297.03;246759.40
170.00;40.37;131302.82;246759.93
170.00;40.44;131309.18;246760.31
170.00;40.46;131310.91;246760.39
170.00;40.48;131312.55;246760.44
170.00;40.51;131315.93;246760.51
170.00;40.51;131315.96;246760.51
170.00;40.54;131318.51;246760.52
190.00;14.38;130737.65;217374.02
190.00;14.38;130737.66;217374.82
190.00;14.39;130737.67;217376.88
190.00;14.40;130737.69;217380.58
190.00;14.42;130737.71;217386.26
190.00;14.42;130737.72;217387.67
190.00;14.42;130737.73;217388.33
190.00;14.43;130737.74;217390.65
190.00;14.44;130737.75;217393.66
190.00;14.45;130737.77;217397.38
190.00;14.47;130737.83;217404.11
190.00;14.47;130737.83;217404.20
190.00;14.50;130737.93;217412.78
190.00;14.50;130737.95;217414.84
190.00;14.51;130737.98;217417.26
190.00;14.52;130738.01;217419.47
190.00;14.52;130738.03;217421.50
190.00;14.52;130738.04;217422.19
190.00;14.52;130738.04;217422.59
190.00;14.53;130738.04;217422.66
190.00;14.53;130738.05;217423.38
190.00;14.55;130738.15;217432.21
190.00;14.56;130738.17;217434.03
190.00;14.56;130738.19;217435.73
190.00;14.56;130738.19;217435.74
190.00;14.57;130738.21;217436.99
190.00;14.59;130738.27;217442.90
190.00;14.59;130738.28;217443.51
190.00;14.59;130738.29;217444.46
190.00;14.60;130738.32;217446.57
190.00;14.60;130738.33;217448.03
190.00;14.60;130738.34;217448.70
190.00;14.61;130738.35;217449.34
190.00;14.61;130738.35;217449.52
190.00;14.62;130738.39;217453.11
190.00;14.62;130738.39;217453.67
190.00;14.63;130738.42;217455.65
190.00;14.65;130738.50;217462.89
190.00;14.66;130738.53;217466.47
190.00;14.66;130738.55;217467.63
190.00;14.68;130738.61;217473.52
190.00;14.69;130738.65;217476.74
190.00;14.70;130738.68;217479.41
190.00;14.70;130738.70;217481.30
190.00;14.71;130738.72;217483.21
190.00;14.72;130738.76;217486.91
190.00;14.73;130738.80;217490.32
190.00;14.73;130738.80;217490.32
190.00;14.74;130738.83;217492.45
190.00;14.75;130738.86;217495.20
190.00;14.78;130738.96;217504.69
190.00;14.79;130739.02;217509.68
190.00;14.80;130739.04;217511.72
190.00;14.80;130739.05;217512.58
190.00;14.80;130739.06;217513.50
190.00;14.82;130739.10;217517.28
190.00;14.83;130739.15;217521.80
190.00;14.85;130739.23;217528.90
190.00;14.86;130739.27;217532.24
190.00;14.90;130739.41;217544.65
190.00;14.91;130739.43;217546.60
190.00;14.92;130739.46;217549.27
190.00;14.92;130739.48;217550.76
190.00;14.92;130739.49;217551.79
190.00;14.93;130739.50;217553.01
190.00;14.93;130739.53;217555.56
190.00;14.95;130739.58;217559.48
190.00;14.98;130739.68;217568.59
190.00;14.99;130739.72;217572.12
190.00;15.00;130739.79;217576.85
190.00;15.01;130739.86;217580.21
190.00;15.05;130740.06;217590.87
190.00;15.05;130740.11;217593.19
190.00;15.06;130740.13;217593.74
190.00;15.06;130740.16;217595.45
190.00;15.08;130740.27;217600.19
190.00;15.08;130740.33;217602.74
190.00;15.10;130740.53;217609.04
190.00;15.11;130740.54;217609.38
190.00;15.11;130740.55;217609.47
190.00;15.12;130740.78;217615.62
190.00;15.13;130740.79;217615.93
190.00;15.13;130740.88;217618.30
190.00;15.14;130740.90;217618.91
190.00;15.14;130740.95;217620.27
190.00;15.15;130741.07;217623.40
190.00;15.16;130741.16;217625.61
190.00;15.16;130741.18;217626.15
190.00;15.17;130741.36;217630.46
190.00;15.17;130741.40;217631.17
190.00;15.18;130741.42;217631.78
190.00;15.19;130741.59;217635.68
190.00;15.19;130741.63;217636.53
190.00;15.20;130741.71;217638.57
190.00;15.22;130741.97;217644.50
190.00;15.22;130742.01;217645.43
190.00;15.24;130742.33;217652.96
190.00;15.25;130742.37;217654.07
190.00;15.25;130742.43;217655.31
190.00;15.26;130742.55;217658.16
190.00;15.29;130742.91;217666.54
190.00;15.29;130742.93;217667.06
190.00;15.29;130742.96;217667.88
190.00;15.29;130742.98;217668.27
190.00;15.30;130743.02;217669.08
190.00;15.30;130743.02;217669.21
190.00;15.30;130743.05;217669.86
190.00;15.30;130743.06;217670.13
190.00;15.31;130743.20;217673.24
190.00;15.32;130743.38;217677.15
190.00;15.33;130743.47;217679.06
190.00;15.33;130743.48;217679.30
190.00;15.33;130743.54;217680.63
190.00;15.34;130743.62;217682.44
190.00;15.35;130743.72;217684.61
190.00;15.36;130743.89;217688.12
190.00;15.36;130743.91;217688.72
190.00;15.37;130744.00;217690.61
190.00;15.37;130744.08;217692.39
190.00;15.38;130744.19;217694.63
190.00;15.38;130744.24;217695.63
190.00;15.38;130744.25;217695.89
190.00;15.39;130744.29;217696.74
190.00;15.39;130744.31;217697.32
190.00;15.40;130744.52;217701.65
190.00;15.41;130744.65;217704.50
190.00;15.43;130744.84;217708.62
190.00;15.43;130744.86;217709.07
190.00;15.43;130744.95;217710.81
190.00;15.43;130744.98;217711.27
190.00;15.45;130745.26;217716.50
190.00;15.46;130745.40;217719.09
190.00;15.46;130745.41;217719.27
190.00;15.47;130745.50;217720.93
190.00;15.49;130745.85;217727.30
190.00;15.49;130745.94;217728.93
190.00;15.50;130746.05;217730.91
190.00;15.51;130746.21;217733.93
190.00;15.51;130746.31;217735.66
190.00;15.52;130746.32;217735.94
190.00;15.52;130746.42;217737.69
190.00;15.52;130746.42;217737.73
190.00;15.52;130746.43;217737.91
190.00;15.52;130746.44;217738.04
190.00;15.53;130746.54;217739.65
190.00;15.53;130746.63;217741.06
190.00;15.53;130746.67;217741.60
190.00;15.54;130746.86;217744.70
190.00;15.54;130746.87;217744.74
190.00;15.55;130746.88;217745.01
190.00;15.55;130746.93;217745.75
190.00;15.56;130747.11;217748.64
190.00;15.56;130747.17;217749.54
190.00;15.57;130747.26;217750.99
190.00;15.57;130747.44;217753.69
190.00;15.58;130747.48;217754.29
190.00;15.58;130747.52;217755.06
190.00;15.58;130747.59;217756.09
190.00;15.58;130747.59;217756.12
190.00;15.59;130747.64;217756.86
190.00;15.61;130748.05;217763.25
190.00;15.61;130748.06;217763.43
190.00;15.61;130748.19;217765.48
190.00;15.62;130748.39;217768.64
190.00;15.63;130748.44;217769.50
190.00;15.64;130748.60;217771.99
190.00;15.64;130748.67;217772.98
190.00;15.64;130748.77;217774.58
190.00;15.65;130748.90;217776.72
190.00;15.65;130748.93;217777.10
190.00;15.66;130749.03;217778.78
190.00;15.67;130749.21;217781.58
190.00;15.67;130749.29;217782.86
190.00;15.67;130749.30;217783.05
190.00;15.68;130749.36;217783.95
190.00;15.69;130749.55;217786.94
190.00;15.69;130749.73;217789.81
190.00;15.70;130749.76;217790.20
190.00;15.70;130749.80;217790.79
190.00;15.71;130750.05;217794.78
190.00;15.72;130750.13;217796.04
190.00;15.72;130750.17;217796.64
190.00;15.73;130750.35;217799.22
190.00;15.73;130750.35;217799.26
190.00;15.74;130750.60;217802.77
190.00;15.74;130750.71;217804.25
190.00;15.74;130750.73;217804.55
190.00;15.76;130751.01;217808.50
190.00;15.77;130751.21;217811.28
190.00;15.79;130751.78;217819.15
190.00;15.80;130751.98;217821.94
190.00;15.81;130752.03;217822.64
190.00;15.81;130752.04;217822.84
190.00;15.81;130752.06;217823.05
190.00;15.81;130752.14;217824.26
190.00;15.81;130752.16;217824.45
190.00;15.82;130752.24;217825.65
190.00;15.82;130752.27;217826.01
190.00;15.83;130752.47;217828.79
190.00;15.83;130752.47;217828.79
190.00;15.83;130752.52;217829.48
190.00;15.84;130752.77;217833.02
190.00;15.85;130753.04;217836.72
190.00;15.85;130753.06;217837.10
190.00;15.87;130753.32;217840.74
190.00;15.87;130753.40;217841.78
190.00;15.87;130753.47;217842.83
190.00;15.88;130753.55;217844.02
190.00;15.88;130753.64;217845.26
190.00;15.88;130753.66;217845.47
190.00;15.89;130753.76;217846.85
190.00;15.90;130753.93;217849.36
190.00;15.90;130754.10;217851.65
190.00;15.92;130754.49;217857.14
190.00;15.93;130754.55;217858.02
190.00;15.93;130754.61;217858.82
190.00;15.94;130754.81;217861.61
190.00;15.94;130754.82;217861.81
190.00;15.94;130754.83;217861.90
190.00;15.94;130754.88;217862.56
190.00;15.94;130754.91;217863.04
190.00;15.94;130754.93;217863.24
190.00;15.95;130755.03;217864.67
190.00;15.95;130755.09;217865.47
190.00;15.96;130755.17;217866.64
190.00;15.96;130755.20;217866.97
190.00;15.96;130755.30;217868.39
190.00;15.98;130755.76;217874.80
190.00;15.99;130755.90;217876.74
190.00;16.00;130756.09;217879.44
190.00;16.00;130756.19;217880.84
190.00;16.02;130756.50;217885.17
190.00;16.02;130756.60;217886.58
190.00;16.03;130756.82;217889.77
190.00;16.04;130756.89;217890.73
190.00;16.04;130756.94;217891.40
190.00;16.05;130757.11;217893.87
190.00;16.05;130757.20;217895.01
190.00;16.06;130757.35;217897.20
190.00;16.06;130757.40;217897.92
190.00;16.07;130757.49;217899.19
190.00;16.07;130757.59;217900.51
190.00;16.08;130757.66;217901.54
190.00;16.08;130757.67;217901.68
190.00;16.08;130757.68;217901.82
190.00;16.08;130757.86;217904.35
190.00;16.09;130757.95;217905.54
190.00;16.09;130757.95;217905.56
190.00;16.09;130757.96;217905.69
190.00;16.09;130757.97;217905.88
190.00;16.09;130757.98;217905.96
190.00;16.09;130758.00;217906.30
190.00;16.10;130758.22;217909.36
190.00;16.10;130758.27;217910.10
190.00;16.11;130758.29;217910.29
190.00;16.12;130758.49;217913.23
190.00;16.13;130758.73;217916.48
190.00;16.13;130758.80;217917.46
190.00;16.14;130758.90;217918.86
190.00;16.14;130759.02;217920.57
190.00;16.15;130759.18;217922.83
190.00;16.15;130759.22;217923.35
190.00;16.16;130759.34;217925.01
190.00;16.16;130759.35;217925.15
190.00;16.16;130759.37;217925.42
190.00;16.16;130759.39;217925.74
190.00;16.16;130759.41;217926.08
190.00;16.17;130759.52;217927.59
190.00;16.18;130759.79;217931.25
190.00;16.18;130759.86;217932.30
190.00;16.20;130760.15;217936.23
190.00;16.20;130760.17;217936.53
190.00;16.20;130760.23;217937.35
190.00;16.20;130760.27;217937.87
190.00;16.21;130760.35;217938.94
190.00;16.21;130760.37;217939.19
190.00;16.21;130760.39;217939.50
190.00;16.23;130760.81;217945.29
190.00;16.23;130760.97;217947.29
190.00;16.24;130760.99;217947.52
190.00;16.24;130761.06;217948.38
190.00;16.25;130761.24;217950.56
190.00;16.25;130761.26;217950.90
190.00;16.25;130761.38;217952.28
190.00;16.26;130761.56;217954.53
190.00;16.26;130761.61;217955.18
190.00;16.26;130761.67;217955.85
190.00;16.27;130761.77;217957.13
190.00;16.27;130761.83;217957.84
190.00;16.27;130761.83;217957.86
190.00;16.27;130761.84;217958.01
190.00;16.28;130762.10;217961.14
190.00;16.29;130762.14;217961.74
190.00;16.29;130762.22;217962.64
190.00;16.29;130762.31;217963.83
190.00;16.30;130762.60;217967.10
190.00;16.31;130762.64;217967.56
190.00;16.31;130762.82;217969.53
190.00;16.32;130762.89;217970.28
190.00;16.32;130762.99;217971.44
190.00;16.32;130763.03;217971.91
190.00;16.32;130763.10;217972.64
190.00;16.32;130763.13;217973.00
190.00;16.33;130763.27;217974.57
190.00;16.34;130763.40;217976.02
190.00;16.34;130763.40;217976.04
190.00;16.34;130763.53;217977.47
190.00;16.34;130763.61;217978.39
190.00;16.35;130763.66;217978.97
190.00;16.35;130763.69;217979.30
190.00;16.35;130763.75;217979.94
190.00;16.35;130763.82;217980.71
190.00;16.35;130763.86;217981.14
190.00;16.36;130763.97;217982.31
190.00;16.36;130764.05;217983.19
190.00;16.37;130764.30;217985.83
190.00;16.38;130764.67;217989.92
190.00;16.39;130764.80;217991.23
190.00;16.39;130764.84;217991.69
190.00;16.40;130764.98;217993.23
190.00;16.40;130765.08;217994.26
190.00;16.40;130765.17;217995.27
190.00;16.41;130765.32;217996.88
190.00;16.41;130765.35;217997.17
190.00;16.41;130765.39;217997.63
190.00;16.43;130765.78;218001.65
190.00;16.43;130765.92;218003.03
190.00;16.43;130765.94;218003.29
190.00;16.43;130766.01;218003.92
190.00;16.44;130766.06;218004.43
190.00;16.44;130766.06;218004.47
190.00;16.44;130766.27;218006.63
190.00;16.44;130766.29;218006.77
190.00;16.45;130766.46;218008.56
190.00;16.46;130766.62;218010.12
190.00;16.46;130766.70;218010.97
190.00;16.46;130766.77;218011.68
190.00;16.46;130766.77;218011.69
190.00;16.48;130767.23;218016.34
190.00;16.50;130767.71;218021.12
190.00;16.50;130767.72;218021.19
190.00;16.50;130767.81;218022.11
190.00;16.50;130767.87;218022.72
190.00;16.51;130768.15;218025.45
190.00;16.51;130768.15;218025.45
190.00;16.52;130768.53;218029.26
190.00;16.53;130768.57;218029.58
190.00;16.54;130769.10;218034.72
190.00;16.55;130769.20;218035.76
190.00;16.57;130769.74;218040.93
190.00;16.57;130769.87;218042.22
190.00;16.58;130770.01;218043.54
190.00;16.58;130770.25;218045.86
190.00;16.59;130770.44;218047.70
190.00;16.59;130770.45;218047.80
190.00;16.62;130771.21;218055.16
190.00;16.63;130771.60;218058.93
190.00;16.63;130771.64;218059.32
190.00;16.64;130771.99;218062.76
190.00;16.65;130772.01;218062.86
190.00;16.65;130772.09;218063.66
190.00;16.65;130772.21;218064.86
190.00;16.66;130772.48;218067.43
190.00;16.66;130772.50;218067.68
190.00;16.67;130772.81;218070.70
190.00;16.68;130772.88;218071.37
190.00;16.68;130773.09;218073.21
190.00;16.69;130773.37;218075.76
190.00;16.70;130773.47;218076.66
190.00;16.70;130773.52;218077.05
190.00;16.70;130773.59;218077.75
190.00;16.71;130774.03;218081.39
190.00;16.71;130774.04;218081.42
190.00;16.71;130774.09;218081.85
190.00;16.72;130774.16;218082.42
190.00;16.72;130774.42;218084.57
190.00;16.73;130774.46;218084.95
190.00;16.73;130774.50;218085.28
190.00;16.73;130774.51;218085.29
190.00;16.73;130774.58;218085.94
190.00;16.73;130774.76;218087.44
190.00;16.74;130774.88;218088.46
190.00;16.74;130775.00;218089.46
190.00;16.75;130775.25;218091.53
190.00;16.76;130775.50;218093.65
190.00;16.76;130775.65;218094.85
190.00;16.77;130775.91;218097.06
190.00;16.77;130775.92;218097.11
190.00;16.78;130776.11;218098.77
190.00;16.78;130776.15;218099.06
190.00;16.78;130776.32;218100.45
190.00;16.78;130776.33;218100.61
190.00;16.78;130776.34;218100.61
190.00;16.79;130776.57;218102.54
190.00;16.79;130776.70;218103.64
190.00;16.80;130776.79;218104.39
190.00;16.81;130777.12;218107.14
190.00;16.81;130777.13;218107.25
190.00;16.81;130777.16;218107.45
190.00;16.81;130777.24;218108.15
190.00;16.83;130777.80;218112.84
190.00;16.84;130778.16;218115.83
190.00;16.84;130778.30;218116.97
190.00;16.86;130778.75;218120.79
190.00;16.86;130778.75;218120.82
190.00;16.86;130778.93;218122.29
190.00;16.87;130779.37;218125.95
190.00;16.87;130779.39;218126.12
190.00;16.88;130779.60;218127.76
190.00;16.89;130779.75;218128.98
190.00;16.91;130780.58;218135.70
190.00;16.91;130780.61;218135.94
190.00;16.91;130780.71;218136.72
190.00;16.91;130780.72;218136.78
190.00;16.91;130780.74;218136.96
190.00;16.92;130780.76;218137.13
190.00;16.92;130781.05;218139.48
190.00;16.93;130781.14;218140.20
190.00;16.93;130781.38;218142.10
190.00;16.94;130781.49;218143.01
190.00;16.94;130781.66;218144.36
190.00;16.95;130781.86;218145.94
190.00;16.96;130782.24;218148.95
190.00;16.96;130782.43;218150.50
190.00;16.96;130782.45;218150.59
190.00;16.97;130782.50;218151.03
190.00;16.97;130782.52;218151.20
190.00;16.97;130782.64;218152.14
190.00;16.97;130782.74;218152.96
190.00;16.97;130782.76;218153.09
190.00;16.97;130782.78;218153.24
190.00;16.98;130782.80;218153.41
190.00;16.98;130783.04;218155.35
190.00;16.99;130783.30;218157.42
190.00;16.99;130783.32;218157.55
190.00;16.99;130783.38;218158.09
190.00;17.02;130784.27;218165.14
190.00;17.03;130784.86;218169.66
190.00;17.04;130784.92;218170.08
190.00;17.04;130784.92;218170.10
190.00;17.05;130785.23;218172.51
190.00;17.05;130785.38;218173.61
190.00;17.06;130785.84;218177.20
190.00;17.08;130786.60;218183.07
190.00;17.09;130786.90;218185.30
190.00;17.09;130786.96;218185.76
190.00;17.10;130787.30;218188.30
190.00;17.10;130787.33;218188.51
190.00;17.10;130787.33;218188.54
190.00;17.11;130787.57;218190.33
190.00;17.13;130788.13;218194.53
190.00;17.14;130788.51;218197.37
190.00;17.15;130788.90;218200.33
190.00;17.15;130788.91;218200.40
190.00;17.15;130789.04;218201.37
190.00;17.15;130789.04;218201.42
190.00;17.16;130789.25;218203.00
190.00;17.16;130789.26;218203.08
190.00;17.16;130789.34;218203.63
190.00;17.16;130789.34;218203.67
190.00;17.16;130789.39;218204.05
190.00;17.17;130789.63;218205.86
190.00;17.17;130789.65;218205.98
190.00;17.17;130789.66;218206.05
190.00;17.17;130789.67;218206.14
190.00;17.18;130789.88;218207.71
190.00;17.18;130789.92;218208.03
190.00;17.18;130790.00;218208.60
190.00;17.18;130790.16;218209.87
190.00;17.18;130790.20;218210.13
190.00;17.19;130790.23;218210.33
190.00;17.21;130790.97;218215.94
190.00;17.21;130791.20;218217.66
190.00;17.22;130791.39;218219.13
190.00;17.22;130791.46;218219.63
190.00;17.22;130791.56;218220.45
190.00;17.24;130792.29;218225.98
190.00;17.24;130792.31;218226.14
190.00;17.24;130792.33;218226.30
190.00;17.25;130792.36;218226.55
190.00;17.25;130792.41;218226.95
190.00;17.25;130792.53;218227.83
190.00;17.25;130792.54;218227.91
190.00;17.25;130792.61;218228.47
190.00;17.26;130792.77;218229.65
190.00;17.26;130792.87;218230.41
190.00;17.26;130792.96;218231.13
190.00;17.26;130793.04;218231.71
190.00;17.27;130793.19;218232.88
190.00;17.27;130793.28;218233.54
190.00;17.28;130793.53;218235.48
190.00;17.29;130793.89;218238.23
190.00;17.30;130794.30;218241.41
190.00;17.31;130794.74;218244.69
190.00;17.31;130794.76;218244.86
190.00;17.32;130794.84;218245.43
190.00;17.32;130795.06;218247.15
190.00;17.34;130795.59;218251.18
190.00;17.34;130795.63;218251.44
190.00;17.34;130795.74;218252.27
190.00;17.35;130796.09;218254.92
190.00;17.35;130796.09;218254.97
190.00;17.36;130796.47;218257.83
190.00;17.36;130796.51;218258.13
190.00;17.37;130796.63;218259.05
190.00;17.37;130796.87;218260.94
190.00;17.38;130797.00;218261.89
190.00;17.38;130797.11;218262.75
190.00;17.38;130797.13;218262.87
190.00;17.38;130797.27;218263.98
190.00;17.39;130797.61;218266.61
190.00;17.39;130797.62;218266.68
190.00;17.40;130797.68;218267.10
190.00;17.40;130797.84;218268.34
190.00;17.42;130798.46;218273.10
